Orthogroup	Colletotrichum_godetiae	Colletotrichum_karsti
OG0005142	XP_060428405.1	XP_038747291.1
OG0005143	XP_060428407.1	XP_038747248.1
OG0005144	XP_060428408.1	XP_038747249.1
OG0005145	XP_060428409.1	XP_038747250.1
OG0005146	XP_060428410.1	XP_038747251.1
OG0005147	XP_060428411.1	XP_038747252.1
OG0005148	XP_060428413.1	XP_038747253.1
OG0005149	XP_060428415.1	XP_038747255.1
OG0005150	XP_060428418.1	XP_038747258.1
OG0005151	XP_060428420.1	XP_038747259.1
OG0005152	XP_060428422.1	XP_038747260.1
OG0005153	XP_060428423.1	XP_038747261.1
OG0005154	XP_060428425.1	XP_038747262.1
OG0005155	XP_060428426.1	XP_038746383.1
OG0005156	XP_060428428.1	XP_038747247.1
OG0005157	XP_060428429.1	XP_038747246.1
OG0005158	XP_060428430.1	XP_038747245.1
OG0005159	XP_060428431.1	XP_038747244.1
OG0005160	XP_060428433.1	XP_038747243.1
OG0005161	XP_060428435.1	XP_038747242.1
OG0005162	XP_060428436.1	XP_038747241.1
OG0005163	XP_060428437.1	XP_038747240.1
OG0005164	XP_060428438.1	XP_038747239.1
OG0005165	XP_060428439.1	XP_038747238.1
OG0005166	XP_060428440.1	XP_038747237.1
OG0005167	XP_060428441.1	XP_038747236.1
OG0005168	XP_060428442.1	XP_038747235.1
OG0005169	XP_060428443.1	XP_038747234.1
OG0005170	XP_060428444.1	XP_038747233.1
OG0005171	XP_060428445.1	XP_038747232.1
OG0005172	XP_060428446.1	XP_038747231.1
OG0005173	XP_060428447.1	XP_038747230.1
OG0005174	XP_060428448.1	XP_038747229.1
OG0005175	XP_060428449.1	XP_038747228.1
OG0005176	XP_060428450.1	XP_038747227.1
OG0005177	XP_060424265.1	XP_038750755.1
OG0005178	XP_060424263.1	XP_038750756.1
OG0005179	XP_060424262.1	XP_038750757.1
OG0005180	XP_060424261.1	XP_038750758.1
OG0005181	XP_060424260.1	XP_038750759.1
OG0005182	XP_060424259.1	XP_038750760.1
OG0005183	XP_060424258.1	XP_038750761.1
OG0005184	XP_060424255.1	XP_038750763.1
OG0005185	XP_060424253.1	XP_038750764.1
OG0005186	XP_060424251.1	XP_038750765.1
OG0005187	XP_060424250.1	XP_038750766.1
OG0005188	XP_060424249.1	XP_038750767.1
OG0005189	XP_060424246.1	XP_038750769.1
OG0005190	XP_060424245.1	XP_038750770.1
OG0005191	XP_060424244.1	XP_038750771.1
OG0005192	XP_060424243.1	XP_038750772.1
OG0005193	XP_060424242.1	XP_038750773.1
OG0005194	XP_060424240.1	XP_038750775.1
OG0005195	XP_060424239.1	XP_038750776.1
OG0005196	XP_060424238.1	XP_038750778.1
OG0005197	XP_060424236.1	XP_038750779.1
OG0005198	XP_060424235.1	XP_038750780.1
OG0005199	XP_060424234.1	XP_038750781.1
OG0005200	XP_060424233.1	XP_038750782.1
OG0005201	XP_060424232.1	XP_038750783.1
OG0005202	XP_060424230.1	XP_038750784.1
OG0005203	XP_060424229.1	XP_038750785.1
OG0005204	XP_060424228.1	XP_038750786.1
OG0005205	XP_060424227.1	XP_038750787.1
OG0005206	XP_060424226.1	XP_038750788.1
OG0005207	XP_060424223.1	XP_038750791.1
OG0005208	XP_060424222.1	XP_038750792.1
OG0005209	XP_060424221.1	XP_038750793.1
OG0005210	XP_060424220.1	XP_038750794.1
OG0005211	XP_060424218.1	XP_038750795.1
OG0005212	XP_060424213.1	XP_038750798.1
OG0005213	XP_060424212.1	XP_038750799.1
OG0005214	XP_060424211.1	XP_038750800.1
OG0005215	XP_060424210.1	XP_038750801.1
OG0005216	XP_060424209.1	XP_038750802.1
OG0005217	XP_060424208.1	XP_038750803.1
OG0005218	XP_060424207.1	XP_038750804.1
OG0005219	XP_060424206.1	XP_038750805.1
OG0005220	XP_060424205.1	XP_038750806.1
OG0005221	XP_060424204.1	XP_038750807.1
OG0005222	XP_060424202.1	XP_038750808.1
OG0005223	XP_060424200.1	XP_038751421.1
OG0005224	XP_060424199.1	XP_038751422.1
OG0005225	XP_060424198.1	XP_038751423.1
OG0005226	XP_060424197.1	XP_038751424.1
OG0005227	XP_060424196.1	XP_038751425.1
OG0005228	XP_060424193.1	XP_038738945.1
OG0005229	XP_060424190.1	XP_038738942.1
OG0005230	XP_060424189.1	XP_038738941.1
OG0005231	XP_060424186.1	XP_038738939.1
OG0005232	XP_060424185.1	XP_038738938.1
OG0005233	XP_060422332.1	XP_038738936.1
OG0005234	XP_060422333.1	XP_038738935.1
OG0005235	XP_060422339.1	XP_038738930.1
OG0005236	XP_060422340.1	XP_038738929.1
OG0005237	XP_060422342.1	XP_038738927.1
OG0005238	XP_060422343.1	XP_038738926.1
OG0005239	XP_060422344.1	XP_038738925.1
OG0005240	XP_060422345.1	XP_038738924.1
OG0005241	XP_060422346.1	XP_038738923.1
OG0005242	XP_060422347.1	XP_038738922.1
OG0005243	XP_060422349.1	XP_038738921.1
OG0005244	XP_060422352.1	XP_038738920.1
OG0005245	XP_060422353.1	XP_038738919.1
OG0005246	XP_060422354.1	XP_038738918.1
OG0005247	XP_060422356.1	XP_038738916.1
OG0005248	XP_060422357.1	XP_038738915.1
OG0005249	XP_060422359.1	XP_038738914.1
OG0005250	XP_060422360.1	XP_038738913.1
OG0005251	XP_060422362.1	XP_038738911.1
OG0005252	XP_060422365.1	XP_038738909.1
OG0005253	XP_060422366.1	XP_038738908.1
OG0005254	XP_060422367.1	XP_038738907.1
OG0005255	XP_060422369.1	XP_038738906.1
OG0005256	XP_060422372.1	XP_038738905.1
OG0005257	XP_060437339.1	XP_038744728.1
OG0005258	XP_060437338.1	XP_038738736.1
OG0005259	XP_060437337.1	XP_038738737.1
OG0005260	XP_060437336.1	XP_038738738.1
OG0005261	XP_060437334.1	XP_038738739.1
OG0005262	XP_060437333.1	XP_038738740.1
OG0005263	XP_060437332.1	XP_038738741.1
OG0005264	XP_060437330.1	XP_038738743.1
OG0005265	XP_060437329.1	XP_038738744.1
OG0005266	XP_060437328.1	XP_038738745.1
OG0005267	XP_060437325.1	XP_038738749.1
OG0005268	XP_060437323.1	XP_038738751.1
OG0005269	XP_060429203.1	XP_038750163.1
OG0005270	XP_060429195.1	XP_038741797.1
OG0005271	XP_060429191.1	XP_038750097.1
OG0005272	XP_060429190.1	XP_038750096.1
OG0005273	XP_060429189.1	XP_038750095.1
OG0005274	XP_060429188.1	XP_038750094.1
OG0005275	XP_060429187.1	XP_038750093.1
OG0005276	XP_060429144.1	XP_038750139.1
OG0005277	XP_060429148.1	XP_038750138.1
OG0005278	XP_060429149.1	XP_038750137.1
OG0005279	XP_060429150.1	XP_038750136.1
OG0005280	XP_060429151.1	XP_038750135.1
OG0005281	XP_060429152.1	XP_038750134.1
OG0005282	XP_060429155.1	XP_038750133.1
OG0005283	XP_060429156.1	XP_038750132.1
OG0005284	XP_060429158.1	XP_038750131.1
OG0005285	XP_060429159.1	XP_038750130.1
OG0005286	XP_060429160.1	XP_038750129.1
OG0005287	XP_060429161.1	XP_038750128.1
OG0005288	XP_060429162.1	XP_038750127.1
OG0005289	XP_060429163.1	XP_038750126.1
OG0005290	XP_060429165.1	XP_038750124.1
OG0005291	XP_060429168.1	XP_038750108.1
OG0005292	XP_060429172.1	XP_038750104.1
OG0005293	XP_060429173.1	XP_038750103.1
OG0005294	XP_060429174.1	XP_038750102.1
OG0005295	XP_060429175.1	XP_038750101.1
OG0005296	XP_060429143.1	XP_038750140.1
OG0005297	XP_060429142.1	XP_038750141.1
OG0005298	XP_060429141.1	XP_038750142.1
OG0005299	XP_060429140.1	XP_038750121.1
OG0005300	XP_060429139.1	XP_038750120.1
OG0005301	XP_060429137.1	XP_038750113.1
OG0005302	XP_060429136.1	XP_038750114.1
OG0005303	XP_060429135.1	XP_038750116.1
OG0005304	XP_060429127.1	XP_038750147.1
OG0005305	XP_060429126.1	XP_038750146.1
OG0005306	XP_060429125.1	XP_038750145.1
OG0005307	XP_060429124.1	XP_038750144.1
OG0005308	XP_060429121.1	XP_038750298.1
OG0005309	XP_060429119.1	XP_038750306.1
OG0005310	XP_060429114.1	XP_038750309.1
OG0005311	XP_060429113.1	XP_038750274.1
OG0005312	XP_060436557.1	XP_038750278.1
OG0005314	XP_060436553.1	XP_038750270.1
OG0005315	XP_060436548.1	XP_038750267.1
OG0005316	XP_060436547.1	XP_038750266.1
OG0005317	XP_060436545.1	XP_038750265.1
OG0005318	XP_060436544.1	XP_038750264.1
OG0005319	XP_060436543.1	XP_038750263.1
OG0005320	XP_060436542.1	XP_038750262.1
OG0005321	XP_060436541.1	XP_038750261.1
OG0005322	XP_060436540.1	XP_038750260.1
OG0005323	XP_060436539.1	XP_038750259.1
OG0005324	XP_060436538.1	XP_038750258.1
OG0005325	XP_060436536.1	XP_038750256.1
OG0005326	XP_060436534.1	XP_038750255.1
OG0005327	XP_060436533.1	XP_038750250.1
OG0005328	XP_060436532.1	XP_038750251.1
OG0005329	XP_060436530.1	XP_038750253.1
OG0005330	XP_060436527.1	XP_038750248.1
OG0005331	XP_060436521.1	XP_038750245.1
OG0005332	XP_060436519.1	XP_038750244.1
OG0005333	XP_060436518.1	XP_038750243.1
OG0005334	XP_060436517.1	XP_038750242.1
OG0005335	XP_060436516.1	XP_038750241.1
OG0005336	XP_060436515.1	XP_038750240.1
OG0005337	XP_060436514.1	XP_038750239.1
OG0005338	XP_060436512.1	XP_038750237.1
OG0005339	XP_060436510.1	XP_038750236.1
OG0005340	XP_060436509.1	XP_038750235.1
OG0005341	XP_060436508.1	XP_038750234.1
OG0005342	XP_060436507.1	XP_038750233.1
OG0005343	XP_060436506.1	XP_038750232.1
OG0005344	XP_060436504.1	XP_038750229.1
OG0005345	XP_060436500.1	XP_038750225.1
OG0005346	XP_060436499.1	XP_038750224.1
OG0005347	XP_060436497.1	XP_038750223.1
OG0005348	XP_060436496.1	XP_038750222.1
OG0005349	XP_060436495.1	XP_038750221.1
OG0005350	XP_060436493.1	XP_038750219.1
OG0005351	XP_060436492.1	XP_038750218.1
OG0005352	XP_060436491.1	XP_038750217.1
OG0005353	XP_060436490.1	XP_038750216.1
OG0005354	XP_060436489.1	XP_038750215.1
OG0005355	XP_060436488.1	XP_038750214.1
OG0005356	XP_060436487.1	XP_038750213.1
OG0005357	XP_060436485.1	XP_038750212.1
OG0005358	XP_060436484.1	XP_038750211.1
OG0005359	XP_060436483.1	XP_038750210.1
OG0005360	XP_060436481.1	XP_038750209.1
OG0005361	XP_060436480.1	XP_038750208.1
OG0005362	XP_060436479.1	XP_038750207.1
OG0005363	XP_060436478.1	XP_038750200.1
OG0005364	XP_060436477.1	XP_038750201.1
OG0005365	XP_060436682.1	XP_038744551.1
OG0005366	XP_060436683.1	XP_038744550.1
OG0005367	XP_060436684.1	XP_038744558.1
OG0005368	XP_060436686.1	XP_038744557.1
OG0005369	XP_060436687.1	XP_038744556.1
OG0005370	XP_060436688.1	XP_038744555.1
OG0005371	XP_060436689.1	XP_038744554.1
OG0005372	XP_060436690.1	XP_038744553.1
OG0005373	XP_060436694.1	XP_038744546.1
OG0005374	XP_060436695.1	XP_038744543.1
OG0005375	XP_060436699.1	XP_038744542.1
OG0005376	XP_060436701.1	XP_038744541.1
OG0005377	XP_060436702.1	XP_038744540.1
OG0005378	XP_060436704.1	XP_038744538.1
OG0005379	XP_060436709.1	XP_038744521.1
OG0005380	XP_060436715.1	XP_038739144.1
OG0005381	XP_060436723.1	XP_038744529.1
OG0005382	XP_060436724.1	XP_038742376.1, XP_038744530.1
OG0005383	XP_060436726.1	XP_038744532.1
OG0005384	XP_060436728.1	XP_038744514.1
OG0005385	XP_060436729.1	XP_038744515.1
OG0005386	XP_060436731.1	XP_038744561.1
OG0005387	XP_060436736.1	XP_038744484.1
OG0005388	XP_060436737.1	XP_038744485.1
OG0005389	XP_060436738.1	XP_038744486.1
OG0005390	XP_060436739.1	XP_038744487.1
OG0005391	XP_060436740.1	XP_038744488.1
OG0005392	XP_060436742.1	XP_038744489.1
OG0005393	XP_060436744.1	XP_038744490.1
OG0005394	XP_060436747.1	XP_038744491.1
OG0005395	XP_060436748.1	XP_038744492.1
OG0005396	XP_060436749.1	XP_038744493.1
OG0005397	XP_060436750.1	XP_038744497.1
OG0005398	XP_060436751.1	XP_038744496.1
OG0005399	XP_060436752.1	XP_038744495.1
OG0005400	XP_060436753.1	XP_038744494.1
OG0005401	XP_060436754.1	XP_038744498.1
OG0005402	XP_060436755.1	XP_038744499.1
OG0005403	XP_060436758.1	XP_038742374.1
OG0005404	XP_060436767.1	XP_038749115.1
OG0005405	XP_060436768.1	XP_038749114.1
OG0005406	XP_060436772.1	XP_038747422.1
OG0005407	XP_060436775.1	XP_038739933.1
OG0005408	XP_060436777.1	XP_038749112.1
OG0005409	XP_060436788.1	XP_038749110.1
OG0005410	XP_060436787.1	XP_038749109.1
OG0005411	XP_060436786.1	XP_038749108.1
OG0005412	XP_060436785.1	XP_038749107.1
OG0005413	XP_060436780.1	XP_038749105.1
OG0005414	XP_060436779.1	XP_038749104.1
OG0005415	XP_060436792.1	XP_038749103.1
OG0005416	XP_060436794.1	XP_038749096.1
OG0005417	XP_060436795.1	XP_038749097.1
OG0005418	XP_060436796.1	XP_038749098.1
OG0005419	XP_060436797.1	XP_038749099.1
OG0005420	XP_060436799.1	XP_038749100.1
OG0005421	XP_060436800.1	XP_038749101.1
OG0005422	XP_060436801.1	XP_038749095.1
OG0005423	XP_060436803.1	XP_038749094.1
OG0005424	XP_060436804.1	XP_038749093.1
OG0005425	XP_060436807.1	XP_038749091.1
OG0005426	XP_060436809.1	XP_038749090.1
OG0005427	XP_060436810.1	XP_038749089.1
OG0005428	XP_060436813.1	XP_038749087.1
OG0005429	XP_060436818.1	XP_038749085.1
OG0005430	XP_060436819.1	XP_038749084.1
OG0005431	XP_060436820.1	XP_038749083.1
OG0005432	XP_060436832.1	XP_038749078.1
OG0005433	XP_060436831.1	XP_038749077.1
OG0005434	XP_060436830.1	XP_038749069.1
OG0005435	XP_060436829.1	XP_038749070.1
OG0005436	XP_060436828.1	XP_038749071.1
OG0005437	XP_060436827.1	XP_038749072.1
OG0005438	XP_060436826.1	XP_038749074.1
OG0005439	XP_060436825.1	XP_038749075.1
OG0005440	XP_060436834.1	XP_038749068.1
OG0005441	XP_060436835.1	XP_038749067.1
OG0005442	XP_060433018.1	XP_038739439.1
OG0005443	XP_060422414.1	XP_038743452.1
OG0005444	XP_060428009.1	XP_038742350.1
OG0005445	XP_060428010.1	XP_038742349.1
OG0005446	XP_060428012.1	XP_038742364.1
OG0005447	XP_060428013.1	XP_038742366.1
OG0005449	XP_060428016.1	XP_038742367.1
OG0005450	XP_060428017.1	XP_038742368.1
OG0005451	XP_060428020.1	XP_038742369.1
OG0005452	XP_060428022.1	XP_038742347.1
OG0005453	XP_060428023.1	XP_038742348.1
OG0005454	XP_060428034.1	XP_038742371.1
OG0005455	XP_060428035.1	XP_038742372.1
OG0005456	XP_060428036.1	XP_038742874.1
OG0005457	XP_060428038.1	XP_038740476.1
OG0005458	XP_060428039.1	XP_038740475.1
OG0005459	XP_060428040.1	XP_038740474.1
OG0005460	XP_060428041.1	XP_038740473.1
OG0005461	XP_060428042.1	XP_038740482.1
OG0005463	XP_060432600.1	XP_038740487.1
OG0005464	XP_060432601.1	XP_038740485.1
OG0005465	XP_060432602.1	XP_038740484.1
OG0005466	XP_060432610.1	XP_038747683.1
OG0005467	XP_060432618.1	XP_038740468.1
OG0005468	XP_060432635.1	XP_038740500.1
OG0005470	XP_060432641.1	XP_038744118.1
OG0005471	XP_060432642.1	XP_038746676.1
OG0005472	XP_060430981.1	XP_038742857.1
OG0005473	XP_060430983.1	XP_038740548.1
OG0005474	XP_060430986.1	XP_038740553.1
OG0005475	XP_060430987.1	XP_038741779.1
OG0005476	XP_060430991.1	XP_038740544.1
OG0005477	XP_060430993.1	XP_038740532.1
OG0005478	XP_060430995.1	XP_038740531.1
OG0005479	XP_060430997.1	XP_038740530.1
OG0005480	XP_060430998.1	XP_038740529.1
OG0005481	XP_060430999.1	XP_038740528.1
OG0005482	XP_060431003.1	XP_038740518.1
OG0005483	XP_060431005.1	XP_038740517.1
OG0005484	XP_060431006.1	XP_038740513.1
OG0005485	XP_060431007.1	XP_038740512.1
OG0005486	XP_060431009.1	XP_038740507.1
OG0005487	XP_060431010.1	XP_038740506.1
OG0005488	XP_060431011.1	XP_038740555.1
OG0005489	XP_060431015.1	XP_038740558.1
OG0005490	XP_060431016.1	XP_038740560.1
OG0005491	XP_060431018.1	XP_038740561.1
OG0005492	XP_060431020.1	XP_038740556.1
OG0005493	XP_060431026.1	XP_038740563.1
OG0005494	XP_060431027.1	XP_038740564.1
OG0005495	XP_060431030.1	XP_038743622.1
OG0005496	XP_060431032.1	XP_038743621.1
OG0005497	XP_060431033.1	XP_038743620.1
OG0005498	XP_060431034.1	XP_038740579.1
OG0005499	XP_060431035.1	XP_038740578.1
OG0005500	XP_060431036.1	XP_038740576.1
OG0005501	XP_060431039.1	XP_038740570.1
OG0005502	XP_060431592.1	XP_038744266.1
OG0005503	XP_060431591.1	XP_038744267.1
OG0005504	XP_060431589.1	XP_038744268.1
OG0005505	XP_060431588.1	XP_038744269.1
OG0005506	XP_060431583.1	XP_038750424.1
OG0005507	XP_060431578.1	XP_038750428.1
OG0005508	XP_060431575.1	XP_038750429.1
OG0005509	XP_060431574.1	XP_038750430.1
OG0005510	XP_060431573.1	XP_038750431.1
OG0005511	XP_060431572.1	XP_038750432.1
OG0005512	XP_060431570.1	XP_038750434.1
OG0005513	XP_060431569.1	XP_038750435.1
OG0005514	XP_060431568.1	XP_038750436.1
OG0005515	XP_060431567.1	XP_038750437.1
OG0005516	XP_060431566.1	XP_038750438.1
OG0005517	XP_060431565.1	XP_038750439.1
OG0005518	XP_060431564.1	XP_038750440.1
OG0005519	XP_060431563.1	XP_038750441.1
OG0005520	XP_060431562.1	XP_038750442.1
OG0005521	XP_060431561.1	XP_038750443.1
OG0005522	XP_060431560.1	XP_038750444.1
OG0005523	XP_060431559.1	XP_038750445.1
OG0005524	XP_060431556.1	XP_038750575.1
OG0005525	XP_060431555.1	XP_038750574.1
OG0005526	XP_060431554.1	XP_038750573.1
OG0005527	XP_060431553.1	XP_038750572.1
OG0005528	XP_060431552.1	XP_038750571.1
OG0005529	XP_060431551.1	XP_038750570.1
OG0005530	XP_060431549.1	XP_038750568.1
OG0005531	XP_060431548.1	XP_038750567.1
OG0005532	XP_060431547.1	XP_038750566.1
OG0005533	XP_060431546.1	XP_038750565.1
OG0005534	XP_060427510.1	XP_038750562.1
OG0005535	XP_060427509.1	XP_038750561.1
OG0005536	XP_060427508.1	XP_038750560.1
OG0005537	XP_060427507.1	XP_038750559.1
OG0005538	XP_060427506.1	XP_038750558.1
OG0005539	XP_060427505.1	XP_038750557.1
OG0005540	XP_060427503.1	XP_038750556.1
OG0005541	XP_060427502.1	XP_038750555.1
OG0005542	XP_060427501.1	XP_038750553.1
OG0005543	XP_060427500.1	XP_038750552.1
OG0005544	XP_060427498.1	XP_038750551.1
OG0005545	XP_060427497.1	XP_038750550.1
OG0005546	XP_060427494.1	XP_038750549.1
OG0005547	XP_060427492.1	XP_038750547.1
OG0005548	XP_060427491.1	XP_038750546.1
OG0005549	XP_060427489.1	XP_038750545.1
OG0005550	XP_060427488.1	XP_038744320.1
OG0005551	XP_060427487.1	XP_038744321.1
OG0005552	XP_060427486.1	XP_038744322.1
OG0005553	XP_060427485.1	XP_038744323.1
OG0005554	XP_060427484.1	XP_038744324.1
OG0005555	XP_060427483.1	XP_038744325.1
OG0005556	XP_060427482.1	XP_038744326.1
OG0005557	XP_060427481.1	XP_038744327.1
OG0005558	XP_060427476.1	XP_038744328.1
OG0005559	XP_060427475.1	XP_038744329.1
OG0005560	XP_060427472.1	XP_038744333.1
OG0005561	XP_060427471.1	XP_038744332.1
OG0005562	XP_060427470.1	XP_038744331.1
OG0005563	XP_060427469.1	XP_038744330.1
OG0005564	XP_060427468.1	XP_038744341.1
OG0005565	XP_060427467.1	XP_038744346.1
OG0005566	XP_060427466.1	XP_038744345.1
OG0005567	XP_060427465.1	XP_038744344.1
OG0005568	XP_060427464.1	XP_038744343.1
OG0005569	XP_060427457.1	XP_038744354.1
OG0005570	XP_060427452.1	XP_038744351.1
OG0005571	XP_060427451.1	XP_038744350.1
OG0005572	XP_060427450.1	XP_038744348.1
OG0005573	XP_060427449.1	XP_038744347.1
OG0005574	XP_060427446.1	XP_038746541.1
OG0005575	XP_060427445.1	XP_038746542.1
OG0005576	XP_060427422.1	XP_038744385.1
OG0005577	XP_060427424.1	XP_038744383.1
OG0005578	XP_060427425.1	XP_038744382.1
OG0005579	XP_060427426.1	XP_038744381.1
OG0005580	XP_060427428.1	XP_038744478.1
OG0005581	XP_060427429.1	XP_038744393.1
OG0005582	XP_060427431.1	XP_038744395.1
OG0005583	XP_060427434.1	XP_038746544.1
OG0005584	XP_060427435.1	XP_038746545.1
OG0005585	XP_060427436.1	XP_038746546.1
OG0005586	XP_060427437.1	XP_038746547.1
OG0005587	XP_060427438.1	XP_038746548.1
OG0005588	XP_060427416.1	XP_038744389.1
OG0005589	XP_060427413.1	XP_038744392.1
OG0005590	XP_060427408.1	XP_038744397.1
OG0005591	XP_060427407.1	XP_038744398.1
OG0005592	XP_060427405.1	XP_038742789.1
OG0005593	XP_060427402.1	XP_038746535.1
OG0005594	XP_060427396.1	XP_038750312.1
OG0005595	XP_060427395.1	XP_038744364.1
OG0005596	XP_060427394.1	XP_038744369.1
OG0005597	XP_060427393.1	XP_038744368.1
OG0005598	XP_060427392.1	XP_038744367.1
OG0005599	XP_060427391.1	XP_038744366.1
OG0005601	XP_060430278.1	XP_038744701.1
OG0005602	XP_060430275.1	XP_038744703.1
OG0005603	XP_060430273.1	XP_038744704.1
OG0005604	XP_060430272.1	XP_038744705.1
OG0005606	XP_060430270.1	XP_038744706.1
OG0005607	XP_060430269.1	XP_038744707.1
OG0005608	XP_060430268.1	XP_038744708.1
OG0005609	XP_060430265.1	XP_038744709.1
OG0005610	XP_060430263.1	XP_038744711.1
OG0005611	XP_060430260.1	XP_038744712.1
OG0005612	XP_060430259.1	XP_038744713.1
OG0005613	XP_060430258.1	XP_038744714.1
OG0005614	XP_060430257.1	XP_038744715.1
OG0005615	XP_060430255.1	XP_038744717.1
OG0005616	XP_060430254.1	XP_038744718.1
OG0005617	XP_060430251.1	XP_038744723.1
OG0005618	XP_060430250.1	XP_038744724.1
OG0005619	XP_060430246.1	XP_038744730.1
OG0005620	XP_060430241.1	XP_038744734.1
OG0005621	XP_060430239.1	XP_038744735.1
OG0005622	XP_060430236.1	XP_038744737.1
OG0005623	XP_060430230.1	XP_038744738.1
OG0005624	XP_060430228.1	XP_038744744.1
OG0005625	XP_060430226.1	XP_038744745.1
OG0005626	XP_060430224.1	XP_038744747.1
OG0005627	XP_060430223.1	XP_038744748.1
OG0005628	XP_060430222.1	XP_038744749.1
OG0005629	XP_060430220.1	XP_038744751.1
OG0005630	XP_060430218.1	XP_038744753.1
OG0005631	XP_060430216.1	XP_038744755.1
OG0005632	XP_060430215.1	XP_038744756.1
OG0005633	XP_060430211.1	XP_038744761.1
OG0005634	XP_060430209.1	XP_038744760.1
OG0005635	XP_060430208.1	XP_038744759.1
OG0005636	XP_060430207.1	XP_038744758.1
OG0005637	XP_060430206.1	XP_038744757.1
OG0005638	XP_060430205.1	XP_038744764.1
OG0005639	XP_060430202.1	XP_038744692.1
OG0005640	XP_060430194.1	XP_038744769.1
OG0005641	XP_060430193.1	XP_038744770.1
OG0005642	XP_060430190.1	XP_038741435.1
OG0005643	XP_060430184.1	XP_038744778.1
OG0005644	XP_060430183.1	XP_038744779.1
OG0005645	XP_060430181.1	XP_038744781.1
OG0005646	XP_060430177.1	XP_038744790.1
OG0005647	XP_060430175.1	XP_038744791.1
OG0005648	XP_060430173.1	XP_038744792.1
OG0005649	XP_060430172.1	XP_038744793.1
OG0005650	XP_060430166.1	XP_038744796.1
OG0005651	XP_060430163.1	XP_038741053.1
OG0005652	XP_060430160.1	XP_038744799.1
OG0005653	XP_060430158.1	XP_038744800.1
OG0005654	XP_060430157.1	XP_038744801.1
OG0005655	XP_060430150.1	XP_038744858.1
OG0005656	XP_060430148.1	XP_038744824.1
OG0005657	XP_060430147.1	XP_038744823.1
OG0005658	XP_060430141.1	XP_038746233.1
OG0005659	XP_060430140.1	XP_038744822.1
OG0005660	XP_060430139.1	XP_038746260.1
OG0005661	XP_060430136.1	XP_038744820.1
OG0005662	XP_060430134.1	XP_038744819.1
OG0005663	XP_060430130.1	XP_038744808.1
