Orthogroup	Colletotrichum_godetiae	Colletotrichum_fructicola
OG0006301	XP_060428113.1	XP_031879071.1
OG0006302	XP_060428115.1	XP_031879028.1
OG0006303	XP_060428121.1	XP_031879128.1
OG0006304	XP_060428131.1	XP_031879055.1
OG0006305	XP_060428132.1	XP_031877239.2
OG0006306	XP_060428135.1	XP_031879042.1
OG0006307	XP_060428137.1	XP_031879044.1
OG0006308	XP_060428153.1	XP_031879113.1
OG0006309	XP_060428154.1	XP_031879116.1
OG0006310	XP_060428157.1	XP_031879050.1
OG0006311	XP_060428161.1	XP_031879094.1
OG0006312	XP_060428164.1	XP_031879035.1
OG0006313	XP_060428165.1	XP_031879036.1
OG0006314	XP_060428166.1	XP_031879019.1
OG0006315	XP_060428167.1	XP_031879031.1
OG0006316	XP_060428168.1	XP_031879118.2
OG0006317	XP_060428171.1	XP_031879026.1
OG0006318	XP_060428179.1	XP_031890061.1
OG0006319	XP_060428180.1	XP_031890062.1
OG0006320	XP_060428184.1	XP_031884997.1
OG0006321	XP_060428187.1	XP_031890077.1
OG0006322	XP_060428188.1	XP_066009150.1
OG0006323	XP_060428189.1	XP_031890085.1
OG0006324	XP_060428190.1	XP_031890084.1
OG0006325	XP_060428192.1	XP_031890004.1
OG0006326	XP_060428193.1	XP_031890189.1
OG0006327	XP_060428196.1	XP_031890239.1
OG0006328	XP_060428197.1	XP_031890240.1
OG0006329	XP_060428198.1	XP_066009235.1
OG0006330	XP_060432799.1	XP_031885798.1
OG0006331	XP_060432797.1	XP_031885783.1
OG0006332	XP_060432791.1	XP_031885811.1
OG0006333	XP_060432790.1	XP_031885782.1
OG0006334	XP_060432789.1	XP_031885802.1
OG0006335	XP_060432788.1	XP_066009738.1
OG0006336	XP_060432787.1	XP_031885779.1
OG0006337	XP_060432786.1	XP_031885609.1
OG0006338	XP_060432785.1	XP_031885610.1
OG0006339	XP_060432784.1	XP_031885607.1
OG0006340	XP_060432781.1	XP_031885766.1
OG0006341	XP_060432778.1	XP_031885761.1
OG0006342	XP_060432747.1	XP_031885619.1
OG0006343	XP_060432748.1	XP_031885618.1
OG0006344	XP_060432749.1	XP_031885749.1
OG0006345	XP_060432750.1	XP_031885750.1
OG0006346	XP_060432751.1	XP_031885751.1
OG0006347	XP_060432752.1	XP_031885752.1
OG0006348	XP_060432754.1	XP_031885754.1
OG0006349	XP_060432755.1	XP_031885755.1
OG0006350	XP_060432756.1	XP_031885756.1
OG0006351	XP_060432757.1	XP_066009625.1
OG0006352	XP_060432759.1	XP_031885832.1
OG0006353	XP_060432760.1	XP_031885831.1
OG0006354	XP_060432763.1	XP_031885833.1
OG0006355	XP_060432764.1	XP_031885836.1
OG0006356	XP_060432765.1	XP_031885835.1
OG0006357	XP_060432766.1	XP_031885837.2
OG0006358	XP_060432769.1	XP_031885842.1
OG0006359	XP_060432771.1	XP_031885843.2
OG0006360	XP_060432772.1	XP_031885841.1
OG0006361	XP_060432773.1	XP_031885695.2
OG0006362	XP_060432774.1	XP_031885846.1
OG0006363	XP_060432775.1	XP_031885844.1
OG0006364	XP_060432776.1	XP_031885845.1
OG0006365	XP_060424904.1, XP_060432745.1	XP_031885765.1
OG0006366	XP_060432743.1	XP_031885640.1
OG0006367	XP_060432742.1	XP_031885642.1
OG0006368	XP_060432736.1	XP_031885775.1
OG0006369	XP_060432735.1	XP_031885771.1
OG0006370	XP_060432733.1	XP_066009845.1
OG0006371	XP_060432731.1	XP_031885773.1
OG0006372	XP_060432728.1	XP_031885601.1
OG0006373	XP_060432725.1	XP_031885606.1
OG0006374	XP_060432724.1	XP_031885605.1
OG0006375	XP_060432722.1	XP_031885738.1
OG0006376	XP_060432720.1	XP_031885742.1
OG0006377	XP_060432719.1	XP_031885743.1
OG0006378	XP_060432701.1	XP_031884474.1
OG0006379	XP_060432698.1	XP_031881805.1
OG0006380	XP_060432697.1	XP_031881804.1
OG0006381	XP_060432696.1	XP_031881749.1
OG0006382	XP_060432689.1	XP_031881865.1
OG0006383	XP_060432681.1	XP_031885722.1
OG0006384	XP_060432679.1	XP_031881774.1
OG0006385	XP_060432678.1	XP_031881867.1
OG0006386	XP_060432676.1	XP_031881873.1
OG0006387	XP_060432671.1	XP_031881816.1
OG0006388	XP_060432672.1	XP_031881837.1
OG0006389	XP_060421599.1	XP_031881839.1
OG0006390	XP_060421597.1	XP_031883529.1
OG0006391	XP_060421592.1	XP_031881769.2
OG0006392	XP_060421591.1	XP_031881771.1
OG0006393	XP_060421550.1	XP_031881767.1
OG0006394	XP_060432097.1	XP_031881905.1
OG0006395	XP_060432098.1	XP_031881909.1
OG0006396	XP_060432099.1	XP_031881910.1
OG0006397	XP_060432101.1	XP_031881911.1
OG0006398	XP_060432103.1	XP_031881876.1
OG0006399	XP_060432104.1	XP_031881820.1
OG0006400	XP_060432106.1	XP_031881846.1
OG0006401	XP_060432108.1	XP_031881896.1
OG0006402	XP_060432114.1	XP_031881785.2
OG0006403	XP_060432115.1	XP_031881786.1
OG0006404	XP_060432116.1	XP_031883864.2
OG0006405	XP_060432118.1	XP_066008453.1
OG0006406	XP_060432119.1	XP_031881748.1
OG0006407	XP_060432120.1	XP_031881720.1
OG0006408	XP_060432121.1	XP_031881763.1
OG0006409	XP_060432123.1	XP_031881760.1
OG0006410	XP_060432124.1	XP_031881765.1
OG0006411	XP_060432125.1	XP_066008576.1
OG0006412	XP_060432128.1	XP_031881815.1
OG0006413	XP_060432129.1	XP_031881901.1
OG0006414	XP_060432130.1	XP_066008574.1
OG0006415	XP_060432132.1	XP_031881864.1
OG0006416	XP_060432133.1	XP_031881861.1
OG0006417	XP_060432134.1	XP_031881862.1
OG0006418	XP_060432135.1	XP_031881734.1
OG0006419	XP_060432136.1	XP_031881733.1
OG0006420	XP_060432138.1	XP_031881899.1
OG0006421	XP_060432139.1	XP_031881898.1
OG0006422	XP_060432140.1	XP_066008753.1
OG0006423	XP_060432144.1	XP_031881806.1
OG0006424	XP_060432145.1	XP_031881729.1
OG0006425	XP_060432148.1	XP_031881717.2
OG0006426	XP_060423058.1	XP_031892870.1
OG0006427	XP_060424354.1	XP_066008103.1
OG0006428	XP_060424352.1	XP_031892881.1
OG0006429	XP_060424350.1	XP_066007160.1
OG0006430	XP_060424349.1	XP_031876606.1
OG0006431	XP_060424346.1	XP_031876599.1
OG0006432	XP_060424341.1	XP_031881224.1
OG0006433	XP_060424340.1	XP_031876589.1
OG0006434	XP_060424337.1	XP_031876592.1
OG0006435	XP_060424336.1	XP_031876591.1
OG0006436	XP_060424335.1	XP_031876572.1
OG0006437	XP_060424334.1	XP_031876571.1
OG0006438	XP_060424332.1	XP_031876569.1
OG0006439	XP_060424328.1	XP_031876573.1
OG0006440	XP_060424327.1	XP_031876576.1
OG0006441	XP_060424326.1	XP_031876582.1
OG0006442	XP_060424325.1	XP_031876580.1
OG0006443	XP_060424322.1	XP_031876581.1
OG0006444	XP_060424318.1	XP_031876829.1
OG0006445	XP_060424316.1	XP_066009869.1
OG0006446	XP_060424314.1	XP_031878691.1
OG0006447	XP_060424312.1	XP_031876563.1
OG0006448	XP_060424308.1	XP_031893262.1
OG0006449	XP_060424306.1	XP_031893261.1
OG0006450	XP_060424304.1	XP_031893264.1
OG0006451	XP_060424303.1	XP_031893263.2
OG0006452	XP_060424300.1	XP_031893266.1
OG0006453	XP_060424299.1	XP_031893265.1
OG0006454	XP_060424298.1	XP_031893268.1
OG0006455	XP_060424296.1	XP_031893605.1
OG0006456	XP_060424290.1	XP_031893499.1
OG0006457	XP_060424289.1	XP_031893599.1
OG0006458	XP_060424287.1	XP_066007152.1
OG0006459	XP_060424285.1	XP_031893603.1
OG0006460	XP_060424284.1	XP_031893245.1
OG0006461	XP_060424282.1	XP_031893247.1
OG0006462	XP_060424277.1	XP_031893380.1
OG0006463	XP_060424276.1	XP_031893379.1
OG0006464	XP_060424275.1	XP_031893388.1
OG0006465	XP_060424274.1	XP_031893387.1
OG0006466	XP_060424273.1	XP_031893239.1
OG0006467	XP_060424272.1	XP_031893240.1
OG0006468	XP_060424271.1	XP_031893241.1
OG0006469	XP_060424270.1	XP_031893242.1
OG0006470	XP_060423797.1	XP_031893383.1
OG0006471	XP_060423795.1	XP_031893031.1
OG0006472	XP_060423792.1	XP_031893280.1
OG0006473	XP_060423791.1	XP_031889222.1
OG0006474	XP_060423789.1	XP_066007197.1
OG0006475	XP_060423784.1	XP_066007229.1
OG0006476	XP_060423781.1	XP_031893027.1
OG0006477	XP_060423780.1	XP_031893257.1
OG0006478	XP_060423779.1	XP_031893258.1
OG0006479	XP_060423778.1	XP_031893251.1
OG0006480	XP_060423777.1	XP_031893252.1
OG0006481	XP_060423774.1	XP_031893250.1
OG0006482	XP_060423773.1	XP_031893255.1
OG0006483	XP_060423772.1	XP_031893256.1
OG0006484	XP_060423771.1	XP_066007215.1
OG0006485	XP_060423770.1	XP_031893254.2
OG0006486	XP_060423769.1	XP_066007214.1
OG0006487	XP_060423767.1	XP_031892940.1
OG0006488	XP_060423766.1	XP_031892934.1
OG0006489	XP_060423765.1	XP_031892941.1
OG0006490	XP_060423763.1	XP_031893303.1
OG0006491	XP_060423762.1	XP_031893302.1
OG0006492	XP_060423761.1	XP_031893305.1
OG0006493	XP_060423760.1	XP_031893304.1
OG0006494	XP_060423759.1	XP_031893307.1
OG0006495	XP_060423758.1	XP_031893309.1
OG0006496	XP_060423757.1	XP_031893308.1
OG0006497	XP_060423756.1	XP_031893310.1
OG0006498	XP_060423754.1	XP_031893585.1
OG0006499	XP_060423753.1	XP_031893586.1
OG0006500	XP_060423752.1	XP_031893587.1
OG0006501	XP_060423751.1	XP_031893588.1
OG0006502	XP_060423749.1	XP_031893590.1
OG0006503	XP_060423748.1	XP_031893591.1
OG0006504	XP_060423747.1	XP_031893593.1
OG0006505	XP_060423746.1	XP_031893613.1
OG0006506	XP_060423745.1	XP_031893236.1
OG0006507	XP_060423743.1	XP_031893232.1
OG0006509	XP_060423734.1	XP_066007116.1
OG0006510	XP_060423727.1	XP_031877100.1
OG0006511	XP_060423725.1	XP_031877101.1
OG0006512	XP_060423723.1	XP_031877118.1
OG0006513	XP_060423722.1	XP_031877116.2
OG0006514	XP_060423721.1	XP_031877117.1
OG0006515	XP_060423719.1	XP_031877115.1
OG0006516	XP_060422931.1	XP_031877141.1
OG0006517	XP_060422932.1	XP_031877104.1
OG0006518	XP_060422933.1	XP_031877157.1
OG0006519	XP_060422934.1	XP_031877140.1
OG0006520	XP_060422938.1	XP_031877163.1
OG0006521	XP_060422939.1	XP_031877164.1
OG0006522	XP_060422940.1	XP_031877165.1
OG0006523	XP_060422944.1	XP_031877125.1
OG0006524	XP_060422946.1	XP_031877167.1
OG0006525	XP_060422947.1	XP_031877166.1
OG0006526	XP_060422954.1	XP_031877121.1
OG0006527	XP_060422956.1	XP_031877120.1
OG0006528	XP_060422957.1	XP_031877153.1
OG0006529	XP_060422961.1	XP_031877105.1
OG0006530	XP_060422962.1	XP_066007168.1
OG0006531	XP_060432152.1	XP_031881889.1
OG0006532	XP_060432154.1	XP_031881885.1
OG0006533	XP_060432155.1	XP_031881886.1
OG0006534	XP_060432156.1	XP_066008328.1
OG0006535	XP_060432158.1	XP_031881731.1
OG0006536	XP_060432159.1	XP_031881732.1
OG0006537	XP_060432160.1	XP_031881882.1
OG0006538	XP_060432162.1	XP_031881888.1
OG0006539	XP_060432165.1	XP_031881800.1
OG0006540	XP_060432166.1	XP_031881801.2
OG0006541	XP_060432167.1	XP_031881887.1
OG0006542	XP_060432168.1	XP_031881776.1
OG0006543	XP_060432169.1	XP_031881775.1
OG0006544	XP_060432173.1	XP_031881778.1
OG0006545	XP_060432174.1	XP_031881777.1
OG0006546	XP_060432175.1	XP_031881783.1
OG0006547	XP_060432176.1	XP_031881829.1
OG0006548	XP_060432178.1	XP_031881831.1
OG0006549	XP_060432180.1	XP_031881830.1
OG0006550	XP_060432182.1	XP_031881825.1
OG0006551	XP_060432183.1	XP_031881824.1
OG0006552	XP_060432185.1	XP_031881826.1
OG0006553	XP_060432186.1	XP_066008546.1
OG0006554	XP_060432187.1	XP_031881832.1
OG0006555	XP_060432188.1	XP_031881781.1
OG0006556	XP_060432190.1	XP_031881782.1
OG0006558	XP_060432197.1	XP_031881744.1
OG0006559	XP_060432198.1	XP_031881840.1
OG0006560	XP_060432200.1	XP_066008532.1
OG0006561	XP_060432203.1	XP_031883317.1
OG0006562	XP_060432204.1	XP_031883320.1
OG0006563	XP_060432206.1	XP_031883318.1
OG0006564	XP_060432207.1	XP_031883324.1
OG0006565	XP_060432208.1	XP_031883325.2
OG0006566	XP_060432212.1	XP_031883435.1
OG0006567	XP_060432213.1	XP_066008403.1
OG0006568	XP_060432215.1	XP_031883441.1
OG0006569	XP_060432216.1	XP_031883440.1
OG0006570	XP_060432218.1	XP_031883439.1
OG0006571	XP_060432219.1	XP_066008402.1
OG0006572	XP_060432220.1	XP_066008401.1
OG0006573	XP_060432221.1	XP_031883437.1
OG0006574	XP_060432223.1	XP_031883433.1
OG0006575	XP_060432224.1	XP_031883306.1
OG0006576	XP_060432225.1	XP_031883377.1
OG0006577	XP_060432226.1	XP_066008330.1
OG0006578	XP_060432227.1	XP_031883305.1
OG0006579	XP_060432228.1	XP_031883379.1
OG0006580	XP_060432230.1	XP_031883329.1
OG0006581	XP_060432231.1	XP_031883330.1
OG0006582	XP_060432232.1	XP_031883331.1
OG0006583	XP_060432233.1	XP_031883405.1
OG0006584	XP_060432234.1	XP_031883446.1
OG0006585	XP_060432235.1	XP_031883445.1
OG0006586	XP_060432237.1	XP_031883447.1
OG0006587	XP_060432240.1	XP_031883403.1
OG0006588	XP_060432241.1	XP_031883341.1
OG0006589	XP_060432242.1	XP_031883342.1
OG0006590	XP_060432243.1	XP_031883339.1
OG0006591	XP_060432244.1	XP_031883340.1
OG0006592	XP_060432245.1	XP_066008508.1
OG0006593	XP_060432247.1	XP_031883335.2
OG0006594	XP_060432248.1	XP_031883336.1
OG0006595	XP_060432250.1	XP_031883238.2
OG0006596	XP_060432252.1	XP_031883233.1
OG0006597	XP_060432254.1	XP_031883334.2
OG0006598	XP_060432255.1	XP_031883333.1
OG0006599	XP_060432256.1	XP_031883351.1
OG0006600	XP_060432260.1	XP_031883349.1
OG0006601	XP_060432261.1	XP_031883348.1
OG0006602	XP_060432262.1	XP_031883344.1
OG0006603	XP_060432264.1	XP_031883245.1
OG0006604	XP_060432265.1	XP_066008487.1
OG0006605	XP_060432266.1	XP_031883240.1
OG0006606	XP_060432269.1	XP_031883236.2
OG0006607	XP_060432270.1	XP_031883237.1
OG0006608	XP_060432275.1	XP_031883242.1
OG0006609	XP_060432276.1	XP_031883364.1
OG0006610	XP_060432279.1	XP_031883363.1
OG0006611	XP_060432280.1	XP_031883365.1
OG0006612	XP_060432282.1	XP_031883359.1
OG0006613	XP_060432283.1	XP_031883358.1
OG0006614	XP_060432286.1	XP_031883347.1
OG0006615	XP_060432287.1	XP_031883346.1
OG0006617	XP_060432290.1	XP_031883248.1
OG0006618	XP_060432291.1	XP_031883247.1
OG0006619	XP_060432293.1	XP_066008561.1
OG0006620	XP_060432295.1	XP_031883249.1
OG0006621	XP_060432296.1	XP_031883251.1
OG0006622	XP_060432297.1	XP_031883395.1
OG0006623	XP_060432298.1	XP_031883355.1
OG0006624	XP_060432300.1	XP_066008560.1
OG0006625	XP_060432301.1	XP_031883353.1
OG0006626	XP_060432302.1	XP_031883391.1
OG0006627	XP_060432303.1	XP_031883354.1
OG0006628	XP_060432304.1	XP_066008544.1
OG0006629	XP_060432305.1	XP_031883393.1
OG0006630	XP_060432306.1	XP_031883394.1
OG0006631	XP_060432308.1	XP_031883413.1
OG0006632	XP_060432310.1	XP_031885401.1
OG0006633	XP_060432311.1	XP_031885398.1
OG0006634	XP_060432312.1	XP_031885399.1
OG0006635	XP_060432313.1	XP_031885404.1
OG0006636	XP_060432314.1	XP_031885405.1
OG0006637	XP_060432315.1	XP_031885402.1
OG0006638	XP_060432316.1	XP_066008458.1
OG0006639	XP_060432319.1	XP_031885546.1
OG0006640	XP_060432320.1	XP_031885550.1
OG0006641	XP_060432321.1	XP_031885548.1
OG0006642	XP_060432323.1	XP_031883382.1
OG0006643	XP_060432324.1	XP_066008497.1
OG0006644	XP_060432325.1	XP_031883279.1
OG0006645	XP_060432327.1	XP_031883280.1
OG0006646	XP_060432328.1	XP_031883281.1
OG0006647	XP_060432329.1	XP_031883282.1
OG0006648	XP_060432331.1	XP_031883284.1
OG0006649	XP_060432332.1	XP_031883285.1
OG0006650	XP_060432333.1	XP_031883286.1
OG0006651	XP_060432335.1	XP_031883277.1
OG0006652	XP_060432336.1	XP_031883278.1
OG0006653	XP_060432339.1	XP_031885407.1
OG0006654	XP_060432342.1	XP_031885406.1
OG0006655	XP_060432343.1	XP_031877789.1
OG0006656	XP_060432344.1	XP_031877784.1
OG0006657	XP_060432347.1	XP_031877770.1
OG0006658	XP_060424101.1	XP_031882644.1
OG0006659	XP_060424100.1	XP_031882645.1
OG0006660	XP_060424098.1	XP_031882649.1
OG0006661	XP_060424095.1	XP_031882648.1
OG0006662	XP_060424084.1	XP_031882703.1
OG0006663	XP_060424082.1	XP_031882702.2
OG0006664	XP_060424080.1	XP_031877769.1
OG0006665	XP_060424079.1	XP_031882647.1
OG0006666	XP_060433970.1	XP_031890561.1
OG0006667	XP_060433974.1	XP_031890563.1
OG0006668	XP_060433976.1	XP_031890557.1
OG0006669	XP_060433979.1	XP_031890559.1
OG0006670	XP_060433981.1	XP_031890555.1
OG0006671	XP_060433982.1	XP_031890430.1
OG0006672	XP_060433983.1	XP_031890429.1
OG0006673	XP_060433985.1	XP_031890431.1
OG0006674	XP_060433986.1	XP_031890434.1
OG0006675	XP_060433988.1	XP_066007992.1
OG0006676	XP_060433989.1	XP_031890436.1
OG0006677	XP_060433991.1	XP_031890438.1
OG0006678	XP_060433992.1	XP_031890437.2
OG0006679	XP_060433993.1	XP_031890617.1
OG0006680	XP_060433994.1	XP_031890618.1
OG0006681	XP_060433995.1	XP_031890615.1
OG0006682	XP_060433996.1	XP_031890616.1
OG0006683	XP_060433997.1	XP_031890621.1
OG0006684	XP_060433998.1	XP_031890619.1
OG0006685	XP_060434000.1	XP_031890623.1
OG0006686	XP_060434001.1	XP_031890624.1
OG0006687	XP_060434002.1	XP_031890446.1
OG0006688	XP_060434003.1	XP_031890445.1
OG0006689	XP_060434004.1	XP_031890444.1
OG0006690	XP_060434005.1	XP_066007914.1
OG0006691	XP_060434006.1	XP_031890442.1
OG0006692	XP_060434007.1	XP_031890441.1
OG0006693	XP_060434008.1	XP_031890440.1
OG0006694	XP_060434009.1	XP_031890447.1
OG0006695	XP_060434010.1	XP_031890626.1
OG0006696	XP_060434011.1	XP_031890627.1
OG0006697	XP_060434014.1	XP_066008021.1
OG0006698	XP_060434015.1	XP_031890630.1
OG0006699	XP_060434016.1	XP_031890631.1
OG0006700	XP_060434017.1	XP_031890632.1
OG0006701	XP_060434018.1	XP_031890633.1
OG0006702	XP_060434019.1	XP_031890634.1
OG0006703	XP_060434020.1	XP_031890635.1
OG0006704	XP_060434021.1	XP_031890459.1
OG0006705	XP_060434022.1	XP_031890461.1
OG0006706	XP_060434023.1	XP_066007879.1
OG0006707	XP_060434024.1	XP_031890462.1
OG0006708	XP_060434025.1	XP_031890428.1
OG0006709	XP_060434026.1	XP_031890427.1
OG0006710	XP_060434028.1	XP_031886626.1
OG0006711	XP_060434031.1	XP_031886770.1
OG0006712	XP_060434033.1	XP_031886604.1
OG0006713	XP_060434035.1	XP_031886603.1
OG0006714	XP_060434037.1	XP_031886610.1
OG0006715	XP_060434039.1	XP_031886581.1
OG0006716	XP_060434040.1	XP_031886579.1
OG0006717	XP_060434041.1	XP_031886580.1
OG0006718	XP_060434047.1	XP_031886732.1
OG0006719	XP_060434050.1	XP_031886631.1
OG0006720	XP_060434052.1	XP_066008043.1
OG0006721	XP_060434053.1	XP_031886633.1
OG0006722	XP_060434054.1	XP_031886627.1
OG0006723	XP_060434055.1	XP_031886628.1
OG0006724	XP_060434056.1	XP_031886714.1
OG0006725	XP_060434057.1	XP_031890277.1
OG0006726	XP_060434058.1	XP_066007985.1
OG0006727	XP_060434059.1	XP_031890279.1
OG0006728	XP_060434060.1	XP_031890274.1
OG0006729	XP_060434062.1	XP_031890276.1
OG0006730	XP_060434063.1	XP_031890275.1
OG0006731	XP_060434065.1	XP_031890036.1
OG0006732	XP_060434066.1	XP_031890031.1
OG0006733	XP_060434067.1	XP_031890030.2
OG0006734	XP_060434070.1	XP_031890029.1
OG0006735	XP_060434072.1	XP_031890035.1
OG0006736	XP_060434073.1	XP_031890034.1
OG0006737	XP_060434074.1	XP_031890033.1
OG0006738	XP_060434076.1	XP_031890032.1
OG0006739	XP_060434077.1	XP_031890229.1
OG0006740	XP_060434078.1	XP_031890230.1
OG0006741	XP_060434079.1	XP_031890235.1
OG0006742	XP_060434080.1	XP_031890237.1
OG0006743	XP_060434083.1	XP_031890232.1
OG0006744	XP_060434084.1	XP_031890233.1
OG0006745	XP_060434086.1	XP_031889979.1
OG0006746	XP_060434088.1	XP_031889986.1
OG0006747	XP_060434089.1	XP_031889989.1
OG0006748	XP_060434093.1	XP_031889985.1
OG0006749	XP_060434095.1	XP_031890192.1
OG0006750	XP_060434097.1	XP_031890299.1
OG0006751	XP_060434100.1	XP_031890201.1
OG0006752	XP_060434102.1	XP_031890202.1
OG0006753	XP_060434104.1	XP_031890200.1
OG0006754	XP_060434136.1	XP_031890197.1
OG0006755	XP_060434139.1	XP_031889999.1
OG0006756	XP_060434143.1	XP_031889994.1
OG0006757	XP_060434145.1	XP_031889993.1
OG0006758	XP_060434146.1	XP_031889997.2
OG0006759	XP_060434148.1	XP_031889992.1
OG0006760	XP_060434150.1	XP_031889995.2
OG0006761	XP_060434151.1	XP_031890211.1
OG0006762	XP_060434154.1	XP_031890208.1
OG0006763	XP_060434156.1	XP_031889947.1
OG0006764	XP_060434158.1	XP_031890209.1
OG0006765	XP_060434159.1	XP_031890241.1
OG0006766	XP_060434160.1	XP_031889956.1
OG0006767	XP_060434163.1	XP_031890172.1
OG0006768	XP_060434164.1	XP_031890173.1
OG0006769	XP_060434165.1	XP_031890011.1
OG0006770	XP_060434166.1	XP_031890009.2
OG0006771	XP_060434167.1	XP_031890010.1
OG0006772	XP_060434169.1	XP_031890119.1
OG0006773	XP_060434170.1	XP_031890019.1
OG0006774	XP_060434171.1	XP_031890117.1
OG0006775	XP_060434172.1	XP_031890012.1
OG0006776	XP_060434175.1	XP_031889965.1
OG0006777	XP_060434178.1	XP_031889959.1
OG0006778	XP_060434180.1	XP_066007870.1
OG0006779	XP_060434183.1	XP_031890220.1
OG0006780	XP_060434184.1	XP_066007871.1
OG0006781	XP_060434185.1	XP_031889952.2
OG0006782	XP_060434186.1	XP_031889951.1
OG0006783	XP_060434187.1	XP_031889954.2
OG0006784	XP_060434188.1	XP_031889953.1
OG0006785	XP_060434195.1	XP_031890245.1
OG0006786	XP_060434194.1	XP_031889968.1
OG0006787	XP_060434192.1	XP_031890188.1
OG0006788	XP_060434191.1	XP_031890207.2
OG0006789	XP_060434190.1	XP_031890186.1
OG0006790	XP_060434189.1	XP_031890187.1
OG0006791	XP_060434197.1	XP_031889949.1
OG0006792	XP_060434198.1	XP_031890205.1
OG0006793	XP_060434199.1	XP_031890206.1
OG0006794	XP_060434203.1	XP_031890195.1
OG0006795	XP_060434202.1	XP_031890194.1
OG0006796	XP_060434201.1	XP_031890185.1
OG0006797	XP_060434200.1	XP_031890184.1
OG0006798	XP_060434205.1	XP_066007861.1
OG0006799	XP_060434206.1	XP_031889970.1
OG0006800	XP_060434207.1	XP_031889971.1
OG0006801	XP_060434208.1	XP_031889972.1
OG0006802	XP_060434216.1	XP_031890156.1
OG0006803	XP_060434217.1	XP_031889973.1
OG0006804	XP_060434221.1	XP_031890007.1
OG0006805	XP_060434222.1	XP_031890159.1
OG0006806	XP_060434223.1	XP_031890225.1
OG0006807	XP_060434224.1	XP_031889939.1
OG0006808	XP_060434225.1	XP_031889944.1
OG0006809	XP_060434226.1	XP_031889943.1
OG0006810	XP_060421756.1, XP_060421642.1, XP_060421404.1	XP_066009084.1, XP_066007233.1, XP_031875666.1
OG0006811	XP_060428664.1	XP_031877390.1
OG0006812	XP_060421886.1	XP_031877409.1
OG0006813	XP_060421885.1	XP_031877408.1
OG0006814	XP_060421884.1	XP_031877407.1
OG0006815	XP_060421883.1	XP_031877424.1
OG0006816	XP_060421882.1	XP_031877423.2
OG0006817	XP_060421879.1	XP_031877439.1
OG0006818	XP_060421876.1	XP_031888998.1
