Orthogroup	Colletotrichum_godetiae	Colletotrichum_siamense
OG0005522	XP_060431560.1	XP_036498324.1
OG0005523	XP_060431559.1	XP_036498335.1
OG0005524	XP_060431556.1	XP_036498338.1
OG0005525	XP_060431555.1	XP_036498754.1
OG0005526	XP_060431554.1	XP_036498755.1
OG0005527	XP_060431553.1	XP_036497327.1
OG0005528	XP_060431552.1	XP_036498758.1
OG0005529	XP_060431551.1	XP_036498138.1
OG0005530	XP_060431549.1	XP_036498762.1
OG0005531	XP_060431548.1	XP_036498763.1
OG0005532	XP_060431547.1	XP_036497134.1
OG0005533	XP_060431546.1	XP_036498126.1
OG0005534	XP_060427510.1	XP_036498111.1
OG0005535	XP_060427509.1	XP_036497977.1
OG0005536	XP_060427508.1	XP_036497982.1
OG0005537	XP_060427507.1	XP_036497981.1
OG0005538	XP_060427506.1	XP_036497980.1
OG0005539	XP_060427505.1	XP_036497979.1
OG0005540	XP_060427503.1	XP_036497976.1
OG0005541	XP_060427502.1	XP_036498110.1
OG0005542	XP_060427501.1	XP_036498856.1
OG0005543	XP_060427500.1	XP_036498857.1
OG0005544	XP_060427498.1	XP_036498855.1
OG0005545	XP_060427497.1	XP_036498852.1
OG0005546	XP_060427494.1	XP_036498853.1
OG0005547	XP_060427492.1	XP_036498851.1
OG0005548	XP_060427491.1	XP_036498858.1
OG0005549	XP_060427489.1	XP_036498859.1
OG0005550	XP_060427488.1	XP_036497820.1
OG0005551	XP_060427487.1	XP_036497819.1
OG0005552	XP_060427486.1	XP_036497822.1
OG0005553	XP_060427485.1	XP_036497821.1
OG0005554	XP_060427484.1	XP_036497824.1
OG0005555	XP_060427483.1	XP_036497823.1
OG0005556	XP_060427482.1	XP_036497826.1
OG0005557	XP_060427481.1	XP_036497825.1
OG0005558	XP_060427476.1	XP_036497818.1
OG0005559	XP_060427475.1	XP_036497817.1
OG0005560	XP_060427472.1	XP_036498815.1
OG0005561	XP_060427471.1	XP_036498236.1
OG0005562	XP_060427470.1	XP_036498812.1
OG0005563	XP_060427469.1	XP_036498813.1
OG0005564	XP_060427468.1	XP_036498819.1
OG0005565	XP_060427467.1	XP_036498818.1
OG0005566	XP_060427466.1	XP_036498239.1
OG0005567	XP_060427465.1	XP_036498238.1
OG0005568	XP_060427464.1	XP_036497291.1
OG0005569	XP_060427457.1	XP_036497284.1
OG0005570	XP_060427452.1	XP_036497288.1
OG0005571	XP_060427451.1	XP_036497287.1
OG0005572	XP_060427450.1	XP_036497290.1
OG0005573	XP_060427449.1	XP_036497289.1
OG0005574	XP_060427446.1	XP_036498414.1
OG0005575	XP_060427445.1	XP_036498411.1
OG0005576	XP_060427422.1	XP_036498390.1
OG0005577	XP_060427424.1	XP_036498395.1
OG0005578	XP_060427425.1	XP_036498392.1
OG0005579	XP_060427426.1	XP_036498393.1
OG0005580	XP_060427428.1	XP_036497710.1
OG0005581	XP_060427429.1	XP_036497502.1
OG0005582	XP_060427431.1	XP_036497500.1
OG0005583	XP_060427434.1	XP_036498584.1
OG0005584	XP_060427435.1	XP_036498427.1
OG0005585	XP_060427436.1	XP_036498161.1
OG0005586	XP_060427437.1	XP_036498160.1
OG0005587	XP_060427438.1	XP_036498159.1
OG0005588	XP_060427416.1	XP_036498396.1
OG0005589	XP_060427413.1	XP_036497497.1
OG0005590	XP_060427408.1	XP_036497501.1
OG0005591	XP_060427407.1	XP_036497504.1
OG0005592	XP_060427405.1	XP_036488645.1
OG0005593	XP_060427402.1	XP_036498302.1
OG0005594	XP_060427396.1	XP_036489318.1
OG0005595	XP_060427395.1	XP_036497994.1
OG0005596	XP_060427394.1	XP_036497516.1
OG0005597	XP_060427393.1	XP_036498522.1
OG0005598	XP_060427392.1	XP_036497384.1
OG0005599	XP_060427391.1	XP_036497385.1
OG0005600	XP_060427390.1	XP_036497378.1
OG0005601	XP_060430278.1	XP_036495487.1
OG0005602	XP_060430275.1	XP_036495283.1
OG0005603	XP_060430273.1	XP_036495286.1
OG0005604	XP_060430272.1	XP_036495285.1
OG0005605	XP_060425819.1, XP_060430271.1	XP_036495288.1
OG0005606	XP_060430270.1	XP_036495287.1
OG0005607	XP_060430269.1	XP_036495290.1
OG0005608	XP_060430268.1	XP_036495289.1
OG0005609	XP_060430265.1	XP_036495291.1
OG0005610	XP_060430263.1	XP_036495825.1
OG0005611	XP_060430260.1	XP_036496421.1
OG0005612	XP_060430259.1	XP_036495827.1
OG0005613	XP_060430258.1	XP_036496431.1
OG0005614	XP_060430257.1	XP_036495828.1
OG0005615	XP_060430255.1	XP_036495829.1
OG0005616	XP_060430254.1	XP_036495815.1
OG0005617	XP_060430251.1	XP_036495631.1
OG0005618	XP_060430250.1	XP_036495638.1
OG0005619	XP_060430246.1	XP_036496187.1
OG0005620	XP_060430241.1	XP_036496351.1
OG0005621	XP_060430239.1	XP_036492301.1, XP_036495763.1
OG0005622	XP_060430236.1	XP_036496193.1
OG0005623	XP_060430230.1	XP_036496008.1
OG0005624	XP_060430228.1	XP_036496018.1
OG0005625	XP_060430226.1	XP_036496017.1
OG0005626	XP_060430224.1	XP_036496713.1
OG0005627	XP_060430223.1	XP_036496714.1
OG0005628	XP_060430222.1	XP_036496715.1
OG0005629	XP_060430220.1	XP_036496709.1
OG0005630	XP_060430218.1	XP_036496706.1
OG0005631	XP_060430216.1	XP_036495802.1
OG0005632	XP_060430215.1	XP_036495801.1
OG0005633	XP_060430211.1	XP_036495794.1
OG0005634	XP_060430209.1	XP_036495797.1
OG0005635	XP_060430208.1	XP_036495798.1
OG0005636	XP_060430207.1	XP_036495799.1
OG0005637	XP_060430206.1	XP_036495800.1
OG0005638	XP_060430205.1	XP_036495554.1
OG0005639	XP_060430202.1	XP_036490499.1
OG0005640	XP_060430194.1	XP_036495384.1
OG0005641	XP_060430193.1	XP_036495383.1
OG0005642	XP_060430190.1	XP_036490340.1
OG0005643	XP_060430184.1	XP_036495913.1
OG0005644	XP_060430183.1	XP_036495912.1
OG0005645	XP_060430181.1	XP_036495390.1
OG0005646	XP_060430177.1	XP_036495729.1
OG0005647	XP_060430175.1	XP_036495726.1
OG0005648	XP_060430173.1	XP_036495725.1
OG0005649	XP_060430172.1	XP_036495728.1
OG0005650	XP_060430166.1	XP_036496545.1
OG0005651	XP_060430163.1	XP_036490832.1
OG0005652	XP_060430160.1	XP_036496409.1
OG0005653	XP_060430158.1	XP_036496408.1
OG0005654	XP_060430157.1	XP_036496407.1
OG0005655	XP_060430150.1	XP_036495841.1
OG0005656	XP_060430148.1	XP_036496654.1
OG0005657	XP_060430147.1	XP_036496653.1
OG0005658	XP_060430141.1	XP_036492293.1
OG0005659	XP_060430140.1	XP_036495840.1
OG0005660	XP_060430139.1	XP_036502832.1
OG0005661	XP_060430136.1	XP_036495844.1
OG0005662	XP_060430134.1	XP_036495843.1
OG0005663	XP_060430130.1	XP_036496953.1
OG0005664	XP_060430129.1	XP_036496954.1
OG0005665	XP_060430128.1	XP_036496969.1
OG0005666	XP_060430127.1	XP_036495751.1
OG0005667	XP_060430126.1	XP_036496737.1
OG0005668	XP_060421330.1	XP_036496736.1
OG0005669	XP_060423119.1	XP_036496738.1
OG0005670	XP_060423117.1	XP_036496741.1
OG0005671	XP_060423116.1	XP_036496968.1
OG0005672	XP_060423115.1	XP_036496967.1
OG0005673	XP_060423108.1	XP_036496648.1
OG0005674	XP_060423105.1	XP_036496616.1
OG0005675	XP_060423101.1	XP_036496618.1
OG0005676	XP_060423100.1	XP_036496617.1
OG0005677	XP_060423096.1	XP_036496816.1
OG0005678	XP_060423093.1	XP_036496815.1
OG0005679	XP_060423092.1	XP_036496281.1
OG0005680	XP_060423091.1	XP_036496280.1
OG0005681	XP_060423090.1	XP_036496376.1
OG0005682	XP_060423089.1	XP_036496464.1
OG0005683	XP_060423087.1	XP_036488760.1
OG0005684	XP_060423085.1	XP_036498443.1
OG0005685	XP_060423083.1	XP_036496465.1
OG0005686	XP_060423081.1	XP_036496462.1
OG0005687	XP_060423080.1	XP_036496463.1
OG0005688	XP_060423079.1	XP_036488400.1, XP_036499032.1
OG0005689	XP_060423072.1	XP_036496206.1
OG0005690	XP_060426791.1	XP_036494790.1
OG0005691	XP_060426789.1	XP_036494596.1
OG0005692	XP_060426788.1	XP_036494796.1
OG0005693	XP_060426784.1	XP_036494793.1
OG0005694	XP_060426775.1	XP_036494666.1
OG0005695	XP_060423977.1	XP_036494099.1
OG0005696	XP_060423979.1	XP_036494100.1
OG0005697	XP_060423982.1	XP_036494097.1
OG0005698	XP_060423983.1	XP_036494098.1
OG0005699	XP_060423984.1	XP_036494095.1
OG0005700	XP_060423985.1	XP_036494096.1
OG0005701	XP_060423987.1	XP_036494094.1
OG0005702	XP_060423988.1	XP_036494091.1
OG0005703	XP_060423989.1	XP_036494092.1
OG0005704	XP_060423990.1	XP_036493917.1
OG0005705	XP_060423996.1	XP_036493916.1
OG0005706	XP_060423997.1	XP_036493915.1
OG0005707	XP_060423998.1	XP_036493914.1
OG0005708	XP_060423999.1	XP_036493921.1
OG0005709	XP_060424001.1	XP_036493919.1
OG0005710	XP_060424002.1	XP_036493918.1
OG0005711	XP_060424003.1	XP_036494748.1
OG0005712	XP_060424004.1	XP_036494747.1
OG0005713	XP_060424005.1	XP_036494066.1
OG0005714	XP_060424006.1	XP_036494067.1
OG0005715	XP_060424007.1	XP_036494068.1
OG0005716	XP_060424009.1	XP_036494069.1
OG0005717	XP_060424011.1	XP_036494463.1
OG0005718	XP_060424012.1	XP_036494464.1
OG0005719	XP_060424013.1	XP_036494131.1
OG0005720	XP_060424014.1	XP_036494132.1
OG0005721	XP_060424015.1	XP_036494184.1
OG0005722	XP_060424018.1	XP_036494803.1
OG0005723	XP_060424019.1	XP_036494185.1
OG0005724	XP_060424020.1	XP_036494799.1
OG0005725	XP_060424021.1	XP_036494798.1
OG0005726	XP_060424022.1	XP_036494801.1
OG0005727	XP_060424023.1	XP_036494805.1
OG0005728	XP_060424025.1	XP_036494174.1
OG0005729	XP_060424026.1	XP_036494175.1
OG0005730	XP_060424027.1	XP_036494172.1
OG0005731	XP_060424028.1	XP_036494173.1
OG0005732	XP_060424029.1	XP_036494178.1
OG0005733	XP_060424036.1	XP_036494176.1
OG0005734	XP_060424038.1	XP_036494177.1
OG0005735	XP_060432375.1	XP_036490066.1
OG0005736	XP_060432376.1	XP_036490067.1
OG0005737	XP_060432377.1	XP_036489652.1
OG0005738	XP_060432379.1	XP_036489635.1
OG0005739	XP_060432380.1	XP_036489637.1
OG0005740	XP_060432381.1	XP_036489636.1
OG0005741	XP_060432386.1	XP_036489230.1
OG0005742	XP_060432388.1	XP_036489642.1
OG0005743	XP_060432389.1	XP_036489641.1
OG0005744	XP_060432390.1	XP_036489096.1
OG0005745	XP_060432394.1	XP_036489092.1
OG0005746	XP_060432395.1	XP_036489093.1
OG0005747	XP_060432396.1	XP_036489090.1
OG0005748	XP_060432402.1	XP_036489088.1
OG0005749	XP_060432404.1	XP_036489089.1
OG0005750	XP_060432411.1	XP_036489730.1
OG0005751	XP_060432412.1	XP_036489732.1
OG0005752	XP_060432413.1	XP_036489824.1
OG0005753	XP_060432414.1	XP_036489734.1
OG0005754	XP_060432415.1	XP_036489735.1
OG0005755	XP_060432416.1	XP_036489154.1
OG0005756	XP_060432417.1	XP_036489153.1
OG0005757	XP_060432419.1	XP_036489152.1
OG0005758	XP_060432420.1	XP_036489151.1
OG0005759	XP_060432421.1	XP_036489158.1
OG0005760	XP_060432422.1	XP_036489157.1
OG0005761	XP_060432424.1	XP_036489155.1
OG0005762	XP_060432425.1	XP_036489160.1
OG0005763	XP_060432427.1	XP_036489159.1
OG0005764	XP_060432429.1	XP_036489773.1
OG0005765	XP_060432430.1	XP_036489774.1
OG0005766	XP_060432431.1	XP_036489177.1
OG0005767	XP_060432432.1	XP_036489772.1
OG0005768	XP_060432433.1	XP_036489776.1
OG0005769	XP_060432435.1	XP_036489775.1
OG0005770	XP_060432436.1	XP_036489778.1
OG0005771	XP_060432437.1	XP_036489777.1
OG0005772	XP_060432438.1	XP_036489770.1
OG0005773	XP_060432439.1	XP_036489771.1
OG0005774	XP_060432440.1	XP_036489924.1
OG0005775	XP_060432441.1	XP_036489923.1
OG0005776	XP_060432443.1	XP_036489198.1
OG0005777	XP_060432444.1	XP_036489196.1
OG0005778	XP_060432446.1	XP_036489195.1
OG0005779	XP_060432447.1	XP_036489922.1
OG0005780	XP_060432448.1	XP_036489197.1
OG0005781	XP_060432451.1	XP_036489921.1
OG0005782	XP_060432452.1	XP_036489659.1
OG0005783	XP_060432454.1	XP_036489194.1
OG0005784	XP_060432455.1	XP_036489660.1
OG0005785	XP_060432456.1	XP_036489661.1
OG0005786	XP_060432457.1	XP_036489657.1
OG0005787	XP_060432461.1	XP_036489191.1
OG0005788	XP_060432463.1	XP_036489236.1
OG0005789	XP_060432464.1	XP_036489075.1
OG0005790	XP_060432465.1	XP_036489074.1
OG0005791	XP_060432466.1	XP_036489224.1
OG0005792	XP_060432467.1	XP_036489213.1
OG0005793	XP_060432468.1	XP_036489073.1
OG0005794	XP_060432471.1	XP_036489764.1
OG0005795	XP_060432472.1	XP_036489701.1
OG0005796	XP_060432473.1	XP_036489702.1
OG0005797	XP_060432474.1	XP_036489700.1
OG0005798	XP_060432475.1	XP_036489698.1
OG0005799	XP_060432476.1	XP_036489695.1
OG0005800	XP_060432478.1	XP_036489696.1
OG0005801	XP_060432479.1	XP_036489703.1
OG0005802	XP_060432480.1	XP_036489704.1
OG0005803	XP_060432483.1	XP_036489440.1
OG0005804	XP_060432484.1	XP_036489111.1
OG0005805	XP_060432485.1	XP_036489110.1
OG0005806	XP_060432488.1	XP_036489112.1
OG0005807	XP_060432490.1	XP_036489865.1
OG0005808	XP_060432492.1	XP_036489863.1
OG0005809	XP_060432495.1	XP_036489438.1
OG0005810	XP_060432496.1	XP_036489113.1
OG0005811	XP_060432498.1	XP_036489114.1
OG0005812	XP_060432499.1	XP_036489726.1
OG0005813	XP_060432501.1	XP_036489866.1
OG0005814	XP_060432515.1	XP_036490075.1
OG0005815	XP_060432514.1	XP_036489265.1
OG0005816	XP_060432513.1	XP_036489266.1
OG0005817	XP_060432512.1	XP_036489270.1
OG0005818	XP_060432507.1	XP_036489271.1
OG0005819	XP_060432504.1	XP_036489272.1
OG0005820	XP_060432502.1	XP_036489273.1
OG0005821	XP_060432516.1	XP_036489267.1
OG0005822	XP_060432517.1	XP_036489268.1
OG0005823	XP_060432518.1	XP_036489269.1
OG0005824	XP_060432521.1	XP_036489518.1
OG0005825	XP_060432523.1	XP_036489862.1
OG0005826	XP_060432524.1	XP_036489861.1
OG0005827	XP_060432525.1	XP_036489869.1
OG0005828	XP_060432526.1	XP_036489868.1
OG0005829	XP_060432529.1	XP_036489717.1
OG0005830	XP_060432531.1	XP_036489497.1
OG0005831	XP_060432533.1	XP_036489495.1
OG0005832	XP_060432534.1	XP_036489496.1
OG0005833	XP_060432539.1	XP_036490076.1
OG0005834	XP_060432542.1	XP_036489822.1
OG0005835	XP_060432543.1	XP_036490072.1
OG0005836	XP_060432544.1	XP_036490073.1
OG0005837	XP_060432545.1	XP_036490070.1
OG0005838	XP_060432547.1	XP_036489501.1
OG0005839	XP_060432550.1	XP_036489446.1
OG0005840	XP_060432553.1	XP_036489447.1
OG0005841	XP_060432554.1	XP_036489448.1
OG0005842	XP_060432555.1	XP_036489450.1
OG0005843	XP_060432557.1	XP_036489451.1
OG0005844	XP_060432558.1	XP_036489452.1
OG0005845	XP_060432560.1	XP_036490029.1
OG0005846	XP_060432561.1	XP_036490028.1
OG0005847	XP_060432563.1	XP_036489444.1
OG0005848	XP_060432567.1	XP_036489050.1
OG0005849	XP_060432570.1	XP_036489051.1
OG0005850	XP_060432573.1	XP_036489052.1
OG0005851	XP_060432574.1	XP_036489053.1
OG0005852	XP_060432575.1	XP_036489047.1
OG0005853	XP_060432576.1	XP_036489048.1
OG0005854	XP_060432577.1	XP_036489599.1
OG0005855	XP_060432586.1	XP_036489597.1
OG0005856	XP_060435954.1	XP_036489544.1
OG0005857	XP_060435955.1	XP_036489545.1
OG0005858	XP_060435956.1	XP_036489549.1
OG0005859	XP_060435960.1	XP_036489546.1
OG0005860	XP_060435961.1	XP_036489551.1
OG0005861	XP_060435962.1	XP_036489550.1
OG0005862	XP_060435964.1	XP_036489146.1
OG0005863	XP_060435969.1	XP_036489145.1
OG0005864	XP_060435971.1	XP_036489832.1
OG0005865	XP_060435973.1	XP_036489142.1
OG0005866	XP_060435974.1	XP_036489143.1
OG0005868	XP_060435978.1	XP_036489685.1
OG0005869	XP_060435980.1	XP_036489687.1
OG0005870	XP_060435981.1	XP_036489686.1
OG0005871	XP_060435982.1	XP_036489689.1
OG0005872	XP_060435983.1	XP_036489688.1
OG0005873	XP_060435986.1	XP_036489691.1
OG0005874	XP_060435987.1	XP_036489690.1
OG0005875	XP_060435988.1	XP_036489693.1
OG0005876	XP_060435992.1	XP_036489225.1
OG0005877	XP_060435994.1	XP_036489353.1
OG0005878	XP_060435995.1	XP_036489249.1
OG0005879	XP_060435996.1	XP_036489827.1
OG0005880	XP_060435998.1	XP_036489828.1
OG0005881	XP_060435999.1	XP_036489829.1
OG0005882	XP_060436002.1	XP_036489264.1
OG0005883	XP_060436004.1	XP_036489223.1
OG0005884	XP_060436005.1	XP_036490069.1
OG0005885	XP_060436008.1	XP_036489261.1
OG0005886	XP_060436010.1	XP_036489262.1
OG0005887	XP_060436021.1	XP_036489259.1
OG0005888	XP_060436247.1	XP_036489856.1
OG0005889	XP_060436246.1	XP_036489855.1
OG0005890	XP_060436242.1	XP_036489099.1
OG0005891	XP_060436240.1	XP_036489643.1
OG0005892	XP_060436239.1	XP_036489854.1
OG0005893	XP_060436236.1	XP_036489300.1
OG0005894	XP_060436235.1	XP_036489297.1
OG0005895	XP_060436234.1	XP_036489298.1
OG0005896	XP_060436233.1	XP_036489295.1
OG0005897	XP_060436230.1	XP_036489302.1
OG0005898	XP_060436229.1	XP_036489303.1
OG0005899	XP_060436228.1	XP_036489893.1
OG0005900	XP_060436227.1	XP_036489841.1
OG0005901	XP_060436225.1	XP_036489897.1
OG0005902	XP_060436224.1	XP_036489896.1
OG0005903	XP_060436222.1	XP_036489333.1
OG0005904	XP_060436215.1	XP_036489331.1
OG0005905	XP_060436213.1	XP_036489330.1
OG0005906	XP_060436212.1	XP_036489329.1
OG0005907	XP_060436210.1	XP_036489894.1
OG0005908	XP_060436208.1	XP_036489898.1
OG0005909	XP_060436207.1	XP_036489842.1
OG0005910	XP_060436206.1	XP_036489325.1
OG0005911	XP_060436204.1	XP_036489326.1
OG0005912	XP_060436201.1	XP_036489930.1
OG0005913	XP_060436197.1	XP_036490081.1
OG0005914	XP_060436196.1	XP_036489809.1
OG0005915	XP_060436195.1	XP_036489927.1
OG0005916	XP_060436194.1	XP_036489926.1
OG0005917	XP_060436193.1	XP_036490080.1
OG0005918	XP_060436191.1	XP_036490078.1
OG0005919	XP_060436189.1	XP_036489103.1
OG0005920	XP_060436185.1	XP_036489364.1
OG0005921	XP_060436184.1	XP_036489368.1
OG0005922	XP_060436183.1	XP_036489369.1
OG0005923	XP_060436182.1	XP_036489366.1
OG0005924	XP_060436180.1	XP_036489367.1
OG0005925	XP_060436179.1	XP_036489361.1
OG0005926	XP_060436178.1	XP_036489362.1
OG0005927	XP_060436177.1	XP_036489972.1
OG0005928	XP_060436176.1	XP_036489971.1
OG0005929	XP_060436172.1	XP_036489968.1
OG0005930	XP_060436169.1	XP_036489406.1
OG0005931	XP_060436168.1	XP_036489413.1
OG0005932	XP_060436167.1	XP_036489412.1
OG0005933	XP_060436166.1	XP_036489411.1
OG0005934	XP_060436165.1	XP_036489410.1
OG0005935	XP_060436164.1	XP_036489973.1
OG0005936	XP_060436163.1	XP_036489974.1
OG0005937	XP_060436162.1	XP_036489965.1
OG0005938	XP_060436161.1	XP_036489966.1
OG0005939	XP_060436160.1	XP_036489408.1
OG0005940	XP_060436158.1	XP_036489409.1
OG0005941	XP_060436156.1	XP_036489415.1
OG0005942	XP_060436155.1	XP_036489460.1
OG0005943	XP_060436152.1	XP_036489462.1
OG0005944	XP_060436151.1	XP_036489461.1
OG0005945	XP_060436148.1	XP_036489458.1
OG0005946	XP_060436146.1	XP_036489457.1
OG0005947	XP_060436145.1	XP_036489463.1
OG0005948	XP_060436144.1	XP_036490001.1
OG0005949	XP_060436141.1	XP_036490002.1
OG0005950	XP_060436140.1	XP_036490003.1
OG0005951	XP_060436139.1	XP_036489465.1
OG0005952	XP_060436138.1	XP_036489464.1
OG0005953	XP_060436136.1	XP_036489999.1
OG0005954	XP_060436134.1	XP_036489998.1
OG0005955	XP_060436133.1	XP_036489997.1
OG0005956	XP_060436132.1	XP_036489996.1
OG0005957	XP_060436131.1	XP_036490005.1
OG0005958	XP_060436130.1	XP_036490004.1
OG0005959	XP_060436128.1	XP_036489517.1
OG0005960	XP_060436127.1	XP_036489514.1
OG0005961	XP_060436126.1	XP_036489515.1
OG0005962	XP_060436125.1	XP_036489512.1
OG0005963	XP_060436124.1	XP_036489566.1
OG0005964	XP_060436123.1	XP_036489565.1
OG0005965	XP_060436122.1	XP_036490044.1
OG0005966	XP_060436121.1	XP_036490043.1
OG0005967	XP_060436119.1	XP_036489694.1
OG0005968	XP_060436118.1	XP_036490041.1
OG0005969	XP_060433432.1	XP_036499151.1
OG0005970	XP_060433427.1	XP_036500069.1
OG0005971	XP_060433426.1	XP_036500068.1
OG0005972	XP_060433424.1	XP_036499148.1
OG0005973	XP_060433423.1	XP_036499149.1
OG0005974	XP_060433422.1	XP_036500116.1
OG0005975	XP_060433421.1	XP_036500115.1
OG0005976	XP_060433383.1	XP_036500113.1
OG0005977	XP_060433385.1	XP_036499107.1
OG0005978	XP_060433386.1	XP_036500063.1
OG0005979	XP_060433389.1	XP_036500065.1
OG0005980	XP_060433390.1	XP_036500066.1
OG0005981	XP_060433391.1	XP_036500071.1
OG0005982	XP_060433392.1	XP_036500072.1
OG0005983	XP_060433393.1	XP_036499110.1
OG0005984	XP_060433394.1	XP_036499109.1
OG0005985	XP_060433395.1	XP_036499108.1
OG0005986	XP_060433396.1	XP_036500283.1
OG0005987	XP_060433398.1	XP_036500281.1
OG0005988	XP_060433399.1	XP_036500282.1
OG0005989	XP_060433402.1	XP_036500287.1
OG0005990	XP_060433404.1	XP_036500285.1
OG0005991	XP_060433405.1	XP_036500289.1
OG0005992	XP_060433406.1	XP_036500290.1
OG0005993	XP_060433408.1	XP_036499296.1
OG0005994	XP_060433411.1	XP_036499294.1
OG0005995	XP_060433412.1	XP_036499291.1
OG0005996	XP_060433413.1	XP_036499292.1
OG0005997	XP_060433382.1	XP_036499103.1
OG0005999	XP_060433369.1	XP_036499232.1
OG0006000	XP_060424268.1	XP_036499231.1
OG0006001	XP_060426495.1	XP_036499236.1
OG0006002	XP_060426494.1	XP_036499235.1
OG0006003	XP_060426490.1	XP_036499227.1
OG0006004	XP_060426489.1	XP_036499890.1
OG0006005	XP_060426484.1	XP_036499886.1
OG0006006	XP_060426483.1	XP_036499887.1
OG0006007	XP_060426482.1	XP_036499884.1
OG0006008	XP_060426478.1	XP_036500631.1
OG0006009	XP_060426476.1	XP_036500837.1
OG0006010	XP_060426475.1	XP_036500844.1
OG0006011	XP_060426473.1	XP_036500838.1
OG0006012	XP_060426471.1	XP_036500840.1
OG0006013	XP_060426470.1	XP_036500843.1
OG0006014	XP_060426469.1	XP_036500842.1
OG0006015	XP_060426468.1	XP_036500839.1
OG0006016	XP_060426465.1	XP_036500628.1
OG0006017	XP_060426464.1	XP_036500635.1
OG0006018	XP_060426462.1	XP_036499659.1
OG0006019	XP_060426461.1	XP_036499658.1
OG0006020	XP_060426460.1	XP_036499656.1
OG0006021	XP_060426458.1	XP_036499662.1
OG0006022	XP_060426457.1	XP_036499663.1
OG0006023	XP_060426456.1	XP_036499660.1
OG0006024	XP_060426455.1	XP_036499661.1
OG0006025	XP_060426452.1	XP_036499665.1
OG0006026	XP_060426448.1	XP_036500569.1
OG0006027	XP_060426447.1	XP_036499664.1
OG0006028	XP_060426445.1	XP_036500566.1
OG0006029	XP_060426444.1	XP_036500573.1
OG0006030	XP_060426443.1	XP_036500572.1
OG0006031	XP_060426442.1	XP_036500571.1
OG0006032	XP_060426441.1	XP_036500570.1
OG0006033	XP_060426439.1	XP_036500565.1
OG0006034	XP_060426437.1	XP_036500564.1
OG0006035	XP_060426434.1	XP_036499602.1
OG0006036	XP_060426433.1	XP_036499603.1
OG0006037	XP_060426432.1	XP_036499605.1
OG0006038	XP_060426431.1	XP_036499604.1
OG0006039	XP_060426430.1	XP_036499607.1
