Orthogroup	Colletotrichum_siamense	Colletotrichum_acutatum
OG0005463	XP_036495756.1	XP_060358377.1
OG0005464	XP_036495757.1	XP_060358380.1
OG0005465	XP_036495754.1	XP_060358382.1
OG0005466	XP_036496104.1	XP_060357326.1
OG0005468	XP_036496491.1	XP_060364868.1
OG0005470	XP_036494361.1	XP_060364874.1
OG0005471	XP_036497364.1	XP_060364875.1
OG0005472	XP_036488436.1	XP_060364885.1
OG0005473	XP_036497015.1	XP_060364887.1
OG0005474	XP_036496983.1	XP_060364890.1
OG0005475	XP_036492177.1	XP_060364892.1
OG0005476	XP_036495941.1	XP_060364898.1
OG0005477	XP_036495641.1	XP_060364900.1
OG0005478	XP_036495649.1	XP_060364902.1
OG0005479	XP_036495650.1	XP_060364904.1
OG0005480	XP_036495647.1	XP_060364905.1
OG0005481	XP_036495648.1	XP_060364906.1
OG0005482	XP_036496542.1	XP_060364911.1
OG0005483	XP_036496535.1	XP_060364912.1
OG0005484	XP_036496148.1	XP_060364913.1
OG0005485	XP_036496536.1	XP_060364916.1
OG0005486	XP_036495592.1	XP_060364918.1
OG0005487	XP_036495593.1	XP_060364919.1
OG0005488	XP_036496937.1	XP_060364920.1
OG0005489	XP_036496763.1	XP_060364923.1
OG0005490	XP_036495939.1	XP_060364925.1
OG0005491	XP_036495940.1	XP_060364926.1
OG0005492	XP_036496761.1	XP_060364928.1
OG0005493	XP_036495660.1	XP_060364934.1
OG0005494	XP_036496145.1	XP_060364935.1
OG0005495	XP_036496210.1	XP_060364938.1
OG0005496	XP_036495319.1	XP_060364940.1
OG0005497	XP_036495312.1	XP_060364941.1
OG0005498	XP_036495311.1	XP_060364942.1
OG0005499	XP_036495314.1	XP_060364943.1
OG0005500	XP_036495317.1	XP_060364944.1
OG0005501	XP_036496146.1	XP_060364948.1
OG0005502	XP_036497305.1	XP_060360982.1
OG0005503	XP_036497040.1	XP_060360981.1
OG0005504	XP_036498920.1	XP_060360979.1
OG0005505	XP_036497099.1	XP_060360978.1
OG0005506	XP_036497095.1	XP_060360973.1
OG0005507	XP_036497975.1	XP_060360965.1
OG0005508	XP_036497974.1	XP_060360963.1
OG0005509	XP_036497206.1	XP_060360962.1
OG0005510	XP_036497207.1	XP_060360960.1
OG0005511	XP_036498633.1	XP_060360959.1
OG0005512	XP_036498640.1	XP_060360956.1
OG0005513	XP_036497210.1	XP_060360955.1
OG0005514	XP_036498639.1	XP_060360954.1
OG0005515	XP_036497209.1	XP_060360953.1
OG0005516	XP_036497211.1	XP_060360952.1
OG0005517	XP_036498137.1	XP_060360951.1
OG0005518	XP_036498336.1	XP_060360949.1
OG0005519	XP_036498337.1	XP_060360948.1
OG0005520	XP_036498165.1	XP_060360947.1
OG0005521	XP_036498099.1	XP_060360946.1
OG0005522	XP_036498324.1	XP_060360945.1
OG0005523	XP_036498335.1	XP_060360944.1
OG0005524	XP_036498338.1	XP_060358807.1
OG0005525	XP_036498754.1	XP_060358808.1
OG0005526	XP_036498755.1	XP_060358809.1
OG0005527	XP_036497327.1	XP_060358810.1
OG0005528	XP_036498758.1	XP_060358813.1
OG0005529	XP_036498138.1	XP_060358814.1
OG0005530	XP_036498762.1	XP_060358816.1
OG0005531	XP_036498763.1	XP_060358817.1
OG0005532	XP_036497134.1	XP_060358818.1
OG0005533	XP_036498126.1	XP_060358819.1
OG0005534	XP_036498111.1	XP_060366594.1
OG0005535	XP_036497977.1	XP_060366595.1
OG0005536	XP_036497982.1	XP_060366596.1
OG0005537	XP_036497981.1	XP_060366597.1
OG0005538	XP_036497980.1	XP_060366598.1
OG0005539	XP_036497979.1	XP_060366599.1
OG0005540	XP_036497976.1	XP_060366601.1
OG0005541	XP_036498110.1	XP_060366602.1
OG0005542	XP_036498856.1	XP_060366603.1
OG0005543	XP_036498857.1	XP_060366604.1
OG0005544	XP_036498855.1	XP_060366606.1
OG0005545	XP_036498852.1	XP_060366607.1
OG0005546	XP_036498853.1	XP_060366609.1
OG0005547	XP_036498851.1	XP_060366611.1
OG0005548	XP_036498858.1	XP_060366612.1
OG0005549	XP_036498859.1	XP_060366614.1
OG0005550	XP_036497820.1	XP_060366615.1
OG0005551	XP_036497819.1	XP_060366616.1
OG0005552	XP_036497822.1	XP_060366617.1
OG0005553	XP_036497821.1	XP_060366618.1
OG0005554	XP_036497824.1	XP_060366620.1
OG0005555	XP_036497823.1	XP_060366621.1
OG0005556	XP_036497826.1	XP_060366622.1
OG0005557	XP_036497825.1	XP_060366623.1
OG0005558	XP_036497818.1	XP_060366625.1
OG0005559	XP_036497817.1	XP_060366626.1
OG0005560	XP_036498815.1	XP_060366631.1
OG0005561	XP_036498236.1	XP_060366632.1
OG0005562	XP_036498812.1	XP_060366633.1
OG0005563	XP_036498813.1	XP_060366634.1
OG0005564	XP_036498819.1	XP_060366635.1
OG0005565	XP_036498818.1	XP_060366637.1
OG0005566	XP_036498239.1	XP_060366638.1
OG0005567	XP_036498238.1	XP_060366639.1
OG0005568	XP_036497291.1	XP_060366640.1
OG0005569	XP_036497284.1	XP_060366644.1
OG0005570	XP_036497288.1	XP_060366650.1
OG0005571	XP_036497287.1	XP_060366651.1
OG0005572	XP_036497290.1	XP_060366652.1
OG0005573	XP_036497289.1	XP_060366653.1
OG0005574	XP_036498414.1	XP_060366656.1
OG0005575	XP_036498411.1	XP_060366657.1
OG0005576	XP_036498390.1	XP_060366663.1
OG0005577	XP_036498395.1	XP_060366665.1
OG0005578	XP_036498392.1	XP_060366666.1
OG0005579	XP_036498393.1	XP_060366667.1
OG0005580	XP_036497710.1	XP_060366669.1
OG0005581	XP_036497502.1	XP_060366670.1
OG0005582	XP_036497500.1	XP_060366672.1
OG0005583	XP_036498584.1	XP_060366675.1
OG0005584	XP_036498427.1	XP_060366676.1
OG0005585	XP_036498161.1	XP_060366677.1
OG0005586	XP_036498160.1	XP_060366678.1
OG0005587	XP_036498159.1	XP_060366679.1
OG0005588	XP_036498396.1	XP_060366690.1
OG0005589	XP_036497497.1	XP_060366693.1
OG0005590	XP_036497501.1	XP_060366698.1
OG0005591	XP_036497504.1	XP_060366699.1
OG0005592	XP_036488645.1	XP_060366702.1
OG0005593	XP_036498302.1	XP_060366704.1
OG0005594	XP_036489318.1	XP_060366715.1
OG0005595	XP_036497994.1	XP_060366716.1
OG0005596	XP_036497516.1	XP_060366717.1
OG0005597	XP_036498522.1	XP_060366718.1
OG0005598	XP_036497384.1	XP_060366719.1
OG0005599	XP_036497385.1	XP_060359968.1
OG0005600	XP_036497378.1	XP_060359969.1
OG0005601	XP_036495487.1	XP_060362225.1
OG0005602	XP_036495283.1	XP_060362222.1
OG0005603	XP_036495286.1	XP_060362220.1
OG0005604	XP_036495285.1	XP_060362219.1
OG0005605	XP_036495288.1	XP_060362218.1
OG0005606	XP_036495287.1	XP_060362217.1
OG0005607	XP_036495290.1	XP_060362216.1
OG0005608	XP_036495289.1	XP_060362215.1
OG0005609	XP_036495291.1	XP_060362214.1
OG0005610	XP_036495825.1	XP_060362212.1
OG0005611	XP_036496421.1	XP_060362209.1
OG0005612	XP_036495827.1	XP_060362208.1
OG0005613	XP_036496431.1	XP_060362207.1
OG0005614	XP_036495828.1	XP_060362206.1
OG0005615	XP_036495829.1	XP_060362203.1
OG0005616	XP_036495815.1	XP_060362202.1
OG0005617	XP_036495631.1	XP_060362199.1
OG0005618	XP_036495638.1	XP_060362198.1
OG0005619	XP_036496187.1	XP_060362193.1
OG0005620	XP_036496351.1	XP_060362189.1
OG0005621	XP_036492301.1, XP_036495763.1	XP_060362187.1
OG0005622	XP_036496193.1	XP_060362184.1
OG0005623	XP_036496008.1	XP_060362178.1
OG0005624	XP_036496018.1	XP_060362176.1
OG0005625	XP_036496017.1	XP_060362174.1
OG0005626	XP_036496713.1	XP_060362172.1
OG0005627	XP_036496714.1	XP_060362170.1
OG0005628	XP_036496715.1	XP_060362169.1
OG0005629	XP_036496709.1	XP_060362167.1
OG0005630	XP_036496706.1	XP_060362164.1
OG0005631	XP_036495802.1	XP_060367195.1
OG0005632	XP_036495801.1	XP_060367194.1
OG0005633	XP_036495794.1	XP_060367192.1
OG0005634	XP_036495797.1	XP_060367190.1
OG0005635	XP_036495798.1	XP_060367188.1
OG0005636	XP_036495799.1	XP_060367187.1
OG0005637	XP_036495800.1	XP_060367185.1
OG0005638	XP_036495554.1	XP_060367184.1
OG0005639	XP_036490499.1	XP_060367181.1
OG0005640	XP_036495384.1	XP_060367173.1
OG0005641	XP_036495383.1	XP_060367172.1
OG0005642	XP_036490340.1	XP_060367168.1
OG0005643	XP_036495913.1	XP_060367163.1
OG0005644	XP_036495912.1	XP_060367162.1
OG0005645	XP_036495390.1	XP_060367160.1
OG0005646	XP_036495729.1	XP_060367157.1
OG0005647	XP_036495726.1	XP_060367155.1
OG0005648	XP_036495725.1	XP_060367154.1
OG0005649	XP_036495728.1	XP_060367153.1
OG0005650	XP_036496545.1	XP_060367147.1
OG0005651	XP_036490832.1	XP_060367144.1
OG0005652	XP_036496409.1	XP_060367141.1
OG0005653	XP_036496408.1	XP_060367140.1
OG0005654	XP_036496407.1	XP_060367139.1
OG0005655	XP_036495841.1	XP_060367133.1
OG0005656	XP_036496654.1	XP_060367131.1
OG0005657	XP_036496653.1	XP_060367130.1
OG0005658	XP_036492293.1	XP_060367124.1
OG0005659	XP_036495840.1	XP_060367123.1
OG0005660	XP_036502832.1	XP_060367122.1
OG0005661	XP_036495844.1	XP_060367118.1
OG0005662	XP_036495843.1	XP_060367117.1
OG0005663	XP_036496953.1	XP_060367111.1
OG0005664	XP_036496954.1	XP_060367109.1
OG0005665	XP_036496969.1	XP_060367108.1
OG0005666	XP_036495751.1	XP_060367107.1
OG0005667	XP_036496737.1	XP_060367106.1
OG0005668	XP_036496736.1	XP_060367105.1
OG0005669	XP_036496738.1	XP_060367104.1
OG0005670	XP_036496741.1	XP_060367102.1
OG0005671	XP_036496968.1	XP_060367101.1
OG0005672	XP_036496967.1	XP_060367100.1
OG0005673	XP_036496648.1	XP_060367095.1
OG0005674	XP_036496616.1	XP_060367093.1
OG0005675	XP_036496618.1	XP_060367089.1
OG0005676	XP_036496617.1	XP_060367088.1
OG0005677	XP_036496816.1	XP_060367084.1
OG0005678	XP_036496815.1	XP_060367083.1
OG0005679	XP_036496281.1	XP_060367082.1
OG0005680	XP_036496280.1	XP_060367081.1
OG0005681	XP_036496376.1	XP_060367080.1
OG0005682	XP_036496464.1	XP_060367079.1
OG0005683	XP_036488760.1	XP_060367077.1
OG0005684	XP_036498443.1	XP_060367072.1, XP_060367075.1
OG0005685	XP_036496465.1	XP_060367071.1
OG0005686	XP_036496462.1	XP_060367069.1
OG0005687	XP_036496463.1	XP_060367068.1
OG0005688	XP_036488400.1, XP_036499032.1	XP_060367067.1
OG0005689	XP_036496206.1	XP_060367063.1
OG0005690	XP_036494790.1	XP_060363827.1
OG0005691	XP_036494596.1	XP_060363825.1
OG0005692	XP_036494796.1	XP_060363824.1
OG0005693	XP_036494793.1	XP_060363822.1
OG0005694	XP_036494666.1	XP_060363813.1
OG0005695	XP_036494099.1	XP_060363804.1
OG0005696	XP_036494100.1	XP_060363803.1
OG0005697	XP_036494097.1	XP_060363799.1
OG0005698	XP_036494098.1	XP_060363798.1
OG0005699	XP_036494095.1	XP_060363797.1
OG0005700	XP_036494096.1	XP_060363796.1
OG0005701	XP_036494094.1	XP_060363794.1
OG0005702	XP_036494091.1	XP_060363793.1
OG0005703	XP_036494092.1	XP_060363792.1
OG0005704	XP_036493917.1	XP_060363791.1
OG0005705	XP_036493916.1	XP_060363784.1
OG0005706	XP_036493915.1	XP_060363783.1
OG0005707	XP_036493914.1	XP_060363782.1
OG0005708	XP_036493921.1	XP_060363781.1
OG0005709	XP_036493919.1	XP_060363778.1
OG0005710	XP_036493918.1	XP_060363777.1
OG0005711	XP_036494748.1	XP_060363776.1
OG0005712	XP_036494747.1	XP_060363775.1
OG0005713	XP_036494066.1	XP_060363774.1
OG0005714	XP_036494067.1	XP_060363773.1
OG0005715	XP_036494068.1	XP_060363772.1
OG0005716	XP_036494069.1	XP_060363770.1
OG0005717	XP_036494463.1	XP_060363768.1
OG0005718	XP_036494464.1	XP_060363767.1
OG0005719	XP_036494131.1	XP_060363766.1
OG0005720	XP_036494132.1	XP_060363764.1
OG0005721	XP_036494184.1	XP_060363763.1
OG0005722	XP_036494803.1	XP_060363761.1
OG0005723	XP_036494185.1	XP_060363760.1
OG0005724	XP_036494799.1	XP_060363759.1
OG0005725	XP_036494798.1	XP_060363757.1
OG0005726	XP_036494801.1	XP_060363756.1
OG0005727	XP_036494805.1	XP_060363755.1
OG0005728	XP_036494174.1	XP_060363753.1
OG0005729	XP_036494175.1	XP_060363752.1
OG0005730	XP_036494172.1	XP_060358354.1
OG0005731	XP_036494173.1	XP_060358355.1
OG0005732	XP_036494178.1	XP_060358356.1
OG0005733	XP_036494176.1	XP_060358363.1
OG0005734	XP_036494177.1	XP_060358365.1
OG0005735	XP_036490066.1	XP_060360233.1
OG0005736	XP_036490067.1	XP_060360232.1
OG0005737	XP_036489652.1	XP_060360231.1
OG0005738	XP_036489635.1	XP_060360229.1
OG0005739	XP_036489637.1	XP_060360228.1
OG0005740	XP_036489636.1	XP_060360227.1
OG0005741	XP_036489230.1	XP_060360222.1
OG0005742	XP_036489642.1	XP_060360220.1
OG0005743	XP_036489641.1	XP_060360219.1
OG0005744	XP_036489096.1	XP_060360218.1
OG0005745	XP_036489092.1	XP_060360216.1
OG0005746	XP_036489093.1	XP_060360215.1
OG0005747	XP_036489090.1	XP_060360213.1
OG0005748	XP_036489088.1	XP_060360207.1
OG0005749	XP_036489089.1	XP_060360205.1
OG0005750	XP_036489730.1	XP_060368896.1
OG0005751	XP_036489732.1	XP_060368895.1
OG0005752	XP_036489824.1	XP_060368894.1
OG0005753	XP_036489734.1	XP_060368893.1
OG0005754	XP_036489735.1	XP_060368892.1
OG0005755	XP_036489154.1	XP_060368890.1
OG0005756	XP_036489153.1	XP_060368889.1
OG0005757	XP_036489152.1	XP_060368888.1
OG0005758	XP_036489151.1	XP_060368887.1
OG0005759	XP_036489158.1	XP_060368886.1
OG0005760	XP_036489157.1	XP_060368885.1
OG0005761	XP_036489155.1	XP_060368884.1
OG0005762	XP_036489160.1	XP_060368883.1
OG0005763	XP_036489159.1	XP_060368882.1
OG0005764	XP_036489773.1	XP_060368880.1
OG0005765	XP_036489774.1	XP_060368879.1
OG0005766	XP_036489177.1	XP_060368878.1
OG0005767	XP_036489772.1	XP_060368877.1
OG0005768	XP_036489776.1	XP_060368876.1
OG0005769	XP_036489775.1	XP_060368875.1
OG0005770	XP_036489778.1	XP_060368874.1
OG0005771	XP_036489777.1	XP_060368871.1
OG0005772	XP_036489770.1	XP_060368870.1
OG0005773	XP_036489771.1	XP_060368868.1
OG0005774	XP_036489924.1	XP_060368867.1
OG0005775	XP_036489923.1	XP_060368866.1
OG0005776	XP_036489198.1	XP_060368863.1
OG0005777	XP_036489196.1	XP_060368862.1
OG0005778	XP_036489195.1	XP_060368861.1
OG0005779	XP_036489922.1	XP_060368860.1
OG0005780	XP_036489197.1	XP_060368859.1
OG0005781	XP_036489921.1	XP_060368857.1
OG0005782	XP_036489659.1	XP_060368856.1
OG0005783	XP_036489194.1	XP_060368855.1
OG0005784	XP_036489660.1	XP_060368854.1
OG0005785	XP_036489661.1	XP_060368853.1
OG0005786	XP_036489657.1	XP_060368852.1
OG0005787	XP_036489191.1	XP_060368847.1
OG0005788	XP_036489236.1	XP_060368845.1
OG0005789	XP_036489075.1	XP_060368844.1
OG0005790	XP_036489074.1	XP_060368843.1
OG0005791	XP_036489224.1	XP_060368842.1
OG0005792	XP_036489213.1	XP_060368841.1
OG0005793	XP_036489073.1	XP_060368840.1
OG0005794	XP_036489764.1	XP_060368837.1
OG0005795	XP_036489701.1	XP_060368836.1
OG0005796	XP_036489702.1	XP_060368835.1
OG0005797	XP_036489700.1	XP_060368832.1
OG0005798	XP_036489698.1	XP_060368831.1
OG0005799	XP_036489695.1	XP_060368830.1
OG0005800	XP_036489696.1	XP_060368828.1
OG0005801	XP_036489703.1	XP_060368827.1
OG0005802	XP_036489704.1	XP_060368826.1
OG0005803	XP_036489440.1	XP_060368824.1
OG0005804	XP_036489111.1	XP_060368823.1
OG0005805	XP_036489110.1	XP_060368822.1
OG0005806	XP_036489112.1	XP_060368820.1
OG0005807	XP_036489865.1	XP_060368818.1
OG0005808	XP_036489863.1	XP_060368816.1
OG0005809	XP_036489438.1	XP_060368814.1
OG0005810	XP_036489113.1	XP_060368813.1
OG0005811	XP_036489114.1	XP_060368812.1
OG0005812	XP_036489726.1	XP_060368810.1
OG0005813	XP_036489866.1	XP_060368809.1
OG0005814	XP_036490075.1	XP_060368808.1
OG0005815	XP_036489265.1	XP_060368807.1
OG0005816	XP_036489266.1	XP_060368806.1
OG0005817	XP_036489270.1	XP_060368805.1
OG0005818	XP_036489271.1	XP_060368798.1
OG0005819	XP_036489272.1	XP_060368796.1
OG0005820	XP_036489273.1	XP_060368794.1
OG0005821	XP_036489267.1	XP_060368793.1
OG0005822	XP_036489268.1	XP_060368792.1
OG0005823	XP_036489269.1	XP_060368791.1
OG0005824	XP_036489518.1	XP_060368790.1
OG0005825	XP_036489862.1	XP_060368789.1
OG0005826	XP_036489861.1	XP_060368788.1
OG0005827	XP_036489869.1	XP_060368787.1
OG0005828	XP_036489868.1	XP_060368786.1
OG0005829	XP_036489717.1	XP_060368783.1
OG0005830	XP_036489497.1	XP_060368782.1
OG0005831	XP_036489495.1	XP_060368780.1
OG0005832	XP_036489496.1	XP_060368779.1
OG0005833	XP_036490076.1	XP_060368777.1
OG0005834	XP_036489822.1	XP_060368775.1
OG0005835	XP_036490072.1	XP_060368772.1
OG0005836	XP_036490073.1	XP_060368771.1
OG0005837	XP_036490070.1	XP_060368770.1
OG0005838	XP_036489501.1	XP_060368768.1
OG0005839	XP_036489446.1	XP_060368766.1
OG0005840	XP_036489447.1	XP_060368765.1
OG0005841	XP_036489448.1	XP_060368764.1
OG0005842	XP_036489450.1	XP_060368762.1
OG0005843	XP_036489451.1	XP_060368760.1
OG0005844	XP_036489452.1	XP_060368759.1
OG0005845	XP_036490029.1	XP_060368757.1
OG0005846	XP_036490028.1	XP_060368756.1
OG0005847	XP_036489444.1	XP_060368753.1
OG0005848	XP_036489050.1	XP_060368750.1
OG0005849	XP_036489051.1	XP_060364760.1
OG0005850	XP_036489052.1	XP_060364757.1
OG0005851	XP_036489053.1	XP_060364756.1
OG0005852	XP_036489047.1	XP_060364755.1
OG0005853	XP_036489048.1	XP_060364754.1
OG0005854	XP_036489599.1	XP_060364753.1
OG0005855	XP_036489597.1	XP_060364745.1
OG0005856	XP_036489544.1	XP_060364737.1
OG0005857	XP_036489545.1	XP_060364736.1
OG0005858	XP_036489549.1	XP_060364735.1
OG0005859	XP_036489546.1	XP_060364732.1
OG0005860	XP_036489551.1	XP_060364731.1
OG0005861	XP_036489550.1	XP_060364729.1
OG0005862	XP_036489146.1	XP_060364728.1
OG0005863	XP_036489145.1	XP_060364725.1
OG0005864	XP_036489832.1	XP_060364723.1
OG0005865	XP_036489142.1	XP_060364722.1
OG0005866	XP_036489143.1	XP_060364721.1
OG0005868	XP_036489685.1	XP_060364717.1
OG0005869	XP_036489687.1	XP_060364715.1
OG0005870	XP_036489686.1	XP_060364714.1
OG0005871	XP_036489689.1	XP_060364713.1
OG0005872	XP_036489688.1	XP_060364712.1
OG0005873	XP_036489691.1	XP_060364711.1
OG0005874	XP_036489690.1	XP_060364710.1
OG0005875	XP_036489693.1	XP_060364709.1
OG0005876	XP_036489225.1	XP_060364705.1
OG0005877	XP_036489353.1	XP_060364703.1
OG0005878	XP_036489249.1	XP_060364702.1
OG0005879	XP_036489827.1	XP_060364701.1
OG0005880	XP_036489828.1	XP_060364700.1
OG0005881	XP_036489829.1	XP_060364699.1
OG0005882	XP_036489264.1	XP_060364696.1
OG0005883	XP_036489223.1	XP_060364694.1
OG0005884	XP_036490069.1	XP_060364693.1
OG0005885	XP_036489261.1	XP_060364690.1
OG0005886	XP_036489262.1	XP_060364687.1
OG0005887	XP_036489259.1	XP_060357294.1
OG0005888	XP_036489856.1	XP_060357298.1
OG0005889	XP_036489855.1	XP_060357299.1
OG0005890	XP_036489099.1	XP_060358555.1
OG0005891	XP_036489643.1	XP_060358553.1
OG0005892	XP_036489854.1	XP_060358552.1
OG0005893	XP_036489300.1	XP_060358549.1
OG0005894	XP_036489297.1	XP_060358548.1
OG0005895	XP_036489298.1	XP_060358547.1
OG0005896	XP_036489295.1	XP_060358546.1
OG0005897	XP_036489302.1	XP_060358543.1
OG0005898	XP_036489303.1	XP_060358542.1
OG0005899	XP_036489893.1	XP_060358541.1
OG0005900	XP_036489841.1	XP_060358540.1
OG0005901	XP_036489897.1	XP_060358538.1
OG0005902	XP_036489896.1	XP_060371212.1
OG0005903	XP_036489333.1	XP_060371210.1
OG0005904	XP_036489331.1	XP_060371203.1
OG0005905	XP_036489330.1	XP_060371202.1
OG0005906	XP_036489329.1	XP_060371201.1
OG0005907	XP_036489894.1	XP_060371200.1
OG0005908	XP_036489898.1	XP_060371198.1
OG0005909	XP_036489842.1	XP_060371197.1
OG0005910	XP_036489325.1	XP_060371196.1
OG0005911	XP_036489326.1	XP_060371195.1
OG0005912	XP_036489930.1	XP_060371193.1
OG0005913	XP_036490081.1	XP_060371189.1
OG0005914	XP_036489809.1	XP_060371188.1
OG0005915	XP_036489927.1	XP_060371187.1
OG0005916	XP_036489926.1	XP_060371186.1
OG0005917	XP_036490080.1	XP_060371185.1
OG0005918	XP_036490078.1	XP_060371184.1
OG0005919	XP_036489103.1	XP_060371183.1
OG0005920	XP_036489364.1	XP_060371181.1
OG0005921	XP_036489368.1	XP_060371180.1
OG0005922	XP_036489369.1	XP_060371179.1
OG0005923	XP_036489366.1	XP_060371178.1
OG0005924	XP_036489367.1	XP_060371177.1
OG0005925	XP_036489361.1	XP_060371176.1
OG0005926	XP_036489362.1	XP_060371175.1
OG0005927	XP_036489972.1	XP_060371174.1
OG0005928	XP_036489971.1	XP_060371173.1
OG0005929	XP_036489968.1	XP_060371169.1
OG0005930	XP_036489406.1	XP_060371166.1
OG0005931	XP_036489413.1	XP_060371163.1
OG0005932	XP_036489412.1	XP_060371162.1
OG0005933	XP_036489411.1	XP_060371161.1
OG0005934	XP_036489410.1	XP_060371160.1
OG0005935	XP_036489973.1	XP_060371158.1
OG0005936	XP_036489974.1	XP_060371157.1
OG0005937	XP_036489965.1	XP_060371156.1
OG0005938	XP_036489966.1	XP_060371155.1
OG0005939	XP_036489408.1	XP_060371154.1
OG0005940	XP_036489409.1	XP_060371152.1
OG0005941	XP_036489415.1	XP_060371151.1
OG0005942	XP_036489460.1	XP_060371149.1
OG0005943	XP_036489462.1	XP_060371147.1
OG0005944	XP_036489461.1	XP_060371146.1
OG0005945	XP_036489458.1	XP_060371141.1
OG0005946	XP_036489457.1	XP_060371139.1
OG0005947	XP_036489463.1	XP_060371138.1
OG0005948	XP_036490001.1	XP_060371137.1
OG0005949	XP_036490002.1	XP_060371135.1
OG0005950	XP_036490003.1	XP_060371134.1
OG0005951	XP_036489465.1	XP_060371133.1
OG0005952	XP_036489464.1	XP_060371130.1
OG0005953	XP_036489999.1	XP_060371128.1
OG0005954	XP_036489998.1	XP_060371127.1
OG0005955	XP_036489997.1	XP_060371126.1
OG0005956	XP_036489996.1	XP_060371125.1
OG0005957	XP_036490005.1	XP_060371124.1
OG0005958	XP_036490004.1	XP_060371123.1
OG0005959	XP_036489517.1	XP_060371121.1
OG0005960	XP_036489514.1	XP_060371120.1
OG0005961	XP_036489515.1	XP_060371119.1
OG0005962	XP_036489512.1	XP_060371118.1
OG0005963	XP_036489566.1	XP_060371117.1
OG0005964	XP_036489565.1	XP_060371116.1
OG0005965	XP_036490044.1	XP_060371115.1
OG0005966	XP_036490043.1	XP_060371114.1
OG0005967	XP_036489694.1	XP_060371113.1
OG0005968	XP_036490041.1	XP_060371112.1
OG0005969	XP_036499151.1	XP_060370601.1
OG0005970	XP_036500069.1	XP_060370605.1
OG0005971	XP_036500068.1	XP_060370606.1
OG0005972	XP_036499148.1	XP_060370607.1
OG0005973	XP_036499149.1	XP_060370608.1
OG0005974	XP_036500116.1	XP_060370609.1
OG0005975	XP_036500115.1	XP_060370611.1
OG0005976	XP_036500113.1	XP_060370599.1
OG0005977	XP_036499107.1	XP_060370598.1
OG0005978	XP_036500063.1	XP_060370597.1
OG0005979	XP_036500065.1	XP_060370595.1
OG0005980	XP_036500066.1	XP_060370594.1
OG0005981	XP_036500071.1	XP_060370593.1
