Orthogroup	Colletotrichum_siamense	Colletotrichum_truncatum
OG0006713	XP_036492403.1	XP_036587558.1
OG0006714	XP_036492404.1	XP_036587556.1
OG0006715	XP_036492525.1	XP_036587554.1
OG0006716	XP_036492400.1	XP_036587552.1
OG0006717	XP_036492401.1	XP_036587551.1
OG0006718	XP_036492397.1	XP_070061008.1
OG0006719	XP_036491723.1	XP_070061010.1
OG0006720	XP_036491724.1	XP_036587569.1
OG0006721	XP_036491730.1	XP_036587568.2
OG0006722	XP_036491731.1	XP_036587567.1
OG0006723	XP_036492399.1	XP_036587566.1
OG0006724	XP_036492398.1	XP_036587565.1
OG0006725	XP_036491727.1	XP_070061013.1
OG0006726	XP_036491729.1	XP_036587574.1
OG0006727	XP_036491728.1	XP_036587575.1
OG0006728	XP_036492326.1	XP_036587576.1
OG0006729	XP_036492340.1	XP_036587578.2
OG0006730	XP_036492341.1	XP_036587579.1
OG0006731	XP_036492338.1	XP_036587580.1
OG0006732	XP_036492339.1	XP_036587581.1
OG0006733	XP_036492336.1	XP_036587582.1
OG0006734	XP_036492337.1	XP_036587584.1
OG0006735	XP_036492335.1	XP_036587586.1
OG0006736	XP_036491659.1	XP_036587587.1
OG0006737	XP_036491658.1	XP_036587588.1
OG0006738	XP_036491665.1	XP_036587591.1
OG0006739	XP_036491664.1	XP_036587592.1
OG0006740	XP_036491663.1	XP_036587593.1
OG0006741	XP_036491662.1	XP_070061014.1
OG0006742	XP_036491668.1	XP_036587596.1
OG0006743	XP_036491666.1	XP_036587597.1
OG0006744	XP_036492265.1	XP_036587598.1
OG0006745	XP_036492266.1	XP_070061015.1
OG0006746	XP_036492268.1	XP_036587601.1
OG0006747	XP_036492269.1	XP_036587602.1
OG0006748	XP_036492271.1	XP_070061016.1
OG0006749	XP_036492342.1	XP_036587607.2
OG0006750	XP_036492200.1	XP_036587609.1
OG0006751	XP_036492201.1	XP_036587610.1
OG0006752	XP_036492196.1	XP_036587611.1
OG0006753	XP_036492198.1	XP_036587613.1
OG0006754	XP_036492199.1	XP_036587614.1
OG0006755	XP_036492193.1	XP_070061017.1
OG0006757	XP_036491597.1	XP_036587617.1
OG0006758	XP_036491596.1	XP_036587618.1
OG0006759	XP_036491595.1	XP_070061019.1
OG0006760	XP_036491593.1	XP_036587622.1
OG0006761	XP_036491592.1	XP_036587623.1
OG0006762	XP_036491590.1	XP_036587625.1
OG0006763	XP_036491589.1	XP_036587627.1
OG0006764	XP_036491588.1	XP_036587629.1
OG0006765	XP_036492285.1	XP_036587630.1
OG0006766	XP_036491736.1	XP_036587655.1
OG0006767	XP_036491739.1	XP_036587654.1
OG0006768	XP_036491738.1	XP_036587653.1
OG0006769	XP_036491741.1	XP_036587652.1
OG0006770	XP_036491743.1	XP_036587651.1
OG0006771	XP_036491742.1	XP_036587650.1
OG0006772	XP_036491745.1	XP_036587649.1
OG0006773	XP_036491744.1	XP_070061023.1
OG0006774	XP_036492286.1	XP_036587647.1
OG0006775	XP_036492287.1	XP_036587646.1
OG0006776	XP_036492282.1	XP_036587642.1
OG0006777	XP_036492349.1	XP_036587641.1
OG0006778	XP_036492098.1	XP_036587640.1
OG0006779	XP_036492347.1	XP_036587639.1
OG0006780	XP_036492345.1	XP_036587637.2
OG0006781	XP_036492346.1	XP_036587636.1
OG0006782	XP_036492343.1	XP_036587635.1
OG0006783	XP_036492344.1	XP_036587634.1
OG0006784	XP_036491737.1	XP_036587633.1
OG0006785	XP_036491678.1	XP_036587659.1
OG0006786	XP_036491674.1	XP_036587660.1
OG0006787	XP_036491671.1	XP_036587663.1
OG0006788	XP_036492137.1	XP_036587664.1
OG0006789	XP_036491677.1	XP_036587665.1
OG0006790	XP_036491676.1	XP_036587666.1
OG0006791	XP_036492348.1	XP_036587656.1
OG0006792	XP_036491675.1	XP_036587667.1
OG0006793	XP_036492471.1	XP_036587668.2
OG0006794	XP_036492464.1	XP_036587671.1
OG0006795	XP_036492463.1	XP_036587670.1
OG0006796	XP_036492466.1	XP_036587669.1
OG0006797	XP_036492465.1	XP_070061024.1
OG0006798	XP_036492468.1	XP_036587678.2
OG0006799	XP_036491843.1	XP_036587672.1
OG0006800	XP_036491844.1	XP_036587673.1
OG0006801	XP_036491841.1	XP_036587674.1
OG0006802	XP_036492407.1	XP_036587681.1
OG0006803	XP_036492406.1	XP_070061027.1
OG0006804	XP_036492408.1	XP_036587685.1
OG0006805	XP_036492410.1	XP_036574274.1
OG0006806	XP_036491794.1	XP_036587702.1
OG0006807	XP_036491793.1	XP_070061031.1
OG0006808	XP_036491801.1	XP_036574263.1
OG0006809	XP_036491800.1	XP_070061030.1
OG0006811	XP_036502176.1	XP_036577174.1
OG0006812	XP_036501084.1	XP_036577169.1
OG0006813	XP_036501087.1	XP_036577170.1
OG0006814	XP_036501086.1	XP_036577171.1
OG0006815	XP_036501089.1	XP_070060168.1
OG0006816	XP_036501088.1	XP_036577173.1
OG0006817	XP_036502102.1	XP_036577166.1
OG0006818	XP_036497685.1	XP_036581962.1
OG0006819	XP_036502100.1	XP_036577164.1
OG0006820	XP_036502209.1	XP_070060921.1, XP_036575239.1
OG0006821	XP_036502704.1	XP_036583660.1
OG0006822	XP_036496100.1	XP_036581459.1
OG0006823	XP_036502569.1	XP_036583625.1
OG0006824	XP_036502568.1	XP_036583626.1
OG0006825	XP_036502563.1	XP_036583627.2
OG0006826	XP_036502565.1	XP_036583628.1
OG0006827	XP_036502564.1	XP_036583629.1
OG0006828	XP_036502018.1	XP_036583639.1
OG0006829	XP_036502020.1	XP_036583641.1
OG0006830	XP_036502015.1	XP_036583642.1
OG0006831	XP_036502016.1	XP_070060191.1
OG0006832	XP_036501783.1	XP_036583645.1
OG0006833	XP_036501784.1	XP_036583646.1
OG0006834	XP_036501781.1	XP_036583647.1
OG0006835	XP_036502023.1	XP_036583614.1
OG0006836	XP_036502022.1	XP_036583615.1
OG0006837	XP_036502021.1	XP_036583616.1
OG0006838	XP_036501011.1	XP_070060189.1
OG0006839	XP_036501012.1	XP_036583618.1
OG0006840	XP_036501013.1	XP_036583619.1
OG0006841	XP_036501014.1	XP_036583620.1
OG0006842	XP_036501016.1	XP_036583622.1
OG0006843	XP_036502570.1	XP_036583623.1
OG0006844	XP_036502024.1	XP_036583613.1
OG0006845	XP_036502480.1	XP_036583609.1
OG0006846	XP_036501458.1	XP_036583600.1
OG0006847	XP_036501457.1	XP_036583601.1
OG0006848	XP_036497551.1	XP_036581115.1
OG0006850	XP_036501325.1	XP_036583575.1
OG0006851	XP_036501319.1	XP_036583592.2
OG0006852	XP_036501330.1	XP_036583591.1
OG0006853	XP_036501322.1	XP_036583589.1
OG0006854	XP_036501313.1	XP_036583588.1
OG0006855	XP_036501312.1	XP_036583586.1
OG0006856	XP_036501320.1	XP_036583585.2
OG0006857	XP_036502329.1	XP_036583584.1
OG0006858	XP_036502330.1	XP_036583583.1
OG0006859	XP_036502331.1	XP_036583582.1
OG0006860	XP_036502325.1	XP_036583580.1
OG0006861	XP_036502326.1	XP_036583579.1
OG0006862	XP_036501397.1	XP_070060182.1
OG0006863	XP_036501400.1	XP_036583608.1
OG0006864	XP_036502476.1	XP_036583605.1
OG0006865	XP_036502475.1	XP_036583604.1
OG0006866	XP_036501163.1	XP_070060169.1
OG0006867	XP_036502184.1	XP_036577176.1
OG0006868	XP_036488420.1	XP_036588232.1
OG0006869	XP_036501223.1	XP_036577201.1
OG0006870	XP_036501221.1	XP_036577203.1
OG0006871	XP_036502259.1	XP_036577204.1
OG0006872	XP_036502258.1	XP_036577205.1
OG0006873	XP_036487925.1	XP_036578551.1, XP_036582205.2
OG0006874	XP_036501219.1	XP_036583569.2
OG0006875	XP_036502339.1	XP_036577230.1
OG0006876	XP_036501214.1	XP_036577229.2
OG0006877	XP_036502338.1	XP_036577226.1
OG0006878	XP_036502343.1	XP_036577211.1
OG0006879	XP_036501329.1	XP_070060174.1
OG0006880	XP_036501721.1	XP_036583669.1
OG0006881	XP_036501720.1	XP_036583670.1
OG0006882	XP_036502767.1	XP_036583673.1
OG0006883	XP_036502764.1	XP_036583672.1
OG0006884	XP_036502895.1	XP_036583707.1
OG0006885	XP_036502901.1	XP_070060199.1
OG0006886	XP_036502898.1	XP_036583708.2
OG0006887	XP_036502899.1	XP_036583709.1
OG0006888	XP_036502829.1	XP_036583730.1
OG0006889	XP_036501033.1	XP_036583706.1
OG0006890	XP_036502702.1	XP_036583705.1
OG0006891	XP_036501499.1	XP_036583743.1
OG0006892	XP_036501498.1	XP_036583742.1
OG0006893	XP_036502826.1	XP_070060206.1
OG0006894	XP_036502827.1	XP_070060205.1
OG0006895	XP_036501496.1	XP_036583744.2
OG0006896	XP_036502440.1	XP_036583757.1
OG0006897	XP_036502437.1	XP_036583756.1
OG0006898	XP_036502438.1	XP_036583755.1
OG0006899	XP_036502435.1	XP_070060207.1
OG0006900	XP_036502433.1	XP_036583752.1
OG0006901	XP_036502434.1	XP_036583751.1
OG0006902	XP_036501501.1	XP_036583745.2
OG0006903	XP_036501492.1	XP_036583748.1
OG0006904	XP_036501495.1	XP_036583749.1
OG0006905	XP_036501494.1	XP_036583750.1
OG0006906	XP_036502431.1	XP_036583759.2
OG0006907	XP_036502371.1	XP_036583758.1
OG0006908	XP_036502370.1	XP_036583760.1
OG0006909	XP_036502372.1	XP_036583762.1
OG0006910	XP_036502375.1	XP_036583764.1
OG0006911	XP_036502374.1	XP_036583765.1
OG0006912	XP_036502377.1	XP_036583766.1
OG0006913	XP_036502376.1	XP_070060209.1
OG0006914	XP_036502369.1	XP_036583768.1
OG0006915	XP_036502368.1	XP_036583769.2
OG0006916	XP_036501414.1	XP_070060212.1
OG0006917	XP_036501417.1	XP_070060211.1
OG0006918	XP_036502303.1	XP_036583775.1
OG0006919	XP_036502304.1	XP_036583774.1
OG0006920	XP_036502305.1	XP_036583773.1
OG0006921	XP_036501415.1	XP_036583772.1
OG0006923	XP_036502301.1	XP_036583776.1
OG0006924	XP_036501364.1	XP_036583781.2
OG0006925	XP_036501363.1	XP_036583777.1
OG0006926	XP_036502296.1	XP_070060213.1
OG0006927	XP_036498915.1	XP_036582904.2
OG0006928	XP_036497892.1	XP_036578460.1
OG0006929	XP_036497891.1	XP_036578461.1
OG0006930	XP_036497890.1	XP_036578462.1
OG0006931	XP_036497889.1	XP_036578463.1
OG0006932	XP_036497888.1	XP_036578464.1
OG0006933	XP_036497887.1	XP_036578465.1
OG0006934	XP_036497885.1	XP_036578467.1
OG0006935	XP_036497884.1	XP_070062509.1
OG0006936	XP_036497883.1	XP_070062510.1
OG0006937	XP_036498964.1	XP_036578470.1
OG0006938	XP_036498965.1	XP_036578472.1
OG0006940	XP_036498968.1	XP_036582855.2
OG0006941	XP_036498963.1	XP_036582852.1
OG0006942	XP_036498969.1	XP_036582857.1
OG0006943	XP_036497957.1	XP_036582858.1
OG0006944	XP_036497956.1	XP_036582859.1
OG0006945	XP_036497959.1	XP_036582860.1
OG0006946	XP_036497958.1	XP_036582861.1
OG0006947	XP_036497961.1	XP_036582862.1
OG0006948	XP_036497960.1	XP_036582863.1
OG0006949	XP_036497963.1	XP_036582864.1
OG0006950	XP_036497962.1	XP_036582865.1
OG0006951	XP_036497955.1	XP_036582866.1
OG0006952	XP_036497954.1	XP_036582867.1
OG0006953	XP_036498642.1	XP_036578411.1
OG0006954	XP_036497044.1	XP_036578412.1
OG0006955	XP_036497045.1	XP_036578413.1
OG0006956	XP_036497048.1	XP_070062500.1
OG0006957	XP_036497050.1	XP_036578418.1
OG0006958	XP_036497051.1	XP_036578419.1
OG0006959	XP_036497052.1	XP_036578420.1
OG0006960	XP_036498002.1	XP_036578421.1
OG0006961	XP_036498001.1	XP_036578422.1
OG0006962	XP_036498000.1	XP_036578423.1
OG0006963	XP_036498005.1	XP_036578426.1
OG0006964	XP_036498004.1	XP_070062502.1
OG0006965	XP_036498003.1	XP_036578430.1
OG0006966	XP_036498008.1	XP_036578431.1
OG0006967	XP_036498007.1	XP_036578432.1
OG0006968	XP_036497087.1	XP_036578433.1
OG0006969	XP_036497091.1	XP_036578438.1
OG0006970	XP_036497088.1	XP_036578439.2
OG0006971	XP_036497089.1	XP_036578442.1
OG0006972	XP_036497084.1	XP_036578441.1
OG0006973	XP_036497085.1	XP_036578446.1
OG0006974	XP_036498053.1	XP_070062505.1
OG0006975	XP_036498052.1	XP_036578448.1
OG0006976	XP_036498055.1	XP_036578449.1
OG0006977	XP_036498054.1	XP_070062506.1
OG0006978	XP_036498049.1	XP_036578451.1
OG0006979	XP_036498051.1	XP_036578452.2
OG0006980	XP_036498050.1	XP_036578453.1
OG0006981	XP_036498048.1	XP_036578454.1
OG0006982	XP_036497135.1	XP_036578391.1
OG0006983	XP_036497136.1	XP_036578392.1
OG0006984	XP_036497137.1	XP_036578393.1
OG0006985	XP_036497138.1	XP_036578394.2
OG0006986	XP_036497143.1	XP_070062497.1
OG0006987	XP_036497144.1	XP_036578396.1
OG0006988	XP_036498120.1	XP_036578397.1
OG0006989	XP_036498119.1	XP_070062498.1
OG0006990	XP_036498116.1	XP_036578400.1
OG0006991	XP_036498115.1	XP_036578401.1
OG0006992	XP_036498114.1	XP_036578402.1
OG0006993	XP_036498113.1	XP_036578403.1
OG0006994	XP_036498122.1	XP_036578404.1
OG0006995	XP_036497033.1	XP_036578407.2
OG0006996	XP_036498645.1	XP_036578408.1
OG0006997	XP_036498644.1	XP_036578410.2
OG0006998	XP_036498217.1	XP_036579287.1
OG0006999	XP_036498874.1	XP_036579286.1
OG0007000	XP_036498876.1	XP_036579285.1
OG0007001	XP_036498875.1	XP_036579284.1
OG0007002	XP_036498871.1	XP_036579283.1
OG0007003	XP_036498870.1	XP_036579282.1
OG0007004	XP_036498873.1	XP_036579281.1
OG0007005	XP_036498872.1	XP_036579280.1
OG0007006	XP_036498878.1	XP_036579279.1
OG0007007	XP_036498877.1	XP_036579278.1
OG0007008	XP_036497910.1	XP_036579276.1
OG0007009	XP_036497911.1	XP_036579275.1
OG0007010	XP_036497640.1	XP_036579273.1
OG0007011	XP_036497914.1	XP_036579272.1
OG0007012	XP_036498456.1	XP_036579270.1
OG0007013	XP_036497913.1	XP_036579268.1
OG0007014	XP_036497916.1	XP_036579266.1
OG0007015	XP_036498321.1	XP_036579265.1
OG0007016	XP_036498320.1	XP_036579264.1
OG0007017	XP_036498319.1	XP_036579263.1
OG0007018	XP_036498318.1	XP_036579260.1
OG0007019	XP_036498316.1	XP_036579258.1
OG0007020	XP_036498315.1	XP_070062479.1
OG0007021	XP_036498314.1	XP_036579256.1
OG0007022	XP_036498313.1	XP_036579255.1
OG0007023	XP_036498312.1	XP_036579254.1
OG0007024	XP_036497392.1	XP_036579253.1
OG0007025	XP_036497393.1	XP_036579252.1
OG0007026	XP_036497394.1	XP_070062478.1
OG0007027	XP_036497390.1	XP_036579249.1
OG0007028	XP_036497391.1	XP_036579248.1
OG0007029	XP_036497386.1	XP_036579247.1
OG0007030	XP_036497387.1	XP_036579246.1
OG0007031	XP_036497793.1	XP_036579245.1
OG0007032	XP_036497083.1	XP_036579244.1
OG0007033	XP_036497792.1	XP_070062475.1
OG0007034	XP_036497789.1	XP_036579239.1
OG0007035	XP_036497790.1	XP_070062474.1
OG0007036	XP_036497787.1	XP_036579237.1
OG0007037	XP_036497893.1	XP_036578369.1
OG0007038	XP_036498009.1	XP_036578370.1
OG0007039	XP_036497896.1	XP_036578372.1
OG0007040	XP_036497894.1	XP_036578373.1
OG0007041	XP_036497719.1	XP_036578374.1
OG0007042	XP_036497718.1	XP_070062491.1
OG0007043	XP_036497034.1	XP_036578376.1
OG0007044	XP_036497031.1	XP_070062492.1
OG0007045	XP_036497142.1	XP_036578389.2
OG0007046	XP_036497326.1	XP_036579288.2
OG0007047	XP_036497830.1	XP_036579289.1
OG0007048	XP_036498033.1	XP_036579290.1
OG0007049	XP_036498032.1	XP_070062482.1
OG0007050	XP_036498030.1	XP_036579292.1
OG0007051	XP_036498028.1	XP_036579293.2
OG0007052	XP_036497739.1	XP_036579294.1
OG0007053	XP_036497427.1	XP_036579296.1
OG0007054	XP_036497731.1	XP_036579297.1
OG0007055	XP_036498791.1	XP_070062483.1
OG0007056	XP_036498761.1	XP_070062484.1
OG0007057	XP_036498768.1	XP_070062485.1
OG0007058	XP_036498779.1	XP_070062486.1
OG0007059	XP_036497855.1	XP_036578338.1
OG0007060	XP_036497845.1	XP_036578340.1
OG0007061	XP_036497847.1	XP_036578342.1
OG0007062	XP_036497849.1	XP_036578343.1
OG0007063	XP_036497796.1	XP_036578344.2
OG0007064	XP_036497642.1	XP_036578345.1
OG0007065	XP_036497768.1	XP_036578346.1
OG0007066	XP_036497767.1	XP_036578347.1
OG0007067	XP_036497770.1	XP_036578348.1
OG0007068	XP_036497769.1	XP_036578349.1
OG0007069	XP_036497772.1	XP_036578350.1
OG0007070	XP_036497771.1	XP_036578351.2
OG0007071	XP_036497774.1	XP_036578352.1
OG0007072	XP_036497773.1	XP_036578353.1
OG0007073	XP_036498865.1	XP_036578355.1
OG0007074	XP_036496973.1	XP_036580177.1
OG0007075	XP_036496978.1	XP_036580178.1
OG0007076	XP_036496979.1	XP_036580179.1
OG0007077	XP_036496976.1	XP_036580180.1
OG0007078	XP_036496977.1	XP_036580181.1
OG0007079	XP_036496111.1	XP_036580182.1
OG0007080	XP_036496117.1	XP_036580184.1
OG0007081	XP_036496116.1	XP_036580185.1
OG0007082	XP_036496119.1	XP_036580186.1
OG0007083	XP_036496118.1	XP_036580187.1
OG0007084	XP_036496113.1	XP_036580188.1
OG0007085	XP_036496115.1	XP_070061801.1
OG0007086	XP_036496114.1	XP_036580191.1
OG0007087	XP_036496167.1	XP_036580192.2
OG0007088	XP_036496174.1	XP_036580193.1
OG0007089	XP_036496172.1	XP_036580195.1
OG0007090	XP_036495356.1	XP_036580201.1
OG0007091	XP_036495355.1	XP_070061800.1
OG0007092	XP_036496300.1	XP_036580231.1
OG0007093	XP_036496441.1	XP_036580238.1
OG0007094	XP_036495468.1	XP_036580236.1
OG0007095	XP_036495475.1	XP_036580235.1
OG0007096	XP_036495474.1	XP_036580234.1
OG0007097	XP_036496572.1	XP_036580272.1
OG0007098	XP_036495918.1	XP_036580271.1
OG0007099	XP_036496410.1	XP_036580270.1
OG0007100	XP_036496574.1	XP_036580268.1
OG0007101	XP_036500353.1	XP_036580059.1
OG0007102	XP_036489097.1	XP_036588115.2
OG0007103	XP_036494658.1	XP_070060463.1
OG0007104	XP_036494662.1	XP_036576161.1
OG0007105	XP_036494123.1	XP_036576159.1
OG0007106	XP_036494124.1	XP_036576158.1
OG0007107	XP_036494735.1	XP_036576154.1
OG0007108	XP_036494127.1	XP_070060465.1
OG0007109	XP_036494126.1	XP_036576151.1
OG0007111	XP_036494119.1	XP_036575914.1
OG0007112	XP_036494734.1	XP_036575915.1
OG0007113	XP_036495100.1	XP_036575916.1
OG0007114	XP_036494733.1	XP_036575917.1
OG0007115	XP_036494729.1	XP_070060471.1
OG0007116	XP_036494151.1	XP_036575928.1
OG0007117	XP_036494150.1	XP_036575931.1
OG0007118	XP_036494147.1	XP_036575932.1
OG0007119	XP_036494773.1	XP_036575936.1
OG0007120	XP_036494772.1	XP_036575937.1
OG0007121	XP_036494777.1	XP_036575939.1
OG0007122	XP_036494776.1	XP_036575940.1
OG0007123	XP_036494823.1	XP_036577838.1
OG0007124	XP_036494824.1	XP_036575976.1
OG0007125	XP_036494233.1	XP_070060483.1
OG0007126	XP_036494203.1	XP_070060481.1
OG0007127	XP_036494204.1	XP_036575973.1
OG0007128	XP_036494196.1	XP_070060479.1
OG0007129	XP_036494197.1	XP_036575970.1
OG0007130	XP_036494828.1	XP_036575968.1
OG0007131	XP_036494827.1	XP_036575967.1
OG0007132	XP_036494832.1	XP_036575962.1
OG0007133	XP_036494200.1	XP_036575959.1
OG0007134	XP_036494780.1	XP_036575957.1
OG0007135	XP_036494234.1	XP_036575978.1
OG0007136	XP_036494880.1	XP_036575990.1
OG0007137	XP_036494881.1	XP_036575988.1
OG0007138	XP_036494879.1	XP_036575388.1
OG0007139	XP_036493956.1	XP_036575383.1
OG0007140	XP_036493957.1	XP_036575382.1
OG0007141	XP_036493958.1	XP_070060492.1
OG0007142	XP_036494559.1	XP_036575379.1
OG0007143	XP_036494558.1	XP_036575378.1
OG0007144	XP_036497570.1	XP_036577035.1
OG0007145	XP_036499731.1	XP_036579419.2
OG0007146	XP_036494384.1	XP_036575395.1
OG0007147	XP_036494418.1	XP_036575401.1
OG0007148	XP_036492108.1	XP_036575617.1
OG0007149	XP_036494620.1	XP_036575404.1
OG0007151	XP_036494624.1	XP_036575408.1
OG0007152	XP_036494761.1	XP_070060495.1
OG0007153	XP_036494984.1	XP_036575417.1
OG0007154	XP_036495136.1	XP_036575419.1
OG0007155	XP_036494286.1	XP_036575414.1
OG0007156	XP_036495292.1	XP_036575588.1
OG0007157	XP_036494329.1	XP_036574535.1
OG0007158	XP_036494336.1	XP_036574534.1
OG0007159	XP_036494337.1	XP_036574533.1
OG0007160	XP_036494334.1	XP_036574532.1
OG0007161	XP_036494335.1	XP_070060498.1
OG0007162	XP_036494330.1	XP_036575423.1
OG0007163	XP_036494331.1	XP_036575422.1
OG0007164	XP_036494958.1	XP_036575421.2
OG0007165	XP_036494957.1	XP_036575420.1
OG0007166	XP_036493970.1	XP_036574536.1
OG0007167	XP_036493967.1	XP_036574539.1
OG0007168	XP_036495023.1	XP_036574541.1
OG0007169	XP_036495020.1	XP_036574362.1
OG0007170	XP_036492964.1	XP_036582215.1
OG0007171	XP_036495019.1	XP_036574547.1
OG0007172	XP_036495017.1	XP_036574545.1
OG0007173	XP_036494575.1	XP_036574360.1
OG0007174	XP_036494572.1	XP_036588000.1, XP_036581835.1
OG0007175	XP_036494578.1	XP_036574358.1
OG0007176	XP_036494577.1	XP_036574357.1
OG0007177	XP_036494576.1	XP_036574356.1
OG0007178	XP_036494569.1	XP_036574354.1
OG0007179	XP_036494676.1	XP_070060514.1
OG0007180	XP_036494684.1	XP_036575320.1
OG0007181	XP_036499373.1	XP_036574421.1
OG0007182	XP_036494686.1	XP_036575318.1
OG0007183	XP_036494685.1	XP_036580482.1
OG0007184	XP_036494679.1	XP_036575316.1
OG0007185	XP_036494961.1	XP_036577212.1
OG0007186	XP_036494632.1	XP_070060517.1
OG0007187	XP_036494633.1	XP_070060518.1
OG0007188	XP_036497365.1	XP_036577661.1
OG0007189	XP_036495075.1	XP_036575315.1
OG0007190	XP_036494040.1	XP_036575314.2
OG0007191	XP_036494581.1	XP_036575313.2
OG0007192	XP_036494035.1	XP_036575312.1
OG0007193	XP_036492122.1	XP_036587774.1
OG0007195	XP_036500397.1	XP_036583806.1
OG0007196	XP_036494628.1	XP_036575310.1
OG0007197	XP_036494592.1	XP_036575301.1
OG0007198	XP_036494591.1	XP_070060522.1
OG0007199	XP_036493985.1	XP_036575303.1
OG0007200	XP_036493986.1	XP_036575304.1
OG0007201	XP_036493981.1	XP_036575306.1
OG0007202	XP_036494589.1	XP_036575298.1
OG0007203	XP_036494590.1	XP_036575297.1
OG0007204	XP_036494585.1	XP_036575294.1
OG0007205	XP_036494056.1	XP_036575288.1
OG0007206	XP_036494595.1	XP_070060525.1
OG0007207	XP_036494512.1	XP_036575284.2
OG0007208	XP_036495221.1	XP_036575283.1
OG0007209	XP_036494194.1	XP_036582639.1, XP_036575427.2
OG0007211	XP_036501699.1	XP_036582500.2
OG0007212	XP_036495049.1	XP_036582675.1
OG0007213	XP_036495046.1	XP_036582674.1
OG0007214	XP_036495047.1	XP_036582672.1
OG0007215	XP_036494966.1	XP_036582671.1
OG0007216	XP_036494967.1	XP_036582668.1
OG0007217	XP_036494970.1	XP_036582667.1
OG0007218	XP_036494969.1	XP_036582666.1
OG0007219	XP_036494193.1	XP_036582663.1
OG0007220	XP_036494860.1	XP_036582660.1
OG0007221	XP_036494862.1	XP_036582659.1
OG0007222	XP_036494861.1	XP_036582658.1
OG0007223	XP_036495216.1	XP_036582644.1
OG0007224	XP_036495217.1	XP_036582652.1
OG0007225	XP_036495184.1	XP_070060532.1
OG0007226	XP_036495048.1	XP_036582687.1
OG0007227	XP_036494893.1	XP_036582692.2
OG0007228	XP_036494892.1	XP_036582691.1
OG0007229	XP_036494895.1	XP_036582694.2
OG0007230	XP_036494915.1	XP_036582695.1
OG0007231	XP_036494916.1	XP_036582696.1
OG0007233	XP_036494240.1	XP_070060542.1
OG0007234	XP_036494744.1	XP_036582709.1
OG0007235	XP_036494410.1	XP_036582711.1
OG0007236	XP_036494407.1	XP_036582712.1
OG0007237	XP_036495112.1	XP_036582714.1
