Orthogroup	Colletotrichum_karsti	Colletotrichum_abscissum
OG0005843	XP_038751765.1	XP_060398244.1
OG0005844	XP_038751764.1	XP_060398245.1
OG0005845	XP_038751761.1	XP_060398247.1
OG0005846	XP_038751760.1	XP_060398248.1
OG0005847	XP_038751755.1	XP_060398251.1
OG0005848	XP_038751745.1	XP_060398254.1
OG0005849	XP_038751743.1	XP_060398258.1
OG0005850	XP_038751730.1	XP_060398263.1
OG0005851	XP_038751729.1	XP_060398264.1
OG0005852	XP_038751728.1	XP_060398265.1
OG0005853	XP_038751727.1	XP_060398266.1
OG0005854	XP_038751726.1	XP_060398267.1
OG0005855	XP_038751723.1	XP_060398276.1
OG0005856	XP_038751713.1	XP_060398284.1
OG0005857	XP_038751714.1	XP_060398286.1
OG0005858	XP_038751711.1	XP_060398287.1
OG0005859	XP_038751709.1	XP_060398291.1
OG0005860	XP_038751708.1	XP_060398292.1
OG0005861	XP_038751707.1	XP_060398294.1
OG0005862	XP_038751706.1	XP_060398296.1
OG0005863	XP_038751700.1	XP_060398304.1
OG0005864	XP_038751702.1	XP_060398306.1
OG0005865	XP_038751703.1	XP_060398308.1
OG0005866	XP_038751704.1	XP_060398309.1
OG0005867	XP_038749172.1, XP_038742421.1	XP_060398313.1, XP_060402472.1
OG0005868	XP_038751699.1	XP_060398316.1
OG0005869	XP_038751698.1	XP_060398318.1
OG0005870	XP_038751697.1	XP_060398319.1
OG0005871	XP_038751696.1	XP_060398320.1
OG0005872	XP_038751695.1	XP_060398321.1
OG0005873	XP_038751694.1	XP_060398322.1
OG0005874	XP_038751693.1	XP_060398323.1
OG0005875	XP_038751692.1	XP_060398324.1
OG0005876	XP_038751679.1	XP_060398328.1
OG0005877	XP_038751681.1	XP_060398330.1
OG0005878	XP_038751682.1	XP_060398331.1
OG0005879	XP_038751683.1	XP_060398332.1
OG0005880	XP_038751684.1	XP_060398333.1
OG0005881	XP_038751685.1	XP_060398334.1
OG0005882	XP_038751673.1	XP_060398337.1
OG0005883	XP_038751677.1	XP_060398339.1
OG0005884	XP_038751676.1	XP_060398340.1
OG0005885	XP_038751675.1	XP_060398342.1
OG0005886	XP_038751674.1	XP_060398345.1
OG0005887	XP_038751672.1	XP_060398354.1
OG0005888	XP_038751670.1	XP_060398359.1
OG0005889	XP_038751669.1	XP_060398360.1
OG0005890	XP_038751667.1	XP_060398365.1
OG0005891	XP_038751665.1	XP_060398367.1
OG0005892	XP_038751664.1	XP_060398368.1
OG0005893	XP_038751663.1	XP_060398371.1
OG0005894	XP_038751662.1	XP_060398373.1
OG0005895	XP_038751661.1	XP_060398374.1
OG0005896	XP_038751660.1	XP_060398375.1
OG0005897	XP_038751658.1	XP_060398378.1
OG0005898	XP_038751657.1	XP_060398379.1
OG0005899	XP_038751656.1	XP_060398380.1
OG0005900	XP_038751655.1	XP_060398381.1
OG0005901	XP_038751646.1	XP_060398383.1
OG0005902	XP_038751647.1	XP_060398384.1
OG0005903	XP_038751617.1	XP_060398386.1
OG0005904	XP_038751616.1	XP_060398394.1
OG0005905	XP_038751615.1	XP_060398396.1
OG0005906	XP_038751614.1	XP_060398398.1
OG0005907	XP_038751649.1	XP_060398399.1
OG0005908	XP_038751650.1	XP_060398403.1
OG0005909	XP_038751651.1	XP_060398404.1
OG0005910	XP_038751652.1	XP_060398405.1
OG0005911	XP_038751653.1	XP_060398406.1
OG0005912	XP_038751619.1	XP_060398408.1
OG0005913	XP_038751622.1	XP_060398412.1
OG0005914	XP_038751623.1	XP_060398413.1
OG0005915	XP_038751624.1	XP_060398414.1
OG0005916	XP_038751628.1	XP_060398416.1
OG0005917	XP_038751629.1	XP_060398417.1
OG0005918	XP_038751630.1	XP_060398419.1
OG0005919	XP_038751632.1	XP_060398421.1
OG0005920	XP_038751633.1	XP_060398424.1
OG0005921	XP_038751634.1	XP_060398425.1
OG0005922	XP_038751635.1	XP_060398426.1
OG0005923	XP_038751636.1	XP_060398428.1
OG0005924	XP_038751637.1	XP_060398430.1
OG0005925	XP_038751638.1	XP_060398431.1
OG0005926	XP_038751639.1	XP_060398432.1
OG0005927	XP_038751640.1	XP_060398433.1
OG0005928	XP_038751641.1	XP_060398435.1
OG0005929	XP_038751644.1	XP_060398439.1
OG0005930	XP_038751603.1	XP_060398442.1
OG0005931	XP_038751604.1	XP_060398444.1
OG0005932	XP_038751605.1	XP_060398445.1
OG0005933	XP_038751606.1	XP_060398446.1
OG0005934	XP_038751607.1	XP_060398447.1
OG0005935	XP_038751608.1	XP_060398448.1
OG0005936	XP_038751609.1	XP_060398449.1
OG0005937	XP_038751610.1	XP_060398450.1
OG0005938	XP_038751611.1	XP_060398451.1
OG0005939	XP_038751601.1	XP_060398452.1
OG0005940	XP_038751600.1	XP_060398454.1
OG0005941	XP_038751598.1	XP_060398458.1
OG0005942	XP_038751597.1	XP_060398462.1
OG0005943	XP_038751596.1	XP_060398466.1
OG0005944	XP_038751595.1	XP_060398467.1
OG0005945	XP_038751593.1	XP_060398472.1
OG0005946	XP_038751592.1	XP_060398475.1
OG0005947	XP_038751591.1	XP_060398477.1
OG0005948	XP_038751579.1	XP_060398478.1
OG0005949	XP_038751580.1	XP_060398481.1
OG0005950	XP_038751581.1	XP_060398482.1
OG0005951	XP_038751582.1	XP_060398483.1
OG0005952	XP_038751583.1	XP_060398484.1
OG0005953	XP_038751577.1	XP_060398487.1
OG0005954	XP_038751576.1	XP_060398489.1
OG0005955	XP_038751575.1	XP_060398490.1
OG0005956	XP_038751574.1	XP_060398491.1
OG0005957	XP_038751573.1	XP_060398492.1
OG0005958	XP_038751588.1	XP_060398493.1
OG0005959	XP_038751584.1	XP_060398496.1
OG0005960	XP_038751585.1	XP_060398497.1
OG0005961	XP_038751586.1	XP_060398499.1
OG0005962	XP_038751587.1	XP_060398500.1
OG0005963	XP_038751488.1	XP_060398501.1
OG0005964	XP_038751487.1	XP_060398502.1
OG0005965	XP_038751486.1	XP_060398503.1
OG0005966	XP_038751485.1	XP_060398504.1
OG0005967	XP_038751484.1	XP_060398505.1
OG0005968	XP_038751483.1	XP_060398506.1
OG0005969	XP_038747085.1	XP_060398528.1
OG0005970	XP_038747075.1	XP_060398534.1
OG0005971	XP_038747076.1	XP_060398535.1
OG0005972	XP_038747088.1	XP_060398536.1
OG0005973	XP_038747089.1	XP_060398537.1
OG0005974	XP_038747092.1	XP_060398538.1
OG0005975	XP_038747091.1	XP_060398540.1
OG0005976	XP_038747093.1	XP_060398549.1
OG0005977	XP_038747063.1	XP_060398550.1
OG0005978	XP_038747072.1	XP_060398551.1
OG0005979	XP_038747070.1	XP_060398553.1
OG0005980	XP_038747069.1	XP_060398554.1
OG0005981	XP_038747068.1	XP_060398555.1
OG0005982	XP_038747067.1	XP_060398556.1
OG0005983	XP_038747066.1	XP_060398557.1
OG0005984	XP_038747065.1	XP_060398558.1
OG0005985	XP_038747064.1	XP_060398561.1
OG0005986	XP_038747054.1	XP_060398564.1
OG0005987	XP_038747052.1	XP_060398565.1
OG0005988	XP_038747051.1	XP_060398567.1
OG0005989	XP_038747050.1	XP_060398570.1
OG0005990	XP_038747048.1	XP_060398572.1
OG0005991	XP_038747046.1	XP_060398573.1
OG0005992	XP_038747045.1	XP_060398574.1
OG0005993	XP_038747044.1	XP_060398576.1
OG0005994	XP_038747038.1	XP_060398579.1
OG0005995	XP_038747039.1	XP_060398580.1
OG0005996	XP_038747040.1	XP_060398581.1
OG0005997	XP_038747061.1	XP_060398583.1
OG0005998	XP_038747031.1	XP_060398591.1
OG0005999	XP_038747029.1	XP_060398594.1
OG0006000	XP_038747027.1	XP_060398596.1
OG0006001	XP_038747023.1	XP_060398600.1
OG0006002	XP_038747022.1	XP_060398602.1
OG0006003	XP_038747017.1	XP_060398606.1
OG0006004	XP_038747016.1	XP_060398607.1
OG0006005	XP_038747012.1	XP_060398614.1
OG0006006	XP_038747011.1	XP_060398615.1
OG0006007	XP_038747010.1	XP_060398616.1
OG0006008	XP_038747007.1	XP_060398621.1
OG0006009	XP_038748426.1	XP_060398623.1
OG0006010	XP_038748425.1	XP_060398624.1
OG0006011	XP_038748420.1	XP_060398627.1
OG0006012	XP_038748422.1	XP_060398629.1
OG0006013	XP_038748423.1	XP_060398631.1
OG0006014	XP_038748424.1	XP_060398632.1
OG0006015	XP_038748419.1	XP_060398634.1
OG0006016	XP_038748413.1	XP_060398637.1
OG0006017	XP_038748412.1	XP_060398638.1
OG0006018	XP_038748409.1	XP_060398640.1
OG0006019	XP_038748410.1	XP_060398641.1
OG0006020	XP_038748408.1	XP_060398642.1
OG0006021	XP_038748406.1	XP_060398644.1
OG0006022	XP_038748405.1	XP_060398645.1
OG0006023	XP_038748404.1	XP_060398646.1
OG0006024	XP_038748403.1	XP_060398647.1
OG0006025	XP_038748398.1	XP_060398650.1
OG0006026	XP_038748400.1	XP_060398657.1
OG0006027	XP_038748397.1	XP_060398658.1
OG0006028	XP_038748396.1	XP_060398660.1
OG0006029	XP_038748395.1	XP_060398661.1
OG0006030	XP_038748394.1	XP_060398662.1
OG0006031	XP_038748393.1	XP_060398663.1
OG0006032	XP_038748392.1	XP_060398664.1
OG0006033	XP_038748391.1	XP_060398667.1
OG0006034	XP_038748389.1	XP_060398669.1
OG0006035	XP_038748388.1	XP_060398672.1
OG0006036	XP_038748387.1	XP_060398673.1
OG0006037	XP_038748385.1	XP_060398674.1
OG0006038	XP_038748386.1	XP_060398676.1
OG0006039	XP_038748384.1	XP_060398678.1
OG0006040	XP_038748383.1	XP_060398679.1
OG0006041	XP_038748382.1	XP_060398680.1
OG0006042	XP_038748381.1	XP_060398682.1
OG0006043	XP_038748380.1	XP_060398683.1
OG0006044	XP_038748374.1	XP_060398684.1
OG0006045	XP_038748375.1	XP_060398685.1
OG0006046	XP_038748376.1	XP_060398687.1
OG0006047	XP_038748377.1	XP_060398688.1
OG0006048	XP_038748378.1	XP_060398691.1
OG0006049	XP_038748379.1	XP_060398692.1
OG0006050	XP_038748373.1	XP_060398693.1
OG0006051	XP_038748372.1	XP_060398694.1
OG0006052	XP_038748371.1	XP_060398695.1
OG0006053	XP_038748354.1	XP_060398698.1
OG0006054	XP_038748355.1	XP_060398699.1
OG0006055	XP_038748357.1	XP_060398701.1
OG0006056	XP_038748358.1	XP_060398702.1
OG0006057	XP_038748359.1	XP_060398703.1
OG0006058	XP_038748360.1	XP_060398704.1
OG0006059	XP_038748361.1	XP_060398706.1
OG0006060	XP_038748362.1	XP_060398707.1
OG0006061	XP_038748363.1	XP_060398708.1
OG0006062	XP_038748369.1	XP_060398713.1
OG0006063	XP_038748370.1	XP_060398714.1
OG0006064	XP_038748343.1	XP_060398715.1
OG0006065	XP_038748342.1	XP_060398716.1
OG0006066	XP_038748367.1	XP_060398718.1
OG0006067	XP_038748339.1	XP_060398719.1
OG0006068	XP_038748338.1	XP_060398720.1
OG0006069	XP_038748333.1	XP_060398725.1
OG0006070	XP_038748317.1	XP_060398728.1
OG0006071	XP_038748318.1	XP_060398729.1
OG0006072	XP_038748319.1	XP_060398731.1
OG0006073	XP_038747801.1	XP_060398744.1
OG0006074	XP_038747798.1	XP_060398747.1
OG0006075	XP_038747796.1	XP_060398750.1
OG0006076	XP_038747788.1	XP_060398752.1
OG0006077	XP_038747784.1	XP_060398763.1
OG0006078	XP_038747785.1	XP_060398764.1
OG0006079	XP_038747786.1	XP_060398765.1
OG0006080	XP_038747775.1	XP_060398768.1
OG0006081	XP_038747776.1	XP_060398769.1
OG0006082	XP_038747778.1	XP_060398773.1
OG0006083	XP_038747663.1	XP_060398776.1
OG0006084	XP_038747664.1	XP_060398777.1
OG0006085	XP_038747665.1	XP_060398778.1
OG0006086	XP_038747666.1	XP_060398779.1
OG0006087	XP_038747628.1	XP_060398783.1
OG0006088	XP_038747625.1	XP_060398786.1
OG0006089	XP_038747624.1	XP_060398787.1
OG0006091	XP_038747824.1	XP_060398801.1
OG0006092	XP_038747823.1	XP_060398804.1
OG0006093	XP_038747822.1	XP_060398805.1
OG0006094	XP_038747817.1	XP_060398813.1
OG0006095	XP_038747816.1	XP_060398814.1
OG0006096	XP_038751543.1	XP_060398816.1
OG0006097	XP_038751544.1	XP_060398817.1
OG0006098	XP_038747660.1	XP_060398827.1
OG0006099	XP_038747658.1	XP_060398828.1
OG0006100	XP_038747656.1	XP_060398829.1
OG0006101	XP_038747653.1	XP_060398832.1
OG0006102	XP_038747652.1	XP_060398833.1
OG0006103	XP_038747651.1	XP_060398835.1
OG0006104	XP_038747650.1	XP_060398838.1
OG0006105	XP_038747648.1	XP_060398841.1
OG0006106	XP_038747637.1	XP_060398851.1
OG0006107	XP_038747629.1	XP_060398854.1
OG0006108	XP_038747630.1	XP_060398855.1
OG0006109	XP_038747631.1	XP_060398856.1
OG0006110	XP_038747634.1	XP_060398861.1
OG0006111	XP_038747635.1	XP_060398862.1
OG0006112	XP_038747636.1	XP_060398863.1
OG0006113	XP_038747707.1	XP_060398864.1
OG0006114	XP_038747693.1	XP_060398866.1
OG0006115	XP_038747691.1	XP_060398875.1
OG0006116	XP_038743701.1	XP_060398876.1
OG0006117	XP_038747696.1	XP_060398877.1
OG0006118	XP_038747701.1	XP_060398879.1
OG0006119	XP_038747704.1	XP_060398882.1
OG0006120	XP_038747705.1	XP_060398883.1
OG0006121	XP_038747686.1	XP_060398888.1
OG0006122	XP_038747687.1	XP_060398889.1
OG0006123	XP_038747688.1	XP_060398890.1
OG0006124	XP_038747689.1	XP_060398891.1
OG0006125	XP_038743258.1	XP_060398893.1
OG0006126	XP_038747684.1	XP_060398894.1
OG0006127	XP_038747711.1	XP_060398897.1
OG0006128	XP_038747671.1	XP_060398901.1
OG0006129	XP_038747670.1	XP_060398905.1
OG0006130	XP_038741733.1, XP_038747679.1	XP_060398912.1
OG0006131	XP_038747678.1	XP_060398915.1
OG0006132	XP_038747676.1	XP_060398917.1
OG0006133	XP_038747681.1	XP_060398919.1
OG0006134	XP_038751744.1	XP_060398921.1
OG0006135	XP_038747751.1	XP_060398926.1
OG0006136	XP_038747752.1	XP_060398928.1
OG0006137	XP_038747613.1	XP_060398937.1
OG0006138	XP_038747749.1	XP_060398946.1
OG0006139	XP_038747737.1	XP_060398949.1
OG0006140	XP_038747746.1	XP_060398955.1
OG0006141	XP_038747742.1	XP_060398966.1
OG0006142	XP_038747744.1	XP_060398967.1
OG0006143	XP_038747743.1	XP_060398973.1
OG0006145	XP_038741441.1	XP_060398992.1
OG0006146	XP_038741440.1	XP_060398993.1
OG0006147	XP_038742330.1	XP_060398994.1
OG0006148	XP_038741444.1	XP_060398996.1
OG0006149	XP_038741445.1	XP_060398997.1
OG0006150	XP_038741452.1	XP_060399000.1
OG0006151	XP_038741451.1	XP_060399001.1
OG0006152	XP_038741450.1	XP_060399002.1
OG0006153	XP_038741449.1	XP_060399003.1
OG0006154	XP_038740171.1	XP_060399004.1
OG0006155	XP_038740170.1	XP_060399005.1
OG0006156	XP_038741904.1, XP_038741457.1	XP_060399010.1
OG0006157	XP_038741468.1	XP_060399014.1
OG0006158	XP_038741465.1	XP_060405492.1, XP_060399016.1
OG0006159	XP_038741584.1	XP_060406558.1, XP_060399021.1
OG0006160	XP_038741438.1	XP_060399039.1
OG0006161	XP_038741421.1	XP_060399050.1
OG0006162	XP_038741417.1	XP_060399054.1
OG0006164	XP_038741403.1	XP_060399061.1
OG0006165	XP_038741402.1	XP_060399064.1
OG0006166	XP_038740508.1	XP_060399068.1
OG0006167	XP_038741386.1	XP_060399071.1
OG0006168	XP_038741395.1	XP_060399077.1
OG0006169	XP_038741393.1	XP_060399081.1
OG0006170	XP_038741392.1	XP_060399082.1
OG0006171	XP_038741390.1	XP_060399085.1
OG0006172	XP_038741389.1	XP_060399086.1
OG0006173	XP_038741388.1	XP_060399087.1
OG0006174	XP_038741379.1	XP_060399089.1
OG0006175	XP_038741380.1	XP_060399092.1
OG0006176	XP_038741381.1	XP_060399093.1
OG0006177	XP_038741375.1	XP_060399096.1
OG0006178	XP_038741376.1	XP_060399098.1
OG0006179	XP_038741377.1	XP_060399099.1
OG0006180	XP_038741378.1	XP_060399101.1
OG0006181	XP_038741359.1	XP_060399103.1
OG0006182	XP_038741363.1	XP_060399104.1
OG0006183	XP_038741365.1	XP_060399107.1
OG0006184	XP_038741366.1	XP_060399108.1
OG0006185	XP_038741367.1	XP_060399109.1
OG0006186	XP_038741368.1	XP_060399110.1
OG0006187	XP_038741369.1	XP_060399113.1
OG0006188	XP_038741345.1	XP_060399115.1
OG0006189	XP_038741350.1	XP_060399118.1
OG0006190	XP_038741351.1	XP_060399119.1
OG0006191	XP_038741352.1	XP_060399120.1
OG0006192	XP_038741354.1	XP_060399123.1
OG0006193	XP_038741342.1	XP_060399126.1
OG0006194	XP_038748324.1	XP_060399129.1
OG0006195	XP_038741332.1	XP_060399133.1
OG0006196	XP_038741331.1	XP_060399135.1
OG0006197	XP_038739677.1	XP_060399139.1
OG0006198	XP_038741328.1	XP_060399142.1
OG0006199	XP_038741329.1	XP_060399143.1
OG0006200	XP_038741727.1	XP_060399151.1
OG0006201	XP_038741724.1	XP_060399152.1
OG0006202	XP_038741723.1	XP_060399153.1
OG0006203	XP_038741722.1	XP_060399155.1
OG0006204	XP_038741701.1	XP_060399163.1
OG0006205	XP_038741702.1	XP_060399164.1
OG0006206	XP_038741703.1	XP_060399165.1
OG0006207	XP_038741704.1	XP_060399166.1
OG0006208	XP_038741705.1	XP_060399167.1
OG0006209	XP_038741706.1	XP_060399168.1
OG0006210	XP_038741711.1	XP_060399173.1
OG0006211	XP_038741712.1	XP_060399174.1
OG0006212	XP_038741713.1	XP_060399175.1
OG0006213	XP_038741714.1	XP_060399177.1
OG0006214	XP_038741715.1	XP_060399178.1
OG0006215	XP_038741716.1	XP_060399179.1
OG0006216	XP_038741717.1	XP_060399180.1
OG0006217	XP_038741664.1	XP_060399183.1
OG0006218	XP_038741660.1	XP_060399191.1
OG0006219	XP_038741659.1	XP_060399194.1
OG0006220	XP_038741653.1	XP_060399200.1
OG0006221	XP_038741652.1	XP_060399202.1
OG0006222	XP_038741651.1	XP_060399203.1
OG0006223	XP_038741650.1	XP_060399204.1
OG0006224	XP_038741649.1	XP_060399205.1
OG0006225	XP_038741648.1	XP_060399206.1
OG0006226	XP_038741647.1	XP_060399207.1
OG0006227	XP_038740048.1, XP_038741646.1	XP_060399208.1
OG0006228	XP_038741645.1	XP_060399209.1
OG0006229	XP_038741895.1	XP_060399210.1
OG0006230	XP_038749000.1, XP_038741207.1	XP_060399211.1
OG0006231	XP_038741689.1	XP_060399215.1
OG0006232	XP_038741688.1	XP_060399217.1
OG0006233	XP_038741687.1	XP_060399218.1
OG0006234	XP_038741839.1	XP_060399231.1
OG0006235	XP_038741814.1	XP_060399235.1
OG0006236	XP_038741813.1	XP_060399236.1
OG0006237	XP_038741812.1	XP_060399237.1
OG0006238	XP_038741811.1	XP_060399238.1
OG0006239	XP_038741810.1	XP_060399239.1
OG0006240	XP_038741802.1	XP_060399241.1
OG0006241	XP_038741803.1	XP_060399243.1
OG0006242	XP_038741804.1	XP_060399244.1
OG0006243	XP_038741806.1	XP_060399246.1
OG0006244	XP_038741807.1	XP_060399247.1
OG0006245	XP_038741801.1	XP_060399248.1
OG0006246	XP_038741800.1	XP_060399250.1
OG0006247	XP_038741796.1	XP_060399252.1
OG0006248	XP_038741795.1	XP_060399253.1
OG0006249	XP_038741794.1	XP_060399254.1
OG0006250	XP_038741784.1	XP_060399259.1
OG0006251	XP_038741785.1	XP_060399260.1
OG0006252	XP_038741788.1	XP_060399262.1
OG0006253	XP_038741780.1	XP_060399265.1
OG0006254	XP_038741781.1	XP_060399267.1
OG0006255	XP_038740745.1	XP_060399272.1
OG0006256	XP_038741774.1	XP_060399274.1
OG0006257	XP_038741773.1	XP_060399275.1
OG0006258	XP_038741772.1	XP_060399277.1
OG0006259	XP_038741771.1	XP_060399278.1
OG0006260	XP_038741769.1	XP_060399280.1
OG0006261	XP_038741761.1	XP_060399299.1
OG0006262	XP_038741758.1	XP_060399300.1
OG0006263	XP_038741756.1	XP_060399302.1
OG0006264	XP_038741755.1	XP_060399303.1
OG0006265	XP_038741754.1	XP_060399304.1
OG0006266	XP_038741753.1	XP_060399305.1
OG0006268	XP_038741751.1	XP_060399309.1
OG0006269	XP_038741765.1	XP_060399311.1
OG0006270	XP_038741831.1	XP_060399315.1
OG0006271	XP_038741826.1	XP_060399322.1
OG0006272	XP_038741823.1	XP_060399324.1
OG0006273	XP_038741822.1	XP_060399325.1
OG0006274	XP_038742566.1	XP_060399335.1
OG0006275	XP_038742563.1	XP_060399337.1
OG0006276	XP_038742562.1	XP_060399338.1
OG0006277	XP_038741884.1	XP_060399343.1
OG0006278	XP_038741874.1	XP_060399344.1
OG0006279	XP_038741875.1	XP_060399345.1
OG0006280	XP_038741876.1	XP_060399346.1
OG0006281	XP_038741877.1	XP_060399347.1
OG0006282	XP_038741878.1	XP_060399348.1
OG0006283	XP_038741879.1	XP_060399349.1
OG0006284	XP_038741881.1	XP_060399351.1
OG0006285	XP_038741867.1	XP_060399367.1
OG0006286	XP_038741866.1	XP_060399369.1
OG0006287	XP_038742703.1, XP_038748249.1, XP_038748250.1, XP_038741860.1, XP_038741862.1	XP_060399370.1
OG0006288	XP_038745144.1	XP_060399372.1
OG0006289	XP_038741859.1	XP_060399373.1
OG0006290	XP_038741857.1	XP_060399374.1
OG0006291	XP_038741856.1	XP_060399375.1
OG0006292	XP_038741855.1	XP_060399376.1
OG0006293	XP_038741852.1	XP_060399380.1
OG0006294	XP_038742577.1	XP_060399381.1
OG0006295	XP_038742570.1	XP_060399383.1
OG0006296	XP_038742571.1	XP_060399384.1
OG0006297	XP_038742572.1	XP_060399385.1
OG0006298	XP_038742573.1	XP_060399386.1
OG0006299	XP_038742574.1	XP_060399387.1
OG0006300	XP_038742575.1	XP_060399388.1
OG0006301	XP_038742576.1	XP_060399389.1
OG0006302	XP_038741843.1	XP_060399395.1
OG0006303	XP_038742578.1	XP_060399400.1
OG0006304	XP_038742585.1	XP_060399408.1
OG0006305	XP_038749962.1	XP_060399409.1
OG0006306	XP_038742591.1	XP_060399410.1
OG0006307	XP_038742593.1	XP_060399413.1
OG0006308	XP_038742603.1	XP_060399418.1
OG0006309	XP_038742602.1	XP_060399419.1
OG0006310	XP_038742611.1	XP_060399422.1
OG0006311	XP_038742631.1	XP_060399428.1
OG0006312	XP_038742628.1	XP_060399431.1
OG0006313	XP_038742627.1	XP_060399432.1
OG0006314	XP_038742626.1	XP_060399433.1
OG0006315	XP_038742625.1	XP_060399434.1
OG0006316	XP_038742624.1	XP_060399435.1
OG0006317	XP_038742620.1	XP_060399437.1
OG0006318	XP_038742637.1	XP_060399444.1
OG0006319	XP_038742636.1	XP_060399445.1
OG0006320	XP_038746001.1	XP_060399451.1
OG0006321	XP_038742645.1	XP_060399454.1
OG0006322	XP_038742646.1	XP_060399455.1
OG0006323	XP_038742647.1	XP_060399456.1
OG0006324	XP_038742648.1	XP_060399457.1
OG0006325	XP_038742650.1	XP_060399460.1
OG0006326	XP_038742651.1	XP_060399461.1
OG0006327	XP_038742654.1	XP_060399464.1
OG0006328	XP_038742655.1	XP_060399465.1
OG0006329	XP_038742656.1	XP_060399466.1
OG0006330	XP_038745814.1	XP_060399486.1
OG0006331	XP_038745816.1	XP_060399488.1
OG0006332	XP_038745815.1	XP_060399493.1
OG0006333	XP_038745817.1	XP_060399494.1
OG0006334	XP_038745818.1	XP_060399495.1
OG0006335	XP_038745819.1	XP_060399496.1
OG0006336	XP_038745820.1	XP_060399497.1
OG0006337	XP_038745822.1	XP_060399498.1
OG0006338	XP_038745823.1	XP_060399499.1
OG0006339	XP_038745824.1	XP_060399500.1
OG0006340	XP_038745828.1	XP_060399503.1
OG0006341	XP_038745836.1	XP_060399507.1
OG0006342	XP_038745720.1	XP_060399510.1
OG0006343	XP_038745721.1	XP_060399511.1
OG0006344	XP_038745722.1	XP_060399512.1
OG0006345	XP_038745723.1	XP_060399513.1
OG0006346	XP_038745724.1	XP_060399515.1
OG0006347	XP_038745725.1	XP_060399516.1
OG0006348	XP_038745726.1	XP_060399517.1
OG0006349	XP_038745727.1	XP_060399518.1
OG0006350	XP_038745728.1	XP_060399519.1
OG0006351	XP_038745730.1	XP_060399521.1
OG0006352	XP_038745732.1	XP_060399524.1
OG0006353	XP_038745733.1	XP_060399525.1
OG0006354	XP_038745734.1	XP_060399526.1
OG0006355	XP_038745735.1	XP_060399527.1
OG0006356	XP_038745736.1	XP_060399528.1
OG0006357	XP_038745737.1	XP_060399530.1
