Orthogroup	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
OG0011001			XP_031875556.1, XP_066009800.1	XP_045267708.1		XP_038746938.1	XP_036502328.1	XP_036583577.1, XP_036583578.1
OG0011002			XP_031875867.1, XP_066007273.1, XP_066009085.1, XP_066009130.1, XP_066009163.1		XP_060421388.1, XP_060421759.1			
OG0011003			XP_031875902.1, XP_031875928.1	XP_045266967.1		XP_038742475.1	XP_036492741.1, XP_036495720.1	XP_036586852.1
OG0011004			XP_031876124.2	XP_045269436.1		XP_038740394.1	XP_036500908.1	XP_036575074.1, XP_036587156.1, XP_070062664.1
OG0011005			XP_031876457.2	XP_045257162.1, XP_045259106.1		XP_038740436.1, XP_038750484.1, XP_038751221.1	XP_036499332.1	
OG0011006			XP_031876469.1	XP_045256919.1, XP_045257176.1		XP_038745623.1, XP_038751936.1	XP_036490065.1, XP_036500407.1	
OG0011007			XP_031876886.1	XP_045259009.1, XP_045268608.1		XP_038738850.1	XP_036493513.1, XP_036494321.1	XP_036580493.1
OG0011008			XP_031877245.1, XP_031884595.2	XP_045265955.1, XP_045269221.1		XP_038745845.1	XP_036488045.1, XP_036491447.1	
OG0011009			XP_031877517.2, XP_031879034.2	XP_045256703.1, XP_045257933.1		XP_038750960.1	XP_036494937.1, XP_036497081.1	
OG0011010			XP_031878055.1	XP_045269383.1	XP_060433491.1	XP_038745774.1, XP_038747132.1	XP_036500874.1, XP_036500883.1	
OG0011011			XP_031878816.1, XP_031885946.1	XP_045256672.1, XP_045264598.1			XP_036497229.1, XP_036499304.1	XP_036575697.1
OG0011012			XP_031878869.2, XP_031889605.1	XP_045261786.1, XP_045264374.1			XP_036491898.1, XP_036494898.1, XP_036497417.1	
OG0011013			XP_031879122.1, XP_031881562.1	XP_045266603.1		XP_038741870.1	XP_036490249.1, XP_036494227.1	XP_070060651.1
OG0011014			XP_031879144.1	XP_045261532.1, XP_045266228.1	XP_060423927.1	XP_038749767.1	XP_036488775.1	XP_036576125.1
OG0011015			XP_031879346.1	XP_045267727.1		XP_038750076.1	XP_036490692.1, XP_036502401.1	XP_036574740.1, XP_036589641.1
OG0011016			XP_031879592.2, XP_031881473.1	XP_045260070.1			XP_036491632.1, XP_036493052.1	XP_036578819.2, XP_070060766.1
OG0011017			XP_031880214.1, XP_031890894.1	XP_045268099.1		XP_038741816.1, XP_038750321.1	XP_036489835.1	XP_036576506.1
OG0011018			XP_031880292.1, XP_066008240.1	XP_045263971.1, XP_045266414.1, XP_045268088.1			XP_036489321.1, XP_036490945.1	
OG0011019			XP_031880584.1, XP_066007310.1, XP_066007771.1		XP_060421822.1, XP_060423271.1, XP_060425762.1			XP_070061504.1
OG0011020			XP_031880632.1, XP_031886126.2	XP_045264583.1, XP_045269088.1		XP_038746309.1	XP_036497623.1, XP_036499243.1	
OG0011021			XP_031880754.1, XP_031886125.1	XP_045264584.1, XP_045269086.1		XP_038746307.1	XP_036497624.1, XP_036499246.1	
OG0011022			XP_031880917.1	XP_045266089.1			XP_036488709.1	XP_036579862.1, XP_036580256.1, XP_036584095.2, XP_036587351.1
OG0011023			XP_031881024.1, XP_031889387.1	XP_045267910.1, XP_045268986.1			XP_036490129.1, XP_036497185.1	XP_036579448.1
OG0011024			XP_031881234.1, XP_031881764.1	XP_045259542.1, XP_045270150.1		XP_038742238.1	XP_036499639.1, XP_036500497.1	
OG0011025			XP_031883818.1	XP_045264847.1		XP_038741223.1	XP_036493807.1	XP_036576828.1, XP_036580327.1, XP_036588666.1
OG0011026			XP_031883967.1, XP_066009716.1	XP_045259146.1, XP_045264132.1		XP_038743839.1, XP_038744944.1	XP_036493588.1	
OG0011027			XP_031884279.1, XP_066009719.1	XP_045259147.1, XP_045264129.1, XP_045265480.1		XP_038744947.1	XP_036500937.1	
OG0011028			XP_031884893.1	XP_045271253.1		XP_038746147.1, XP_038748135.1, XP_038748235.1	XP_036493505.1	XP_036579744.1
OG0011029			XP_031885026.2, XP_031885112.1	XP_045259459.1	XP_060435662.1	XP_038742158.1	XP_036496676.1, XP_036496678.1	
OG0011030			XP_031885109.1	XP_045261249.1, XP_045266911.1		XP_038742519.1, XP_038749167.1	XP_036496724.1	XP_036588162.1
OG0011031			XP_031886247.1	XP_045261906.1, XP_045264475.1		XP_038746830.1	XP_036491412.1, XP_036501938.1	XP_036577251.1
OG0011032			XP_031886424.1	XP_045261165.1, XP_045271040.1		XP_038739901.1	XP_036488794.1, XP_036499932.1	XP_070062680.1
OG0011033			XP_031887785.1, XP_031891695.1	XP_045260590.1, XP_045262396.1		XP_038742379.1	XP_036496226.1, XP_036498720.1	
OG0011034			XP_031887953.1, XP_031888145.1	XP_045261267.1, XP_045261268.1, XP_045261269.1		XP_038741553.1	XP_036491217.1	
OG0011035			XP_031888943.1, XP_031888995.1	XP_045263308.1		XP_038743435.1	XP_036493311.1, XP_036497684.1	XP_036582407.1
OG0011036			XP_031888972.2	XP_045258377.1		XP_038741024.1, XP_038741025.1, XP_038746685.1	XP_036498782.1	XP_036588132.1
OG0011037			XP_031889689.1, XP_031889713.1	XP_045269756.1, XP_045269757.1		XP_038746318.1	XP_036491911.1	XP_036581429.1
OG0011038			XP_031889869.1, XP_066007150.1	XP_045258538.1, XP_045260028.1, XP_045263397.1, XP_045269686.1	XP_060430518.1			
OG0011039			XP_031890114.1	XP_045261990.1		XP_038739401.1, XP_038750247.1	XP_036491959.1	XP_036574269.1, XP_036589880.1
OG0011040			XP_031890178.1, XP_031891701.1	XP_045269556.1		XP_038740516.1	XP_036491550.1, XP_036496235.1	XP_036585109.1
OG0011041			XP_031891431.2	XP_045259845.1		XP_038743330.1, XP_038748661.1		XP_036574425.1, XP_036586438.1, XP_070061535.1
OG0011042			XP_031891953.1, XP_031891959.1	XP_045264748.1, XP_045264750.1		XP_038742280.1	XP_036496170.1, XP_036496176.1	
OG0011043			XP_066006917.1, XP_066007047.1, XP_066007314.1, XP_066007596.1, XP_066007684.1, XP_066008313.1, XP_066009399.1					
OG0011044			XP_066006975.1, XP_066007250.1, XP_066007759.1, XP_066009241.1		XP_060423402.1			XP_036574294.2, XP_036575098.1
OG0011045			XP_066007374.1	XP_045266103.1	XP_060424854.1	XP_038739405.1, XP_038749879.1		XP_036574268.1, XP_036577292.1
OG0011046			XP_066007869.1	XP_045264451.1		XP_038745300.1	XP_036492422.1	XP_036579540.1, XP_036587076.1, XP_036587529.1
OG0011047			XP_066007880.1, XP_066008783.1	XP_045265912.1, XP_045268899.1			XP_036492542.1, XP_036496274.1	XP_036574410.1
OG0011048			XP_066008518.1, XP_066008856.1	XP_045267358.1, XP_045269187.1			XP_036495730.1, XP_036500016.1	XP_070061620.1
OG0011049			XP_066008742.1	XP_045260655.1, XP_045267062.1, XP_045271176.1			XP_036496337.1	XP_036575504.1, XP_036581035.1
OG0011050					XP_060421454.1, XP_060421622.1, XP_060421625.1, XP_060421699.1, XP_060422501.1, XP_060422504.1, XP_060432367.1			
OG0011051						XP_038747448.1		XP_036575894.1, XP_036579101.1, XP_036582292.1, XP_070060875.1, XP_070061160.1, XP_070062289.1
OG0011052								XP_036575615.1, XP_036577121.1, XP_036581111.1, XP_036584439.1, XP_036586219.1, XP_036588567.1, XP_036589087.1
OG0011053	XP_060389401.1, XP_060393145.1, XP_060394814.1				XP_060421509.1, XP_060421924.1, XP_060422405.1			
OG0011054	XP_060389406.1, XP_060394704.1, XP_060399229.1				XP_060422410.1, XP_060424524.1, XP_060424553.1			
OG0011055	XP_060389483.1, XP_060389484.1, XP_060398977.1		XP_031889345.1	XP_045262276.1			XP_036489383.1	
OG0011056	XP_060389539.1	XP_060369240.1	XP_031880547.1		XP_060435529.1		XP_036498129.1	XP_070062581.1
OG0011057	XP_060389545.1	XP_060369247.1	XP_031887690.1		XP_060435535.1	XP_038751363.1		XP_036588306.1
OG0011058	XP_060389600.1, XP_060396021.1	XP_060360749.1		XP_045270245.1	XP_060433252.1			XP_036583865.1
OG0011059	XP_060389621.1	XP_060369617.1	XP_031888786.2	XP_045258330.1	XP_060435605.1			XP_036578960.1
OG0011060	XP_060389643.1	XP_060369597.1		XP_045266294.1	XP_060435626.1	XP_038751293.1		XP_036588386.1
OG0011061	XP_060389659.1	XP_060369582.1	XP_031887737.1	XP_045266284.1	XP_060435641.1			XP_036588374.1
OG0011062	XP_060389680.1	XP_060369560.1	XP_031883668.2	XP_045259363.1	XP_060435660.1		XP_036500197.1	
OG0011063	XP_060389773.1	XP_060369463.1	XP_031887674.1		XP_060435754.1		XP_036498778.1	XP_036588430.1
OG0011064	XP_060389785.1	XP_060359555.1	XP_031887490.1		XP_060435766.1		XP_036498770.1	XP_036588427.1
OG0011065	XP_060389804.1	XP_060359540.1	XP_031893311.1		XP_060435783.1	XP_038744102.1	XP_036495081.1	
OG0011066	XP_060389817.1	XP_060359525.1	XP_031887599.1	XP_045262442.1	XP_060435797.1	XP_038751137.1		
OG0011067	XP_060389866.1		XP_066009382.1			XP_038742449.1, XP_038751098.1	XP_036498611.1	XP_036588585.1
OG0011068	XP_060389876.1	XP_060362105.1	XP_031892882.1	XP_045256284.1	XP_060435854.1		XP_036491178.1	
OG0011069	XP_060389933.1, XP_060394694.1		XP_031876097.1	XP_045266517.1		XP_038744475.1	XP_036491188.1	
OG0011070	XP_060389941.1	XP_060357265.1, XP_060363460.1	XP_031884275.2		XP_060435907.1		XP_036501906.1	
OG0011071	XP_060389944.1	XP_060363457.1	XP_031884270.1	XP_045259118.1	XP_060435910.1		XP_036501903.1	
OG0011072	XP_060389945.1	XP_060363456.1	XP_031884271.1	XP_045259119.1	XP_060435911.1		XP_036501904.1	
OG0011073	XP_060389947.1	XP_060363454.1	XP_066009713.1	XP_045259121.1	XP_060435913.1		XP_036501898.1	
OG0011074	XP_060389948.1	XP_060363453.1	XP_031884302.1	XP_045259122.1	XP_060435914.1		XP_036501899.1	
OG0011075	XP_060389949.1	XP_060363452.1	XP_031884301.1	XP_045259123.1	XP_060435915.1		XP_036501900.1	
OG0011076	XP_060389951.1	XP_060363450.1	XP_031884303.1	XP_045259124.1	XP_060435917.1		XP_036500997.1	
OG0011077	XP_060389953.1	XP_060363448.1	XP_031884092.1	XP_045259125.1	XP_060435919.1		XP_036501003.1	
OG0011078	XP_060389954.1	XP_060363447.1	XP_031884094.1	XP_045259126.1	XP_060435920.1		XP_036501006.1	
OG0011079	XP_060389975.1	XP_060359577.1	XP_031887463.2		XP_060422245.1		XP_036497251.1	XP_070062628.1
OG0011080	XP_060389985.1	XP_060359589.1	XP_031878615.1	XP_045257628.1	XP_060422234.1		XP_036498152.1	
OG0011081	XP_060389986.1	XP_060359590.1	XP_031878599.1	XP_045257629.1	XP_060422233.1		XP_036498153.1	
OG0011082	XP_060390011.1		XP_031892332.1	XP_045256317.1	XP_060436962.1		XP_036490330.1	XP_070061387.1
OG0011083	XP_060390103.1	XP_060359388.1	XP_031883844.2	XP_045264327.1	XP_060429878.1			XP_036579058.1
OG0011084	XP_060390105.1	XP_060359386.1	XP_031883806.2	XP_045264328.1	XP_060429876.1		XP_036493754.1	
OG0011085	XP_060390115.1	XP_060365856.1	XP_066007746.1		XP_060431864.1	XP_038739263.1		XP_036583371.1
OG0011086	XP_060390139.1	XP_060358084.1	XP_031878578.1		XP_060429106.1	XP_038741190.1	XP_036497919.1	
OG0011087	XP_060390148.1	XP_060358096.1	XP_031889937.1	XP_045269570.1		XP_038750174.1	XP_036492218.1	
OG0011088	XP_060390206.1		XP_031888356.2	XP_045262779.1	XP_060434475.1	XP_038749476.1	XP_036501991.1	
OG0011089	XP_060390227.1	XP_060358351.1	XP_031882536.1	XP_045263067.1		XP_038741746.1	XP_036494817.1	
OG0011090	XP_060390362.1	XP_060369314.1	XP_031877822.1	XP_045263930.1	XP_060431414.1		XP_036502247.1	
OG0011091	XP_060390376.1, XP_060393484.1, XP_060393485.1, XP_060402237.1	XP_060360140.1			XP_060433870.1			
OG0011092	XP_060390416.1	XP_060369359.1	XP_031891697.2		XP_060431364.1		XP_036495398.1	XP_036586912.1
OG0011093	XP_060390420.1		XP_031882764.1	XP_045265811.1	XP_060431358.1	XP_038748634.1	XP_036501246.1	
OG0011094	XP_060390459.1	XP_060369391.1	XP_066009853.1	XP_045271213.1	XP_060431328.1		XP_036502690.1	
OG0011095	XP_060390517.1	XP_060369451.1	XP_031882851.1		XP_060421944.1	XP_038748719.1		XP_036580625.1
OG0011096	XP_060390529.1	XP_060366329.1	XP_031889484.1	XP_045268011.1	XP_060421933.1		XP_036489750.1	
OG0011097	XP_060390550.1	XP_060366305.1	XP_031888337.1		XP_060422057.1	XP_038748732.1	XP_036501342.1	
OG0011098	XP_060390668.1	XP_060370753.1		XP_045262635.1	XP_060434405.1		XP_036500920.1	XP_036580516.1
OG0011099	XP_060390797.1		XP_031884440.1	XP_045258230.1		XP_038742044.1	XP_036491630.1	XP_036578616.1
OG0011100	XP_060390886.1	XP_060364338.1	XP_031881603.2	XP_045264551.1			XP_036490534.1	XP_036575278.2
OG0011101	XP_060390902.1	XP_060364355.1	XP_031881581.2	XP_045264573.1	XP_060421712.1		XP_036490580.1	
OG0011102	XP_060390904.1	XP_060364357.1	XP_031889901.1	XP_045269792.1		XP_038738650.1	XP_036491910.1	
OG0011103	XP_060390927.1	XP_060367350.1	XP_031878403.1	XP_045269926.1	XP_060435007.1		XP_036496999.1	
OG0011104	XP_060390954.1		XP_031883228.1, XP_066008767.1	XP_045267448.1, XP_045271290.1			XP_036496819.1	
OG0011105	XP_060390973.1	XP_060358518.1	XP_066008780.1	XP_045265201.1	XP_060425800.1		XP_036496487.1	
OG0011106	XP_060390984.1	XP_060358680.1	XP_031883829.1			XP_038739236.1		XP_036575953.1, XP_036582530.1
OG0011107	XP_060391000.1	XP_060358172.1	XP_031892311.1	XP_045256299.1	XP_060436946.1		XP_036491004.1	
OG0011108	XP_060391193.1	XP_060369070.1	XP_066008667.1		XP_060428696.1	XP_038744838.1	XP_036495847.1	
OG0011109	XP_060391197.1	XP_060369074.1	XP_031885864.1		XP_060428692.1		XP_036494009.1	XP_070060602.1
OG0011110	XP_060391224.1	XP_060357664.1	XP_066009213.1	XP_045266413.1, XP_045268733.1				XP_070060331.1
OG0011111	XP_060391249.1	XP_060363078.1	XP_031893561.1	XP_045268690.1	XP_060428230.1		XP_036493973.1	
OG0011112	XP_060391259.1	XP_060363065.1	XP_031890253.1	XP_045257874.1	XP_060428212.1		XP_036494934.1	
OG0011113	XP_060391321.1	XP_060359880.1	XP_031876336.1	XP_045260344.1	XP_060425680.1		XP_036500606.1	
OG0011114	XP_060391349.1		XP_031875790.1, XP_031878182.1	XP_045267646.1			XP_036491244.1	XP_036576199.1
OG0011115	XP_060391374.1	XP_060361755.1	XP_031883674.1	XP_045259388.1	XP_060425719.1		XP_036499323.1	
OG0011116	XP_060391394.1		XP_031878219.1	XP_045267674.1	XP_060436824.1		XP_036502335.1	XP_036580254.1
OG0011117	XP_060391409.1	XP_060361777.1	XP_031888832.1	XP_045258512.1	XP_060425725.1		XP_036498750.1	
OG0011118	XP_060391463.1	XP_060358897.1	XP_031877444.1	XP_045267609.1	XP_060424426.1			XP_036582164.1
OG0011119	XP_060391528.1	XP_060360770.1	XP_031883753.1		XP_060424370.1		XP_036499222.1	XP_070062125.1
OG0011120	XP_060391536.1	XP_060357282.1	XP_031883464.1		XP_060424362.1	XP_038748129.1	XP_036500278.1	
OG0011121	XP_060391539.1	XP_060357285.1	XP_031883462.1	XP_045259381.1	XP_060424359.1		XP_036500276.1	
OG0011122	XP_060391540.1	XP_060357286.1	XP_066009486.1	XP_045263350.1	XP_060424358.1		XP_036498475.1	
OG0011123	XP_060391553.1	XP_060357365.1		XP_045270036.1	XP_060429579.1	XP_038748268.1		XP_036579943.1
OG0011124	XP_060391572.1	XP_060363659.1	XP_031877976.1		XP_060429600.1		XP_036498976.1	XP_036579953.1
OG0011125	XP_060391622.1, XP_060401609.1	XP_060363610.1			XP_060423696.1	XP_038741267.1, XP_038741268.1		
OG0011126	XP_060391693.1	XP_060359849.1	XP_031880164.1	XP_045270987.1	XP_060436855.1		XP_036488679.1	
OG0011127	XP_060391694.1	XP_060359850.1	XP_031880166.1	XP_045270986.1	XP_060436856.1		XP_036488678.1	
OG0011128	XP_060391723.1	XP_060369010.1	XP_031890946.1	XP_045260705.1	XP_060428747.1		XP_036488427.1	
OG0011129	XP_060391745.1	XP_060369035.1	XP_031876832.1	XP_045257110.1		XP_038740409.1	XP_036499033.1	
OG0011130	XP_060391767.1		XP_066008680.1	XP_045269933.1		XP_038741174.1	XP_036496085.1	XP_036584760.1
OG0011131	XP_060391794.1	XP_060362441.1	XP_031879971.1		XP_060434973.1		XP_036502659.1	XP_036586534.1
OG0011132	XP_060391820.1	XP_060363699.1	XP_031881043.1	XP_045269020.1			XP_036498924.1	XP_036579487.1
OG0011133	XP_060391822.1	XP_060363697.1	XP_031880966.1	XP_045259554.1	XP_060427526.1		XP_036497190.1	
OG0011134	XP_060391832.1	XP_060363686.1	XP_031880824.1	XP_045266105.1	XP_060427535.1		XP_036488916.1	
OG0011135	XP_060391923.1	XP_060359670.1	XP_066008766.1		XP_060430526.1	XP_038741912.1, XP_038741913.1		
OG0011136	XP_060391942.1	XP_060361837.1, XP_060361838.1		XP_045257983.1	XP_060430504.1			XP_036574903.1
OG0011137	XP_060391988.1, XP_060391989.1	XP_060368118.1	XP_031876423.1, XP_031876449.1		XP_060428644.1			
OG0011138	XP_060392035.1	XP_060362589.1	XP_031889488.1		XP_060429293.1	XP_038750026.1		XP_036589935.1
OG0011139	XP_060392039.1	XP_060362585.1			XP_060429297.1	XP_038750024.1		XP_036575551.2, XP_070062347.1
OG0011140	XP_060392097.1, XP_060402320.1	XP_060358656.1	XP_031885246.1	XP_045266917.1			XP_036496393.1	
OG0011141	XP_060392113.1	XP_060360065.1	XP_031878289.1		XP_060422455.1		XP_036499449.1	XP_036587313.1
OG0011142	XP_060392124.1	XP_060360053.1	XP_031892265.1	XP_045260417.1	XP_060422440.1		XP_036496877.1	
OG0011143	XP_060392141.1	XP_060362796.1	XP_031879029.1		XP_060423482.1		XP_036494049.1	XP_036582750.1
OG0011144	XP_060392155.1	XP_060362782.1	XP_031878316.1	XP_045257193.1	XP_060423470.1			XP_036587241.1
OG0011145	XP_060392179.1	XP_060363154.1	XP_031878196.2	XP_045267695.1		XP_038748547.1	XP_036501316.1	
OG0011146	XP_060392184.1	XP_060363159.1	XP_031884788.1		XP_060427996.1	XP_038746118.1	XP_036493469.1	
OG0011147	XP_060392272.1		XP_031882736.1	XP_045262572.1		XP_038749411.1	XP_036502361.1	XP_036585666.1
OG0011148	XP_060392289.1		XP_031888528.1	XP_045262728.1		XP_038749424.1	XP_036501660.1	XP_036585651.1
OG0011149	XP_060392438.1		XP_066007574.1		XP_060435584.1	XP_038743557.1	XP_036493901.1	XP_036581804.1
OG0011150	XP_060392454.1		XP_031877729.1	XP_045256479.1		XP_038748909.1	XP_036490670.1	XP_036588980.1
OG0011151	XP_060392510.1	XP_060371489.1	XP_031892729.2		XP_060437166.1	XP_038748809.1		XP_036588887.1
OG0011152	XP_060392534.1	XP_060371510.1	XP_031879690.1	XP_045257350.1		XP_038740147.1	XP_036492972.1	
OG0011153	XP_060392544.1		XP_031892761.1		XP_060437142.1	XP_038738698.1	XP_036490960.1	XP_036588855.1
OG0011154	XP_060392570.1	XP_060371541.1	XP_031876000.1	XP_045256470.1	XP_060437116.1			XP_036576354.1
OG0011155	XP_060392587.1	XP_060371557.1	XP_031886705.1	XP_045263206.1	XP_060421902.1		XP_036495484.1	
OG0011156	XP_060392606.1	XP_060371575.1	XP_031892375.1	XP_045256447.1	XP_060437089.1		XP_036490704.1	
OG0011157	XP_060392642.1	XP_060371600.1	XP_066008321.1	XP_045256417.1	XP_060437059.1			XP_070061417.1
OG0011158	XP_060392709.1	XP_060371653.1		XP_045256523.1	XP_060437006.1	XP_038748872.1		XP_036589017.1
OG0011159	XP_060392755.1		XP_031878713.1	XP_045257512.1, XP_045270160.1		XP_038741818.1	XP_036494837.1	
OG0011160	XP_060392776.1	XP_060366519.1	XP_031879608.1	XP_045261919.1	XP_060425120.1		XP_036491691.1	
OG0011161	XP_060392797.1	XP_060366500.1		XP_045258906.1	XP_060425137.1	XP_038741988.1		XP_036578537.1
OG0011162	XP_060392800.1	XP_060366497.1	XP_066008017.1		XP_060425140.1		XP_036492114.1	XP_036578534.1
OG0011163	XP_060392947.1	XP_060370721.1		XP_045258717.1	XP_060433535.1	XP_038747197.1		XP_036585941.1
OG0011164	XP_060393004.1	XP_060359274.1	XP_031876353.1	XP_045271016.1		XP_038746045.1	XP_036499579.1	
OG0011165	XP_060393020.1	XP_060360687.1	XP_066007241.1	XP_045263072.1			XP_036494820.1	XP_036578116.1
OG0011166	XP_060393085.1		XP_031884652.2	XP_045256144.1	XP_060436621.1	XP_038741776.1	XP_036491707.1	
OG0011167	XP_060393092.1	XP_060362039.1	XP_031881670.1		XP_060436628.1	XP_038744605.1		XP_036578975.1
OG0011168	XP_060393107.1		XP_066008915.1	XP_045268068.1		XP_038750302.1	XP_036489221.1	XP_036589614.1
OG0011169	XP_060393172.1		XP_066009520.1	XP_045270709.1		XP_038751390.1	XP_036498717.1	XP_036588261.2
OG0011170	XP_060393242.1, XP_060394340.1, XP_060399477.1, XP_060399740.1				XP_060424523.1, XP_060424554.1			
OG0011171	XP_060393267.1	XP_060365915.1	XP_031882605.1, XP_066007220.1		XP_060422981.1			XP_036577875.1
OG0011172	XP_060393280.1	XP_060365928.1	XP_031877109.1		XP_060422993.1	XP_038744228.1		XP_070060031.1
OG0011173	XP_060393322.1	XP_060365965.1	XP_066007829.1	XP_045260151.1	XP_060425151.1, XP_060425442.1			
OG0011174	XP_060393339.1	XP_060365981.1	XP_031882566.1		XP_060425429.1	XP_038741742.1	XP_036494814.1	
OG0011175	XP_060393354.1, XP_060393355.1, XP_060402848.1, XP_060404030.1				XP_060421426.1, XP_060424537.1			
OG0011176	XP_060393402.1	XP_060365795.1	XP_066007339.1	XP_045259942.1	XP_060431929.1		XP_036494054.1	
OG0011177	XP_060393406.1	XP_060365799.1	XP_031877612.1		XP_060431924.1		XP_036493793.1	XP_036582333.1
OG0011178	XP_060393476.1	XP_060360150.1	XP_031889305.1	XP_045262329.1		XP_038750046.1	XP_036490048.1	
OG0011179	XP_060393489.1	XP_060360135.1	XP_031889233.1	XP_045262311.1	XP_060429256.1			XP_036589898.1
OG0011180	XP_060393534.1	XP_060361479.1	XP_031889338.1		XP_060429221.1	XP_038750158.1	XP_036490059.1	
OG0011181	XP_060393556.1, XP_060397492.1				XP_060422113.1, XP_060422848.1, XP_060435322.1			XP_070059807.1
OG0011182	XP_060393577.1	XP_060363328.1	XP_031880704.1		XP_060423829.1	XP_038749672.1		XP_070062682.1
OG0011183	XP_060393591.1	XP_060363344.1	XP_066007425.1	XP_045266092.1	XP_060423844.1		XP_036488707.1	
OG0011184	XP_060393627.1	XP_060363748.1	XP_031881033.1	XP_045269042.1	XP_060423882.1		XP_036497492.1	
OG0011185	XP_060393700.1	XP_060360478.1	XP_031890612.1			XP_038748069.1	XP_036491670.1	XP_036577962.1
OG0011186	XP_060393740.1	XP_060360318.1	XP_031886745.1	XP_045265929.1	XP_060433822.1		XP_036492487.1	
OG0011187	XP_060393753.1	XP_060360329.1			XP_060433835.1	XP_038745157.1, XP_038745158.1, XP_038745163.1		
OG0011188	XP_060393766.1	XP_060360342.1	XP_031891252.1	XP_045263817.1	XP_060433849.1		XP_036501591.1	
OG0011189	XP_060393783.1		XP_031886682.1	XP_045266651.1		XP_038745179.1	XP_036491836.1	XP_036587412.2
OG0011190	XP_060393792.1		XP_031883999.1	XP_045264307.1	XP_060429901.1	XP_038743101.1		XP_036579031.1
OG0011191	XP_060393841.1	XP_060359169.1	XP_031878212.1	XP_045267636.1	XP_060429951.1		XP_036501167.1	
OG0011192	XP_060393850.1	XP_060359159.1	XP_031883874.1		XP_060429959.1		XP_036493161.1	XP_070061104.1
OG0011193	XP_060393855.1	XP_060359151.1	XP_066009439.1	XP_045269135.1	XP_060429966.1		XP_036497733.1	
OG0011194	XP_060393875.1	XP_060361201.1	XP_031889220.1	XP_045267891.1	XP_060429984.1		XP_036489992.1	
OG0011195	XP_060393895.1	XP_060361223.1	XP_031884017.1	XP_045264217.1	XP_060430007.1		XP_036493255.1	
OG0011196	XP_060393897.1	XP_060361225.1	XP_031883911.1	XP_045264215.1	XP_060430009.1		XP_036493256.1	
OG0011197	XP_060393926.1	XP_060361252.1	XP_031883898.1	XP_045264163.1	XP_060430036.1		XP_036493677.1	
OG0011198	XP_060393932.1	XP_060359779.1	XP_066008005.1	XP_045265129.1	XP_060430042.1		XP_036491470.1	
