Orthogroup	Colletotrichum_acutatum	Colletotrichum_fructicola
OG0007104	XP_060358754.1	XP_031893541.2
OG0007105	XP_060358752.1	XP_031893539.1
OG0007106	XP_060358751.1	XP_031893538.1
OG0007107	XP_060358747.1	XP_031893207.1
OG0007108	XP_060358745.1	XP_031893209.1
OG0007109	XP_060358743.1	XP_031893208.1
OG0007110	XP_060358742.1	XP_031882232.1
OG0007111	XP_060358740.1	XP_031893534.1
OG0007112	XP_060358738.1	XP_031893200.1
OG0007113	XP_060365280.1	XP_031893201.1
OG0007114	XP_060365279.1	XP_031893569.1
OG0007115	XP_060365275.1	XP_031893565.1
OG0007116	XP_060365269.1	XP_031893120.1
OG0007117	XP_060365266.1	XP_031893123.1
OG0007118	XP_060365263.1	XP_031893124.1
OG0007119	XP_060365256.1	XP_031893505.2
OG0007120	XP_060365255.1	XP_031893504.1
OG0007121	XP_060365253.1	XP_031893509.1
OG0007122	XP_060365252.1	XP_031893508.1
OG0007123	XP_060365251.1	XP_031882584.1
OG0007124	XP_060365244.1	XP_031893487.1
OG0007125	XP_060365241.1	XP_066009025.1
OG0007126	XP_060365240.1	XP_066009028.1
OG0007127	XP_060365239.1	XP_031893359.1
OG0007128	XP_060365236.1	XP_031893352.2
OG0007129	XP_060365234.1	XP_031892955.1
OG0007130	XP_060365232.1	XP_031892957.2
OG0007131	XP_060365231.1	XP_031892958.1
OG0007132	XP_060365227.1	XP_031892953.1
OG0007133	XP_060365222.1	XP_031893354.1
OG0007134	XP_060365219.1	XP_031893358.1
OG0007135	XP_060365212.1	XP_031893377.1
OG0007136	XP_060365211.1	XP_031893409.1
OG0007137	XP_060365209.1	XP_031893412.1
OG0007138	XP_060365203.1	XP_031893415.1
OG0007139	XP_060365200.1	XP_031892923.2
OG0007140	XP_060365197.1	XP_031893046.1
OG0007141	XP_060365196.1	XP_066009008.1
OG0007142	XP_060365193.1	XP_031892889.1
OG0007143	XP_060365192.1	XP_031892894.1
OG0007144	XP_060365191.1	XP_031880982.1
OG0007145	XP_060365188.1	XP_031881772.1
OG0007146	XP_060365185.1	XP_031892930.1
OG0007147	XP_060365181.1	XP_031893060.1
OG0007148	XP_060365179.1	XP_066007978.1
OG0007149	XP_060365178.1	XP_031893062.1
OG0007150	XP_060363011.1, XP_060365176.1	XP_031893154.1
OG0007151	XP_060365174.1	XP_031893157.1
OG0007152	XP_060365171.1	XP_031893162.1
OG0007153	XP_060358263.1	XP_066008897.1
OG0007154	XP_060358269.1	XP_031893133.1
OG0007155	XP_060358270.1	XP_031893525.1
OG0007156	XP_060357966.1	XP_031883011.1
OG0007157	XP_060357960.1	XP_031893212.1
OG0007158	XP_060357959.1	XP_031893215.1
OG0007159	XP_060357958.1	XP_031893214.1
OG0007160	XP_060357957.1	XP_031893217.1
OG0007161	XP_060357955.1	XP_031893520.1
OG0007162	XP_060357953.1	XP_031893511.1
OG0007163	XP_060357952.1	XP_031893005.1
OG0007164	XP_060357951.1	XP_031893007.1
OG0007165	XP_060357950.1	XP_031893514.1
OG0007166	XP_060358012.1	XP_031893558.2
OG0007167	XP_060358010.1	XP_031893187.1
OG0007168	XP_060358008.1	XP_031893210.1
OG0007169	XP_060358007.1	XP_031893211.1
OG0007170	XP_060358006.1	XP_031876894.1
OG0007171	XP_060358002.1	XP_031893575.2
OG0007172	XP_060362669.1	XP_031893577.1
OG0007173	XP_060362672.1	XP_031893578.1
OG0007174	XP_060362676.1	XP_031893583.1
OG0007175	XP_060362677.1	XP_031893220.2
OG0007176	XP_060362678.1	XP_031893221.1
OG0007177	XP_060362679.1	XP_031893222.1
OG0007178	XP_060362681.1	XP_031893224.1
OG0007179	XP_060362684.1	XP_031893269.2
OG0007180	XP_060362685.1	XP_031893276.2
OG0007181	XP_060362686.1	XP_031876466.1
OG0007182	XP_060362687.1	XP_031893278.1
OG0007183	XP_060362693.1	XP_031893277.1
OG0007184	XP_060362697.1	XP_031893271.1
OG0007185	XP_060362699.1	XP_031882653.1
OG0007186	XP_060362702.1	XP_031893436.1
OG0007187	XP_060362703.1	XP_066008998.1
OG0007188	XP_060362705.1	XP_031888762.1
OG0007189	XP_060362706.1	XP_031893049.1
OG0007190	XP_060362707.1	XP_031892920.1
OG0007191	XP_060362708.1	XP_031893454.1
OG0007192	XP_060362709.1	XP_031892915.1
OG0007193	XP_060362710.1	XP_031890266.2
OG0007194	XP_060362713.1	XP_031893087.2
OG0007195	XP_060362717.1, XP_060358135.1	XP_031878305.1
OG0007196	XP_060362718.1	XP_031893075.1
OG0007197	XP_060362721.1	XP_031893463.1
OG0007198	XP_060362722.1	XP_031893462.1
OG0007199	XP_060362723.1	XP_031893459.1
OG0007200	XP_060362724.1	XP_031893458.1
OG0007201	XP_060362726.1	XP_031893079.2
OG0007202	XP_060362728.1	XP_031893460.1
OG0007203	XP_060362730.1	XP_031893461.1
OG0007204	XP_060362731.1	XP_031893004.1
OG0007205	XP_060362737.1	XP_031893516.1
OG0007206	XP_060362738.1	XP_031893008.2
OG0007207	XP_060362742.1	XP_031893475.1
OG0007208	XP_060362743.1	XP_031893102.2
OG0007211	XP_060357430.1	XP_031891225.1
OG0007212	XP_060357428.1	XP_031893343.1
OG0007213	XP_060357427.1	XP_031893346.2
OG0007214	XP_060357424.1	XP_031892952.1
OG0007215	XP_060357423.1	XP_031892943.1
OG0007216	XP_060358098.1	XP_031892947.1
OG0007217	XP_060358099.1	XP_031892948.1
OG0007218	XP_060358100.1	XP_031892950.1
OG0007219	XP_060358101.1	XP_031893319.1
OG0007220	XP_060358106.1	XP_031893544.1
OG0007221	XP_060358107.1	XP_031893545.1
OG0007222	XP_060358108.1	XP_031893550.1
OG0007223	XP_060357769.1	XP_031893109.1
OG0007224	XP_060357766.1	XP_031893108.2
OG0007225	XP_060357765.1	XP_031893107.1
OG0007226	XP_060357057.1	XP_031893344.1
OG0007227	XP_060363955.1	XP_031892996.1
OG0007228	XP_060363954.1	XP_031892997.1
OG0007229	XP_060363949.1	XP_031892992.1
OG0007230	XP_060363948.1	XP_031893365.1
OG0007231	XP_060363947.1	XP_031893366.2
OG0007232	XP_060363942.1	XP_031889367.1
OG0007233	XP_060363939.1	XP_031893363.1
OG0007234	XP_060363937.1	XP_031893015.1
OG0007235	XP_060363935.1	XP_031893021.1
OG0007236	XP_060363934.1	XP_031893020.1
OG0007237	XP_060363932.1	XP_031893014.1
OG0007238	XP_060363931.1	XP_031893013.1
OG0007239	XP_060363930.1	XP_031893395.1
OG0007240	XP_060363929.1	XP_031893396.1
OG0007241	XP_060363925.1	XP_031878471.1
OG0007242	XP_060363924.1	XP_031893036.1
OG0007243	XP_060363919.1	XP_066008974.1
OG0007244	XP_060363917.1	XP_031893398.2
OG0007245	XP_060363915.1	XP_031883638.1
OG0007246	XP_060363913.1	XP_031881071.1
OG0007247	XP_060363912.1	XP_031893040.1, XP_066007380.1
OG0007248	XP_060363910.1	XP_031893042.1
OG0007249	XP_060363904.1	XP_031893405.1
OG0007250	XP_060363903.1	XP_031893041.1
OG0007251	XP_060363898.1	XP_031893403.1
OG0007252	XP_060363897.1	XP_031893404.1
OG0007253	XP_060363895.1	XP_031893400.1
OG0007254	XP_060363894.1	XP_031893059.1
OG0007255	XP_060360382.1	XP_031888694.1
OG0007256	XP_060360380.1	XP_031882961.1
OG0007257	XP_060360379.1	XP_031893050.1
OG0007258	XP_060360377.1	XP_031893071.1
OG0007259	XP_060360375.1	XP_031893069.2
OG0007260	XP_060360374.1	XP_031893068.1
OG0007261	XP_060360373.1	XP_031893067.1
OG0007262	XP_060360371.1	XP_031893066.1
OG0007263	XP_060360370.1	XP_031893092.1
OG0007264	XP_060360369.1	XP_031893093.1
OG0007265	XP_060360364.1	XP_031893419.1
OG0007266	XP_060360363.1	XP_031893418.1
OG0007267	XP_060360362.1	XP_031893425.1
OG0007268	XP_060360361.1	XP_031893424.1
OG0007269	XP_060360357.1	XP_031893422.1
OG0007270	XP_060360355.1	XP_031893065.1
OG0007271	XP_060360353.1	XP_031893094.1
OG0007272	XP_060358762.1, XP_060358763.1	XP_031881059.1
OG0007273	XP_060358769.1	XP_031893522.2
OG0007274	XP_060358770.1	XP_031893111.2
OG0007275	XP_060358771.1	XP_031893110.1
OG0007276	XP_060358772.1	XP_031893115.1
OG0007277	XP_060358773.1	XP_031893523.2
OG0007278	XP_060358775.1	XP_031893113.1
OG0007279	XP_060358777.1	XP_031893117.1
OG0007280	XP_060358778.1	XP_031893116.1
OG0007281	XP_060365354.1	XP_031883313.1
OG0007282	XP_060365348.1	XP_031883296.1
OG0007283	XP_060365342.1	XP_031883259.1
OG0007284	XP_060365341.1	XP_031883260.1
OG0007285	XP_060365338.1	XP_031883449.1
OG0007286	XP_060365337.1	XP_066007509.1
OG0007287	XP_060365336.1	XP_031883400.1
OG0007288	XP_060365333.1	XP_031883263.1
OG0007289	XP_060365334.1	XP_031883262.1
OG0007290	XP_060365331.1	XP_031883265.1
OG0007291	XP_060365330.1	XP_031883266.1
OG0007292	XP_060365329.1	XP_031883267.1
OG0007293	XP_060365328.1	XP_031883401.1
OG0007294	XP_060365327.1	XP_031883376.1
OG0007295	XP_060365325.1	XP_031883402.1
OG0007296	XP_060365324.1	XP_031883276.1
OG0007297	XP_060365323.1	XP_031883375.1
OG0007298	XP_060365320.1	XP_031883373.1
OG0007299	XP_060365319.1	XP_031883275.1
OG0007300	XP_060365318.1	XP_031883372.1
OG0007301	XP_060365317.1	XP_031883274.1
OG0007302	XP_060365316.1	XP_031883371.1
OG0007303	XP_060365314.1	XP_031883422.1
OG0007304	XP_060365311.1	XP_031883409.1
OG0007305	XP_060365310.1	XP_031883411.1
OG0007306	XP_060365309.1	XP_031883420.1
OG0007307	XP_060365308.1	XP_031883408.2
OG0007308	XP_060365307.1	XP_031883406.1
OG0007309	XP_060365305.1	XP_031883289.1
OG0007310	XP_060365304.1	XP_031883288.2
OG0007311	XP_060365303.1	XP_031883287.1
OG0007312	XP_060365302.1	XP_031883293.1
OG0007313	XP_060365300.1	XP_031883352.1
OG0007314	XP_060365299.1	XP_031883291.1
OG0007315	XP_060365298.1	XP_066007364.1
OG0007316	XP_060365295.1	XP_031883299.1
OG0007317	XP_060365294.1	XP_066007530.1
OG0007318	XP_060365292.1	XP_031883244.1
OG0007319	XP_060365291.1	XP_031883368.1
OG0007320	XP_060365290.1	XP_066007531.1
OG0007321	XP_060365289.1	XP_031883370.2
OG0007322	XP_060365288.1	XP_031883258.1
OG0007323	XP_060365287.1	XP_066007393.1
OG0007324	XP_060365286.1	XP_066007536.1
OG0007325	XP_060365281.1	XP_031883399.1
OG0007326	XP_060359013.1	XP_031890903.1
OG0007327	XP_060359014.1	XP_066007535.1
OG0007328	XP_060359015.1	XP_031890966.1
OG0007329	XP_060359017.1	XP_031890960.2
OG0007330	XP_060359019.1	XP_031890958.1
OG0007331	XP_060359020.1	XP_031890959.1
OG0007332	XP_060359024.1	XP_031890964.1
OG0007333	XP_060359026.1	XP_031890962.1
OG0007334	XP_060359027.1	XP_031890761.1
OG0007335	XP_060359028.1	XP_031890760.1
OG0007336	XP_060359029.1	XP_031890753.1
OG0007337	XP_060359030.1	XP_031890752.1
OG0007338	XP_060359031.1	XP_031890755.1
OG0007339	XP_060360091.1	XP_031890754.1
OG0007340	XP_060360094.1	XP_031890759.2
OG0007341	XP_060360096.1	XP_031890758.1
OG0007342	XP_060360099.1	XP_066007366.1
OG0007343	XP_060360100.1	XP_031890983.1
OG0007344	XP_060360101.1	XP_031890984.1
OG0007345	XP_060360103.1	XP_031890985.1
OG0007346	XP_060360104.1	XP_031890978.1
OG0007347	XP_060360111.1	XP_031890980.1
OG0007348	XP_060360112.1	XP_031890981.1
OG0007349	XP_060360113.1	XP_031890784.1
OG0007350	XP_060360115.1	XP_031890788.1
OG0007351	XP_060360118.1	XP_031890786.1
OG0007352	XP_060360120.1	XP_031890792.1
OG0007353	XP_060360121.1	XP_031890791.1
OG0007354	XP_060360124.1	XP_031890789.1
OG0007355	XP_060368423.1	XP_031891016.1
OG0007356	XP_060368424.1	XP_031891017.1
OG0007357	XP_060368427.1	XP_031891015.1
OG0007358	XP_060368428.1	XP_031891012.2
OG0007359	XP_060368429.1	XP_031891013.1
OG0007360	XP_060368430.1	XP_031891010.1
OG0007361	XP_060368433.1	XP_031890810.1
OG0007362	XP_060368434.1	XP_031890809.1
OG0007363	XP_060368435.1	XP_031890812.1
OG0007364	XP_060368437.1	XP_031890811.1
OG0007365	XP_060368438.1	XP_031890806.2
OG0007366	XP_060368439.1	XP_066007500.1
OG0007367	XP_060368440.1	XP_031890808.2
OG0007368	XP_060368441.1	XP_031890807.1
OG0007369	XP_060368442.1	XP_031891044.1
OG0007370	XP_060368448.1	XP_031891040.1
OG0007371	XP_060368450.1	XP_066007368.1
OG0007372	XP_060368451.1	XP_031891042.1
OG0007373	XP_060368454.1	XP_031890977.1
OG0007374	XP_060368455.1	XP_031890849.1
OG0007375	XP_060368457.1	XP_031890847.1
OG0007376	XP_060368458.1	XP_031890846.1
OG0007377	XP_060368459.1	XP_031890845.1
OG0007379	XP_060357464.1	XP_066007413.1
OG0007380	XP_060357462.1	XP_031888966.1
OG0007381	XP_060358112.1	XP_031887972.1
OG0007382	XP_060358114.1	XP_031888155.1
OG0007383	XP_060358115.1	XP_031888156.1
OG0007384	XP_060358124.1	XP_031888587.1
OG0007385	XP_060358125.1	XP_031876387.1
OG0007386	XP_060358126.1	XP_066007125.1
OG0007387	XP_060367566.1	XP_031888510.1
OG0007388	XP_060367562.1	XP_031876395.1
OG0007389	XP_060367561.1	XP_031876394.1
OG0007390	XP_060367560.1	XP_031876401.1
OG0007391	XP_060367558.1	XP_031876378.1
OG0007392	XP_060367557.1	XP_031876377.1
OG0007393	XP_060367554.1	XP_031888243.1
OG0007394	XP_060367552.1	XP_031888445.1
OG0007395	XP_060367549.1	XP_031876404.1
OG0007396	XP_060367547.1	XP_031876392.1
OG0007397	XP_060367546.1	XP_031876391.2
OG0007398	XP_060367545.1	XP_031876390.1
OG0007399	XP_060367544.1	XP_031876403.1
OG0007400	XP_060367543.1	XP_031876389.1
OG0007401	XP_060367542.1	XP_031876374.1
OG0007402	XP_060367538.1	XP_031876398.1
OG0007403	XP_060367536.1	XP_031888464.1
OG0007404	XP_060367534.1	XP_031888466.1
OG0007405	XP_060367533.1	XP_031888465.1
OG0007406	XP_060367531.1	XP_031888442.1
OG0007407	XP_060367528.1	XP_066009234.1
OG0007408	XP_060367527.1	XP_031885322.1
OG0007409	XP_060367526.1	XP_031885321.1
OG0007410	XP_060367525.1	XP_031885320.1
OG0007411	XP_060367524.1	XP_031885319.1
OG0007412	XP_060367523.1	XP_066009088.1
OG0007413	XP_060367520.1	XP_066009089.1
OG0007414	XP_060367519.1	XP_031885436.1
OG0007415	XP_060367518.1	XP_031885437.1
OG0007416	XP_060367517.1	XP_031885383.1
OG0007417	XP_060367516.1	XP_031885545.1
OG0007418	XP_060367515.1	XP_031885438.1
OG0007419	XP_060367513.1	XP_031885540.1
OG0007420	XP_060367512.1	XP_066009106.1
OG0007421	XP_060367511.1	XP_031885538.1
OG0007422	XP_060367510.1	XP_031885536.2
OG0007423	XP_060367508.1	XP_031885543.1
OG0007424	XP_060367506.1	XP_031885441.1
OG0007425	XP_060367501.1	XP_031885507.1
OG0007426	XP_060367498.1	XP_031876714.1
OG0007427	XP_060367497.1	XP_031876715.1
OG0007428	XP_060367496.1	XP_031876735.1
OG0007429	XP_060367495.1	XP_031876718.1
OG0007430	XP_060367494.1	XP_031876717.1
OG0007431	XP_060367493.1	XP_031876707.1
OG0007432	XP_060367492.1	XP_066009283.1
OG0007433	XP_060367489.1	XP_031876732.1
OG0007434	XP_060367488.1	XP_031876709.1
OG0007435	XP_060367486.1	XP_066009282.1
OG0007436	XP_060367485.1	XP_031876737.1
OG0007437	XP_060367481.1	XP_031876720.1
OG0007438	XP_060367479.1	XP_031876719.1
OG0007439	XP_060367478.1	XP_031876724.1
OG0007440	XP_060367477.1	XP_066009113.1
OG0007441	XP_060367476.1	XP_031876727.1
OG0007442	XP_060367474.1	XP_031876725.1
OG0007443	XP_060367473.1	XP_031876726.1
OG0007444	XP_060367471.1	XP_066008895.1
OG0007445	XP_060367468.1	XP_031876712.1
OG0007446	XP_060367466.1	XP_031876713.2
OG0007447	XP_060367463.1	XP_031876697.1, XP_031876710.1
OG0007448	XP_060367460.1	XP_031876694.1
OG0007449	XP_060367459.1	XP_066008894.1
OG0007450	XP_060367458.1	XP_031876698.1
OG0007451	XP_060367456.1	XP_031876704.1
OG0007452	XP_060367455.1	XP_031876699.1
OG0007453	XP_060367454.1	XP_031876733.1
OG0007454	XP_060367453.1	XP_031876706.1
OG0007455	XP_060367452.1	XP_031876705.1
OG0007456	XP_060367451.1	XP_031893293.1
OG0007457	XP_060367450.1	XP_031893296.1
OG0007458	XP_060367449.1	XP_031893295.1
OG0007459	XP_060367448.1	XP_031893298.1
OG0007460	XP_060367447.1	XP_031893297.1
OG0007461	XP_060367446.1	XP_031893594.1
OG0007462	XP_060367444.1	XP_031893596.2
OG0007463	XP_060368898.1	XP_031875740.1
OG0007464	XP_060368899.1	XP_031875749.2
OG0007465	XP_060368900.1	XP_031875750.1
OG0007466	XP_060368901.1	XP_031875751.1
OG0007467	XP_060368902.1	XP_031875752.1
OG0007468	XP_060368904.1	XP_031875745.1
OG0007469	XP_060368905.1	XP_031875746.1
OG0007470	XP_060368906.1	XP_066007306.1
OG0007471	XP_060368908.1	XP_031875748.1
OG0007472	XP_060368909.1	XP_031875743.1
OG0007473	XP_060368910.1	XP_066007292.1
OG0007474	XP_060368911.1	XP_031876400.1
OG0007475	XP_060368912.1	XP_066007172.1
OG0007476	XP_060368914.1	XP_031876370.1
OG0007477	XP_060368915.1	XP_066007173.1
OG0007478	XP_060368916.1	XP_031876382.1
OG0007479	XP_060368918.1	XP_031876381.1
OG0007480	XP_060368919.1	XP_031876385.1
OG0007481	XP_060368920.1	XP_031876386.1
OG0007482	XP_060368923.1	XP_031885323.1
OG0007483	XP_060368924.1	XP_031885324.1
OG0007484	XP_060368925.1	XP_031885325.1
OG0007485	XP_060368930.1	XP_031885421.1
OG0007486	XP_060368934.1	XP_031885422.1
OG0007487	XP_060368935.1	XP_031885425.2
OG0007488	XP_060368937.1	XP_031885426.1
OG0007489	XP_060368939.1	XP_031885419.1
OG0007490	XP_060368940.1	XP_031885418.1
OG0007491	XP_060368941.1	XP_031885300.1
OG0007492	XP_060368942.1	XP_031885297.1
OG0007493	XP_060368943.1	XP_031885298.1
OG0007494	XP_060368944.1	XP_031885303.1
OG0007495	XP_060368949.1	XP_031885301.1
OG0007496	XP_060368953.1	XP_031885296.1
OG0007497	XP_060368956.1	XP_031885466.1
OG0007498	XP_060368957.1	XP_031885465.1
OG0007499	XP_060368959.1	XP_031885471.1
OG0007500	XP_060368963.1	XP_031885469.1
OG0007501	XP_060368964.1	XP_031885468.1
OG0007502	XP_060368965.1	XP_031885463.1
OG0007503	XP_060368966.1	XP_031885489.1
OG0007504	XP_060368969.1	XP_031885343.1
OG0007505	XP_060368970.1	XP_031885344.1
OG0007506	XP_060368971.1	XP_031885345.1
OG0007507	XP_060368972.1	XP_031885516.1
OG0007508	XP_060368974.1	XP_031885342.1
OG0007509	XP_060368975.1	XP_031885519.2
OG0007510	XP_060368976.1	XP_031885520.1
OG0007511	XP_060368977.1	XP_031885444.1
OG0007512	XP_060368979.1	XP_031885445.1
OG0007513	XP_060368980.1	XP_031885446.1
OG0007514	XP_060368981.1	XP_031885447.1
OG0007515	XP_060368983.1	XP_031885449.1
OG0007516	XP_060368984.1	XP_031885450.1
OG0007517	XP_060368986.1	XP_031885451.1
OG0007518	XP_060368987.1	XP_031885442.1
OG0007519	XP_060368988.1	XP_031885443.1
OG0007520	XP_060368989.1	XP_031885314.1
OG0007521	XP_060368990.1	XP_031885313.1
OG0007522	XP_060368997.1	XP_031885310.2
OG0007523	XP_060358886.1	XP_031890196.2
OG0007524	XP_060358891.1	XP_031878628.1
OG0007525	XP_060358622.1	XP_031890083.1
OG0007526	XP_060358609.1	XP_031889744.1
OG0007527	XP_060358608.1	XP_031890163.1
OG0007528	XP_060358607.1	XP_031889950.1
OG0007529	XP_060358603.1	XP_031890149.1
OG0007531	XP_060357348.1	XP_031884841.1
OG0007532	XP_060357870.1	XP_031889962.1
OG0007533	XP_060357873.1	XP_031884395.1
OG0007534	XP_060357875.1	XP_031876974.2, XP_031881437.2
OG0007535	XP_060357876.1	XP_031890107.1
OG0007536	XP_060357878.1	XP_031890108.1
OG0007537	XP_060357881.1	XP_031890109.2
OG0007538	XP_060358235.1	XP_031884433.1
OG0007539	XP_060358225.1	XP_031889934.2
OG0007540	XP_060358224.1	XP_066007932.1
OG0007541	XP_060362533.1	XP_031890308.1
OG0007542	XP_060362528.1	XP_031890133.1
OG0007543	XP_060362527.1	XP_031890101.1
OG0007544	XP_060362526.1	XP_031890132.1
OG0007545	XP_060362524.1	XP_031890099.1
OG0007546	XP_060362518.1	XP_031884546.1
OG0007547	XP_060362516.1	XP_031884548.1
OG0007548	XP_060362512.1	XP_031884559.1
OG0007549	XP_060362511.1	XP_031884393.1
OG0007550	XP_060362509.1	XP_031884560.1
OG0007551	XP_060362501.1	XP_031884467.1
OG0007552	XP_060362500.1	XP_031884464.1
OG0007553	XP_060362499.1	XP_031884408.1
OG0007554	XP_060362498.1	XP_031884409.1
OG0007555	XP_060362497.1	XP_031884406.1
OG0007556	XP_060362496.1	XP_031884405.1
OG0007557	XP_060362494.1	XP_031884415.2
OG0007558	XP_060362493.1	XP_031884414.1
OG0007559	XP_060362488.1	XP_031884500.1
OG0007560	XP_060362483.1	XP_031884553.1
OG0007561	XP_060362482.1	XP_031884495.1
OG0007562	XP_060362475.1	XP_031884649.1
OG0007563	XP_060362474.1	XP_066007968.1
OG0007564	XP_060362473.1	XP_031884655.1
OG0007565	XP_060362471.1	XP_031884648.1
OG0007566	XP_060362470.1	XP_031884656.1
OG0007567	XP_060362468.1	XP_031876860.1
OG0007568	XP_060357048.1	XP_066007903.1
OG0007569	XP_060358665.1	XP_031884630.1
OG0007570	XP_060358661.1	XP_031884417.1
OG0007571	XP_060358654.1	XP_031884469.1
OG0007572	XP_060358652.1	XP_031884398.1
OG0007573	XP_060358651.1	XP_031887641.1
OG0007574	XP_060358645.1	XP_031884681.1
OG0007575	XP_060358644.1	XP_031884684.1
OG0007576	XP_060359054.1	XP_031884623.1
OG0007577	XP_060359053.1	XP_031884561.1
OG0007578	XP_060359052.1	XP_031884401.1
OG0007579	XP_060359051.1	XP_066007878.1
OG0007580	XP_060366970.1	XP_031886554.1
OG0007581	XP_060366990.1	XP_031886671.1
OG0007582	XP_060366996.1	XP_031886667.1
OG0007583	XP_060366997.1	XP_031886664.1
OG0007584	XP_060366998.1	XP_031886665.1
OG0007585	XP_060366999.1	XP_031886669.1
OG0007586	XP_060367001.1	XP_031886670.1
OG0007587	XP_060367002.1	XP_031886668.2
OG0007588	XP_060367003.1	XP_066008658.1
OG0007589	XP_060367005.1	XP_031886533.1
OG0007590	XP_060367007.1	XP_031886525.1
OG0007591	XP_060367008.1	XP_031886528.1
OG0007592	XP_060367010.1	XP_031886527.1
OG0007593	XP_060367012.1	XP_031886529.1
OG0007594	XP_060367013.1	XP_031886532.2
OG0007595	XP_060367014.1	XP_031886531.1
OG0007596	XP_060367017.1	XP_031886691.1
OG0007597	XP_060367018.1	XP_031886692.1
OG0007598	XP_060367019.1	XP_031886687.1
OG0007599	XP_060367021.1	XP_031886689.2
OG0007600	XP_060367022.1	XP_031886690.1
OG0007601	XP_060367024.1	XP_031886683.1
OG0007602	XP_060367025.1	XP_031886684.1
OG0007603	XP_060367026.1	XP_031886538.2
OG0007604	XP_060367027.1	XP_031886575.2
OG0007605	XP_060367030.1	XP_031886535.1
OG0007606	XP_060367031.1	XP_031886574.1
OG0007607	XP_060367032.1	XP_031886686.1
OG0007608	XP_060367033.1	XP_031886685.1
OG0007609	XP_060367034.1	XP_066008580.1
OG0007610	XP_060367035.1	XP_066008876.1
OG0007611	XP_060369715.1	XP_031886536.1
OG0007612	XP_060369714.1	XP_031886542.1
OG0007613	XP_060369713.1	XP_031886541.1
OG0007614	XP_060369712.1	XP_031886540.1
OG0007615	XP_060369711.1	XP_031886539.1
OG0007616	XP_060369710.1	XP_066008627.1
OG0007617	XP_060369706.1	XP_031885044.1
OG0007618	XP_060369705.1	XP_031885030.1
OG0007619	XP_060369704.1	XP_031885008.1
OG0007620	XP_060369702.1	XP_031885215.1
OG0007621	XP_060369701.1	XP_031885201.1
