Orthogroup	Colletotrichum_abscissum	Colletotrichum_gloeosporioides
OG0005401	XP_060397096.1	XP_045266500.1
OG0005402	XP_060397097.1	XP_045266501.1
OG0005403	XP_060397099.1	XP_045260490.1
OG0005404	XP_060397108.1	XP_045266400.1
OG0005405	XP_060397109.1	XP_045266401.1
OG0005406	XP_060397113.1	XP_045258925.1
OG0005407	XP_060397115.1	XP_045259052.1
OG0005408	XP_060397117.1	XP_045266406.1
OG0005409	XP_060397120.1	XP_045266408.1
OG0005410	XP_060397121.1	XP_045266409.1
OG0005412	XP_060397124.1	XP_045266410.1
OG0005413	XP_060397128.1	XP_045266415.1
OG0005414	XP_060397129.1	XP_045266416.1
OG0005415	XP_060397131.1	XP_045266417.1
OG0005416	XP_060397134.1	XP_045266426.1
OG0005417	XP_060397135.1	XP_045266425.1
OG0005418	XP_060397136.1	XP_045266424.1
OG0005419	XP_060397137.1	XP_045266423.1
OG0005420	XP_060397138.1	XP_045266422.1
OG0005421	XP_060397139.1	XP_045266421.1
OG0005422	XP_060397140.1	XP_045266428.1
OG0005423	XP_060397144.1	XP_045266429.1
OG0005424	XP_060397145.1	XP_045266430.1
OG0005425	XP_060397148.1	XP_045266432.1
OG0005426	XP_060397149.1	XP_045266433.1
OG0005427	XP_060397152.1	XP_045266434.1
OG0005428	XP_060397155.1	XP_045266437.1
OG0005429	XP_060397159.1	XP_045266444.1
OG0005430	XP_060397160.1	XP_045266443.1
OG0005431	XP_060397161.1	XP_045266442.1
OG0005432	XP_060397168.1	XP_045266446.1
OG0005433	XP_060397169.1	XP_045266447.1
OG0005434	XP_060397170.1	XP_045266454.1
OG0005435	XP_060397171.1	XP_045266453.1
OG0005436	XP_060397172.1	XP_045266452.1
OG0005437	XP_060397173.1	XP_045266451.1
OG0005438	XP_060397174.1	XP_045266450.1
OG0005439	XP_060397175.1	XP_045266449.1
OG0005440	XP_060397176.1	XP_045266455.1
OG0005441	XP_060397177.1	XP_045266456.1
OG0005442	XP_060397214.1	XP_045269478.1
OG0005443	XP_060397229.1	XP_045267157.1
OG0005444	XP_060397290.1	XP_045260538.1
OG0005445	XP_060397291.1	XP_045260537.1
OG0005446	XP_060397293.1	XP_045260552.1
OG0005447	XP_060397294.1	XP_045260551.1
OG0005448	XP_060397295.1	XP_045260550.1
OG0005449	XP_060397296.1	XP_045260557.1
OG0005450	XP_060397297.1	XP_045260556.1
OG0005451	XP_060397300.1	XP_045260500.1
OG0005452	XP_060397309.1	XP_045260532.1
OG0005453	XP_060397310.1	XP_045260533.1
OG0005454	XP_060397321.1	XP_045260493.1
OG0005455	XP_060397322.1	XP_045260494.1
OG0005456	XP_060397323.1	XP_045266034.1
OG0005457	XP_060397326.1	XP_045260472.1
OG0005458	XP_060397327.1	XP_045260473.1
OG0005459	XP_060397328.1	XP_045260474.1
OG0005460	XP_060397329.1	XP_045260475.1
OG0005461	XP_060397330.1	XP_045260469.1
OG0005462	XP_060397338.1	XP_045257236.1, XP_045261136.1
OG0005463	XP_060397354.1	XP_045260466.1
OG0005464	XP_060397358.1	XP_045260467.1
OG0005465	XP_060397361.1	XP_045260468.1
OG0005466	XP_060397368.1	XP_045267034.1
OG0005467	XP_060397378.1	XP_045260478.1
OG0005468	XP_060397396.1	XP_045260456.1
OG0005470	XP_060397405.1	XP_045259967.1
OG0005471	XP_060397406.1	XP_045258397.1
OG0005472	XP_060397419.1	XP_045266078.1
OG0005473	XP_060397421.1	XP_045268856.1
OG0005474	XP_060397424.1	XP_045268853.1
OG0005475	XP_060397426.1	XP_045265085.1
OG0005476	XP_060397435.1	XP_045260409.1
OG0005477	XP_060397436.1	XP_045260419.1
OG0005478	XP_060397438.1	XP_045260423.1
OG0005479	XP_060397439.1	XP_045260425.1
OG0005480	XP_060397440.1	XP_045260426.1
OG0005481	XP_060397442.1	XP_045260427.1
OG0005482	XP_060397448.1	XP_045260435.1
OG0005483	XP_060397450.1	XP_045260436.1
OG0005484	XP_060397451.1	XP_045260437.1
OG0005485	XP_060397453.1	XP_045260440.1
OG0005486	XP_060397455.1	XP_045260448.1
OG0005487	XP_060397456.1	XP_045260449.1
OG0005488	XP_060397457.1	XP_045268850.1
OG0005489	XP_060397461.1	XP_045268847.1
OG0005490	XP_060397463.1	XP_045260402.1
OG0005491	XP_060397464.1	XP_045260403.1
OG0005492	XP_060397466.1	XP_045268849.1
OG0005493	XP_060397470.1	XP_045268860.1
OG0005494	XP_060397471.1	XP_045268861.1
OG0005495	XP_060397474.1	XP_045268879.1
OG0005496	XP_060397476.1	XP_045268877.1
OG0005497	XP_060397477.1	XP_045268876.1
OG0005498	XP_060397478.1	XP_045268875.1
OG0005499	XP_060397479.1	XP_045268874.1
OG0005500	XP_060397480.1	XP_045268867.1
OG0005501	XP_060397487.1	XP_045268864.1
OG0005502	XP_060397505.1	XP_045263646.1
OG0005503	XP_060397506.1	XP_045263645.1
OG0005504	XP_060397508.1	XP_045263644.1
OG0005505	XP_060397509.1	XP_045263643.1
OG0005506	XP_060397513.1	XP_045263639.1
OG0005507	XP_060397515.1	XP_045263635.1
OG0005508	XP_060397517.1	XP_045263634.1
OG0005509	XP_060397518.1	XP_045263633.1
OG0005510	XP_060397519.1	XP_045263632.1
OG0005511	XP_060397520.1	XP_045263631.1
OG0005512	XP_060397522.1	XP_045263629.1
OG0005513	XP_060397523.1	XP_045263628.1
OG0005514	XP_060397524.1	XP_045263627.1
OG0005515	XP_060397525.1	XP_045263626.1
OG0005516	XP_060397526.1	XP_045263625.1
OG0005517	XP_060397527.1	XP_045263624.1
OG0005518	XP_060397529.1	XP_045263623.1
OG0005519	XP_060397530.1	XP_045263622.1
OG0005520	XP_060397531.1	XP_045263621.1
OG0005521	XP_060397532.1	XP_045263620.1
OG0005522	XP_060397533.1	XP_045263619.1
OG0005523	XP_060397534.1	XP_045263618.1
OG0005524	XP_060397536.1	XP_045263617.1
OG0005525	XP_060397537.1	XP_045263616.1
OG0005526	XP_060397538.1	XP_045263615.1
OG0005527	XP_060397539.1	XP_045263614.1
OG0005528	XP_060397541.1	XP_045263613.1
OG0005529	XP_060397542.1	XP_045263612.1
OG0005530	XP_060397545.1	XP_045263611.1
OG0005531	XP_060397546.1	XP_045263610.1
OG0005532	XP_060397547.1	XP_045263609.1
OG0005533	XP_060397548.1	XP_045263608.1
OG0005534	XP_060397557.1	XP_045263605.1
OG0005535	XP_060397558.1	XP_045263604.1
OG0005536	XP_060397559.1	XP_045263603.1
OG0005537	XP_060397560.1	XP_045263602.1
OG0005538	XP_060397561.1	XP_045263601.1
OG0005539	XP_060397562.1	XP_045263600.1
OG0005540	XP_060397565.1	XP_045263599.1
OG0005541	XP_060397566.1	XP_045263598.1
OG0005542	XP_060397567.1	XP_045263597.1
OG0005543	XP_060397568.1	XP_045263596.1
OG0005544	XP_060397570.1	XP_045263594.1
OG0005545	XP_060397571.1	XP_045263593.1
OG0005546	XP_060397573.1	XP_045263592.1
OG0005547	XP_060397575.1	XP_045263590.1
OG0005548	XP_060397576.1	XP_045263589.1
OG0005549	XP_060397578.1	XP_045263588.1
OG0005550	XP_060397579.1	XP_045263587.1
OG0005551	XP_060397580.1	XP_045263586.1
OG0005552	XP_060397581.1	XP_045263585.1
OG0005553	XP_060397582.1	XP_045263584.1
OG0005554	XP_060397583.1	XP_045263583.1
OG0005555	XP_060397584.1	XP_045263582.1
OG0005556	XP_060397585.1	XP_045263581.1
OG0005557	XP_060397586.1	XP_045263580.1
OG0005558	XP_060397591.1	XP_045263579.1
OG0005559	XP_060397592.1	XP_045263578.1
OG0005560	XP_060397598.1	XP_045263574.1
OG0005561	XP_060397600.1	XP_045263575.1
OG0005562	XP_060397601.1	XP_045263576.1
OG0005563	XP_060397602.1	XP_045263577.1
OG0005564	XP_060397603.1	XP_045263573.1
OG0005565	XP_060397604.1	XP_045263572.1
OG0005566	XP_060397605.1	XP_045263571.1
OG0005567	XP_060397606.1	XP_045263570.1
OG0005568	XP_060397607.1	XP_045263569.1
OG0005569	XP_060397615.1	XP_045263562.1
OG0005570	XP_060397620.1	XP_045263564.1
OG0005571	XP_060397621.1	XP_045263565.1
OG0005572	XP_060397623.1	XP_045263566.1
OG0005573	XP_060397624.1	XP_045263567.1
OG0005574	XP_060397627.1	XP_045263547.1
OG0005575	XP_060397628.1	XP_045263548.1
OG0005576	XP_060397635.1	XP_045263539.1
OG0005577	XP_060397637.1	XP_045263540.1
OG0005578	XP_060397638.1	XP_045263541.1
OG0005579	XP_060397639.1	XP_045263542.1
OG0005580	XP_060397641.1	XP_045263398.1
OG0005581	XP_060397642.1	XP_045263514.1
OG0005582	XP_060397644.1	XP_045263515.1
OG0005583	XP_060397647.1	XP_045263549.1
OG0005584	XP_060397648.1	XP_045263550.1
OG0005585	XP_060397649.1	XP_045263555.1
OG0005586	XP_060397650.1	XP_045263554.1
OG0005587	XP_060397651.1	XP_045263553.1
OG0005588	XP_060397661.1	XP_045263535.1
OG0005589	XP_060397664.1	XP_045263531.1
OG0005590	XP_060397669.1	XP_045263516.1
OG0005591	XP_060397670.1	XP_045263517.1
OG0005592	XP_060397672.1	XP_045266145.1
OG0005593	XP_060397676.1	XP_045263528.1
OG0005594	XP_060397685.1	XP_045268086.1
OG0005595	XP_060397686.1	XP_045263505.1
OG0005596	XP_060397687.1	XP_045263511.1
OG0005597	XP_060397688.1	XP_045263510.1
OG0005598	XP_060397689.1	XP_045263509.1
OG0005599	XP_060397691.1	XP_045263508.1
OG0005600	XP_060397693.1	XP_045257984.1, XP_045263507.1
OG0005601	XP_060397719.1	XP_045259912.1
OG0005602	XP_060397722.1	XP_045259909.1
OG0005603	XP_060397724.1	XP_045259908.1
OG0005604	XP_060397725.1	XP_045259907.1
OG0005605	XP_060397726.1	XP_045259906.1
OG0005606	XP_060397727.1	XP_045259905.1
OG0005607	XP_060397728.1	XP_045259904.1
OG0005608	XP_060397729.1	XP_045259903.1
OG0005609	XP_060397731.1	XP_045259901.1
OG0005610	XP_060397734.1	XP_045259899.1
OG0005611	XP_060397738.1	XP_045259897.1
OG0005612	XP_060397740.1	XP_045259896.1
OG0005613	XP_060397741.1	XP_045259895.1
OG0005614	XP_060397742.1	XP_045259894.1
OG0005615	XP_060397744.1	XP_045259892.1
OG0005616	XP_060397745.1	XP_045259891.1
OG0005617	XP_060397749.1	XP_045259886.1
OG0005618	XP_060397750.1	XP_045259885.1
OG0005619	XP_060397755.1	XP_045259877.1
OG0005620	XP_060397758.1	XP_045259873.1
OG0005621	XP_060397760.1	XP_045265180.1
OG0005622	XP_060397763.1	XP_045259871.1
OG0005623	XP_060397769.1	XP_045259869.1
OG0005624	XP_060397771.1	XP_045259863.1
OG0005625	XP_060397773.1	XP_045259862.1
OG0005626	XP_060397775.1	XP_045267311.1
OG0005627	XP_060397777.1	XP_045267312.1
OG0005628	XP_060397778.1	XP_045267313.1
OG0005629	XP_060397779.1	XP_045267315.1
OG0005630	XP_060397781.1	XP_045267317.1
OG0005631	XP_060397783.1	XP_045267319.1
OG0005632	XP_060397784.1	XP_045267320.1
OG0005633	XP_060397787.1	XP_045267326.1
OG0005634	XP_060397788.1	XP_045267324.1
OG0005635	XP_060397789.1	XP_045267323.1
OG0005636	XP_060397790.1	XP_045267322.1
OG0005637	XP_060397791.1	XP_045267321.1
OG0005638	XP_060397792.1	XP_045267331.1
OG0005639	XP_060397795.1	XP_045264575.1
OG0005640	XP_060397804.1	XP_045267337.1
OG0005641	XP_060397805.1	XP_045267338.1
OG0005642	XP_060397810.1	XP_045261232.1
OG0005643	XP_060397815.1	XP_045267349.1
OG0005644	XP_060397816.1	XP_045267348.1
OG0005645	XP_060397820.1	XP_045267346.1
OG0005646	XP_060397824.1	XP_045267360.1
OG0005647	XP_060397826.1	XP_045267364.1
OG0005648	XP_060397828.1	XP_045267365.1
OG0005649	XP_060397829.1	XP_045267366.1
OG0005650	XP_060397835.1	XP_045267382.1
OG0005651	XP_060397837.1	XP_045256576.1
OG0005652	XP_060397841.1	XP_045267385.1
OG0005653	XP_060397843.1	XP_045267386.1
OG0005654	XP_060397844.1	XP_045267387.1
OG0005655	XP_060397851.1	XP_045267425.1
OG0005656	XP_060397854.1	XP_045267433.1
OG0005657	XP_060397855.1	XP_045267434.1
OG0005658	XP_060397861.1	XP_045265077.1
OG0005659	XP_060397862.1	XP_045267424.1
OG0005660	XP_060397863.1	XP_045263890.1
OG0005661	XP_060397866.1	XP_045267419.1
OG0005662	XP_060397868.1	XP_045267418.1
OG0005663	XP_060397871.1	XP_045267403.1
OG0005664	XP_060397872.1	XP_045267404.1
OG0005665	XP_060397873.1	XP_045267405.1
OG0005666	XP_060397875.1	XP_045267406.1
OG0005667	XP_060397876.1	XP_045267407.1
OG0005668	XP_060397877.1	XP_045267408.1
OG0005669	XP_060397879.1	XP_045267410.1
OG0005670	XP_060397882.1	XP_045267413.1
OG0005671	XP_060397883.1	XP_045267393.1
OG0005672	XP_060397884.1	XP_045267392.1
OG0005673	XP_060397891.1	XP_045267435.1
OG0005674	XP_060397893.1	XP_045267441.1
OG0005675	XP_060397897.1	XP_045267443.1
OG0005676	XP_060397898.1	XP_045267445.1
OG0005677	XP_060397902.1	XP_045267450.1
OG0005678	XP_060397906.1	XP_045267453.1
OG0005679	XP_060397908.1	XP_045267464.1
OG0005680	XP_060397909.1	XP_045267465.1
OG0005681	XP_060397910.1	XP_045267474.1
OG0005682	XP_060397911.1	XP_045267476.1
OG0005683	XP_060397914.1	XP_045260603.1
OG0005685	XP_060397919.1	XP_045267477.1
OG0005686	XP_060397921.1	XP_045267480.1
OG0005687	XP_060397922.1	XP_045267479.1
OG0005689	XP_060397927.1	XP_045267090.1
OG0005690	XP_060397929.1	XP_045267508.1
OG0005691	XP_060397931.1	XP_045267510.1
OG0005692	XP_060397932.1	XP_045267512.1
OG0005693	XP_060397935.1	XP_045267513.1
OG0005694	XP_060397949.1	XP_045267516.1
OG0005695	XP_060397956.1	XP_045256639.1
OG0005696	XP_060397959.1	XP_045256640.1
OG0005697	XP_060397963.1	XP_045256642.1
OG0005698	XP_060397964.1	XP_045256643.1
OG0005699	XP_060397966.1	XP_045256644.1
OG0005700	XP_060397967.1	XP_045256645.1
OG0005701	XP_060397969.1	XP_045256646.1
OG0005702	XP_060397970.1	XP_045256647.1
OG0005703	XP_060397971.1	XP_045256648.1
OG0005704	XP_060397973.1	XP_045256649.1
OG0005705	XP_060397981.1	XP_045267158.1
OG0005706	XP_060397982.1	XP_045267159.1
OG0005707	XP_060397983.1	XP_045267160.1
OG0005708	XP_060397984.1	XP_045267162.1
OG0005709	XP_060397986.1	XP_045267164.1
OG0005710	XP_060397987.1	XP_045267165.1
OG0005711	XP_060397988.1	XP_045267166.1
OG0005712	XP_060397989.1	XP_045267167.1
OG0005713	XP_060397990.1	XP_045267168.1
OG0005714	XP_060397991.1	XP_045267169.1
OG0005715	XP_060397992.1	XP_045267170.1
OG0005716	XP_060397994.1	XP_045267172.1
OG0005717	XP_060397995.1	XP_045267174.1
OG0005718	XP_060397996.1	XP_045267175.1
OG0005719	XP_060397997.1	XP_045267176.1
OG0005720	XP_060397998.1	XP_045267177.1
OG0005721	XP_060397999.1	XP_045267178.1
OG0005722	XP_060398001.1	XP_045267180.1
OG0005723	XP_060398002.1	XP_045267181.1
OG0005724	XP_060398003.1	XP_045267182.1
OG0005725	XP_060398006.1	XP_045267183.1
OG0005726	XP_060398007.1	XP_045267184.1
OG0005727	XP_060398010.1	XP_045267186.1
OG0005728	XP_060398012.1	XP_045267188.1
OG0005729	XP_060398013.1	XP_045267189.1
OG0005730	XP_060398014.1	XP_045267190.1
OG0005731	XP_060398015.1	XP_045267191.1
OG0005732	XP_060398016.1	XP_045267192.1
OG0005733	XP_060398023.1	XP_045258267.1
OG0005734	XP_060398029.1	XP_045258265.1
OG0005735	XP_060398034.1	XP_045266675.1
OG0005736	XP_060398035.1	XP_045266676.1
OG0005737	XP_060398036.1	XP_045266677.1
OG0005738	XP_060398039.1	XP_045266680.1
OG0005739	XP_060398040.1	XP_045266681.1
OG0005740	XP_060398041.1	XP_045266682.1
OG0005741	XP_060398046.1	XP_045266686.1
OG0005742	XP_060398050.1	XP_045266688.1
OG0005743	XP_060398051.1	XP_045266689.1
OG0005744	XP_060398052.1	XP_045266690.1
OG0005745	XP_060398056.1	XP_045266693.1
OG0005746	XP_060398057.1	XP_045266694.1
OG0005747	XP_060398058.1	XP_045266695.1
OG0005748	XP_060398068.1	XP_045266697.1
OG0005749	XP_060398070.1	XP_045266698.1
OG0005750	XP_060398077.1	XP_045266702.1
OG0005751	XP_060398080.1	XP_045266703.1
OG0005752	XP_060398081.1	XP_045266704.1
OG0005753	XP_060398082.1	XP_045266705.1
OG0005754	XP_060398083.1	XP_045266706.1
OG0005755	XP_060398084.1	XP_045266707.1
OG0005756	XP_060398085.1	XP_045266708.1
OG0005757	XP_060398086.1	XP_045266709.1
OG0005758	XP_060398087.1	XP_045266710.1
OG0005759	XP_060398089.1	XP_045266711.1
OG0005760	XP_060398091.1	XP_045266713.1
OG0005761	XP_060398093.1	XP_045266715.1
OG0005762	XP_060398094.1	XP_045266716.1
OG0005763	XP_060398095.1	XP_045266718.1
OG0005764	XP_060398097.1	XP_045266719.1
OG0005765	XP_060398098.1	XP_045266720.1
OG0005766	XP_060398099.1	XP_045266721.1
OG0005767	XP_060398101.1	XP_045266722.1
OG0005768	XP_060398102.1	XP_045266726.1
OG0005769	XP_060398103.1	XP_045266725.1
OG0005770	XP_060398105.1	XP_045266724.1
OG0005771	XP_060398108.1	XP_045266723.1
OG0005772	XP_060398109.1	XP_045266727.1
OG0005773	XP_060398111.1	XP_045266728.1
OG0005774	XP_060398112.1	XP_045266729.1
OG0005775	XP_060398113.1	XP_045266730.1
OG0005776	XP_060398117.1	XP_045266732.1
OG0005777	XP_060398118.1	XP_045266733.1
OG0005778	XP_060398120.1	XP_045266734.1
OG0005779	XP_060398121.1	XP_045266735.1
OG0005780	XP_060398122.1	XP_045266737.1
OG0005781	XP_060398126.1	XP_045266740.1
OG0005782	XP_060398127.1	XP_045266741.1
OG0005783	XP_060398128.1	XP_045266742.1
OG0005784	XP_060398129.1	XP_045266743.1
OG0005785	XP_060398130.1	XP_045266744.1
OG0005786	XP_060398131.1	XP_045266745.1
OG0005787	XP_060398135.1	XP_045266749.1
OG0005788	XP_060398137.1	XP_045266751.1
OG0005789	XP_060398138.1	XP_045266752.1
OG0005790	XP_060398139.1	XP_045266753.1
OG0005791	XP_060398140.1	XP_045266754.1
OG0005792	XP_060398141.1	XP_045266755.1
OG0005793	XP_060398142.1	XP_045266756.1
OG0005794	XP_060398145.1	XP_045266759.1
OG0005795	XP_060398146.1	XP_045266760.1
OG0005796	XP_060398147.1	XP_045266761.1
OG0005797	XP_060398149.1	XP_045266762.1
OG0005798	XP_060398150.1	XP_045266764.1
OG0005799	XP_060398151.1	XP_045266765.1
OG0005800	XP_060398152.1	XP_045266767.1
OG0005801	XP_060398153.1	XP_045266768.1
OG0005802	XP_060398154.1	XP_045266769.1
OG0005803	XP_060398157.1	XP_045266771.1
OG0005804	XP_060398158.1	XP_045266772.1
OG0005805	XP_060398159.1	XP_045266773.1
OG0005806	XP_060398162.1	XP_045266774.1
OG0005807	XP_060398164.1	XP_045266780.1
OG0005808	XP_060398167.1	XP_045266779.1
OG0005809	XP_060398169.1	XP_045266778.1
OG0005810	XP_060398170.1	XP_045266777.1
OG0005811	XP_060398173.1	XP_045266776.1
OG0005812	XP_060398176.1	XP_045266775.1
OG0005813	XP_060398180.1	XP_045266782.1
OG0005814	XP_060398181.1	XP_045266801.1
OG0005815	XP_060398182.1	XP_045266800.1
OG0005816	XP_060398183.1	XP_045266799.1
OG0005817	XP_060398185.1	XP_045266798.1
OG0005818	XP_060398194.1	XP_045266795.1
OG0005819	XP_060398198.1	XP_045266794.1
OG0005820	XP_060398200.1	XP_045266792.1
OG0005821	XP_060398201.1	XP_045266791.1
OG0005822	XP_060398202.1	XP_045266790.1
OG0005823	XP_060398203.1	XP_045266789.1
OG0005824	XP_060398204.1	XP_045266788.1
OG0005825	XP_060398206.1	XP_045266787.1
OG0005826	XP_060398208.1	XP_045266786.1
OG0005827	XP_060398210.1	XP_045266785.1
OG0005828	XP_060398211.1	XP_045266784.1
OG0005829	XP_060398214.1	XP_045268587.1
OG0005830	XP_060398217.1	XP_045268586.1
OG0005831	XP_060398218.1	XP_045268585.1
OG0005832	XP_060398219.1	XP_045268584.1
OG0005833	XP_060398224.1	XP_045268589.1
OG0005834	XP_060398225.1	XP_045268588.1
OG0005835	XP_060398229.1	XP_045268594.1
OG0005836	XP_060398230.1	XP_045268593.1
OG0005837	XP_060398231.1	XP_045268592.1
OG0005838	XP_060398233.1	XP_045268583.1
OG0005839	XP_060398237.1	XP_045268563.1
OG0005840	XP_060398240.1	XP_045268564.1
OG0005841	XP_060398241.1	XP_045268565.1
OG0005842	XP_060398242.1	XP_045268567.1
OG0005843	XP_060398244.1	XP_045268568.1
OG0005844	XP_060398245.1	XP_045268569.1
OG0005845	XP_060398247.1	XP_045268572.1
OG0005846	XP_060398248.1	XP_045268573.1
OG0005847	XP_060398251.1	XP_045268561.1
OG0005848	XP_060398254.1	XP_045268559.1
OG0005849	XP_060398258.1	XP_045268560.1
OG0005850	XP_060398263.1	XP_045268556.1
OG0005851	XP_060398264.1	XP_045268555.1
OG0005852	XP_060398265.1	XP_045268554.1
OG0005853	XP_060398266.1	XP_045268553.1
OG0005854	XP_060398267.1	XP_045268552.1
OG0005855	XP_060398276.1	XP_045268541.1
OG0005856	XP_060398284.1	XP_045268529.1
OG0005857	XP_060398286.1	XP_045268530.1
OG0005858	XP_060398287.1	XP_045268526.1
OG0005859	XP_060398291.1	XP_045268523.1
OG0005860	XP_060398292.1	XP_045268522.1
OG0005861	XP_060398294.1	XP_045268521.1
OG0005862	XP_060398296.1	XP_045268520.1
OG0005863	XP_060398304.1	XP_045268517.1
OG0005864	XP_060398306.1	XP_045268515.1
OG0005865	XP_060398308.1	XP_045268514.1
OG0005866	XP_060398309.1	XP_045268513.1
OG0005868	XP_060398316.1	XP_045268510.1
OG0005869	XP_060398318.1	XP_045268508.1
OG0005870	XP_060398319.1	XP_045268507.1
OG0005871	XP_060398320.1	XP_045268506.1
OG0005872	XP_060398321.1	XP_045268505.1
OG0005873	XP_060398322.1	XP_045268504.1
OG0005874	XP_060398323.1	XP_045268503.1
OG0005875	XP_060398324.1	XP_045268502.1
OG0005876	XP_060398328.1	XP_045268493.1
OG0005877	XP_060398330.1	XP_045268495.1
OG0005878	XP_060398331.1	XP_045268496.1
OG0005879	XP_060398332.1	XP_045268497.1
OG0005880	XP_060398333.1	XP_045268498.1
OG0005881	XP_060398334.1	XP_045268499.1
OG0005882	XP_060398337.1	XP_045268486.1
OG0005883	XP_060398339.1	XP_045268491.1
OG0005884	XP_060398340.1	XP_045268490.1
OG0005885	XP_060398342.1	XP_045268488.1
OG0005886	XP_060398345.1	XP_045268487.1
OG0005887	XP_060398354.1	XP_045268484.1
OG0005888	XP_060398359.1	XP_045268481.1
OG0005889	XP_060398360.1	XP_045268480.1
OG0005890	XP_060398365.1	XP_045268476.1
OG0005891	XP_060398367.1	XP_045268474.1
OG0005892	XP_060398368.1	XP_045268473.1
OG0005893	XP_060398371.1	XP_045268468.1
OG0005894	XP_060398373.1	XP_045268467.1
OG0005895	XP_060398374.1	XP_045268466.1
OG0005896	XP_060398375.1	XP_045268465.1
OG0005897	XP_060398378.1	XP_045268463.1
OG0005898	XP_060398379.1	XP_045268462.1
OG0005899	XP_060398380.1	XP_045268461.1
OG0005900	XP_060398381.1	XP_045268460.1
OG0005901	XP_060398383.1	XP_045268457.1
OG0005902	XP_060398384.1	XP_045268456.1
OG0005903	XP_060398386.1	XP_045268443.1
OG0005904	XP_060398394.1	XP_045268445.1
OG0005905	XP_060398396.1	XP_045268446.1
OG0005906	XP_060398398.1	XP_045268447.1
OG0005907	XP_060398399.1	XP_045268454.1
OG0005908	XP_060398403.1	XP_045268452.1
OG0005909	XP_060398404.1	XP_045268451.1
OG0005910	XP_060398405.1	XP_045268450.1
OG0005911	XP_060398406.1	XP_045268449.1
OG0005912	XP_060398408.1	XP_045268439.1
OG0005913	XP_060398412.1	XP_045268437.1
OG0005914	XP_060398413.1	XP_045268436.1
OG0005915	XP_060398414.1	XP_045268435.1
OG0005916	XP_060398416.1	XP_045268434.1
OG0005917	XP_060398417.1	XP_045268433.1
OG0005918	XP_060398419.1	XP_045268432.1
OG0005919	XP_060398421.1	XP_045268430.1
OG0005920	XP_060398424.1	XP_045268428.1
