Orthogroup	Colletotrichum_abscissum	Colletotrichum_truncatum
OG0005863	XP_060398304.1	XP_070062231.1
OG0005864	XP_060398306.1	XP_036585112.1
OG0005865	XP_060398308.1	XP_036585113.2
OG0005866	XP_060398309.1	XP_036585114.1
OG0005867	XP_060398313.1	XP_036576592.1
OG0005868	XP_060398316.1	XP_036585125.1
OG0005869	XP_060398318.1	XP_036585123.1
OG0005870	XP_060398319.1	XP_036585122.1
OG0005871	XP_060398320.1	XP_036585121.1
OG0005872	XP_060398321.1	XP_036585120.1
OG0005873	XP_060398322.1	XP_036585119.1
OG0005874	XP_060398323.1	XP_036585118.1
OG0005875	XP_060398324.1	XP_036585117.1
OG0005876	XP_060398328.1	XP_036585140.1
OG0005877	XP_060398330.1	XP_070062239.1
OG0005878	XP_060398331.1	XP_036585143.1
OG0005879	XP_060398332.1	XP_036585144.1
OG0005880	XP_060398333.1	XP_036585145.1
OG0005881	XP_060398334.1	XP_036585146.1
OG0005882	XP_060398337.1	XP_036585149.1
OG0005883	XP_060398339.1	XP_070062237.1
OG0005884	XP_060398340.1	XP_036585138.2
OG0005885	XP_060398342.1	XP_036585135.2
OG0005886	XP_060398345.1	XP_036585134.1
OG0005887	XP_060398354.1	XP_036585150.1
OG0005888	XP_060398359.1	XP_036585154.1
OG0005889	XP_060398360.1	XP_036585155.1
OG0005890	XP_060398365.1	XP_036589251.1
OG0005891	XP_060398367.1	XP_036589252.1
OG0005892	XP_060398368.1	XP_036589253.1
OG0005893	XP_060398371.1	XP_036589255.2
OG0005894	XP_060398373.1	XP_036589256.1
OG0005895	XP_060398374.1	XP_036589257.1
OG0005896	XP_060398375.1	XP_036589258.1
OG0005897	XP_060398378.1	XP_036589261.1
OG0005898	XP_060398379.1	XP_036589262.1
OG0005899	XP_060398380.1	XP_036589263.1
OG0005900	XP_060398381.1	XP_036589264.1
OG0005901	XP_060398383.1	XP_036589266.1
OG0005902	XP_060398384.1	XP_036589267.2
OG0005903	XP_060398386.1	XP_036589279.2
OG0005904	XP_060398394.1	XP_036589277.1
OG0005905	XP_060398396.1	XP_036589276.1
OG0005906	XP_060398398.1	XP_036589275.1
OG0005907	XP_060398399.1	XP_036589273.1
OG0005908	XP_060398403.1	XP_036589271.1
OG0005909	XP_060398404.1	XP_036589270.1
OG0005910	XP_060398405.1	XP_036589269.1
OG0005911	XP_060398406.1	XP_036589268.1
OG0005912	XP_060398408.1	XP_036589283.2
OG0005913	XP_060398412.1	XP_070062247.1
OG0005914	XP_060398413.1	XP_036589287.1
OG0005915	XP_060398414.1	XP_036589288.1
OG0005916	XP_060398416.1	XP_036589289.1
OG0005917	XP_060398417.1	XP_036589290.1
OG0005918	XP_060398419.1	XP_070062248.1
OG0005919	XP_060398421.1	XP_036589293.1
OG0005920	XP_060398424.1	XP_036589295.1
OG0005921	XP_060398425.1	XP_036589296.1
OG0005922	XP_060398426.1	XP_036589297.1
OG0005923	XP_060398428.1	XP_036589298.1
OG0005924	XP_060398430.1	XP_036589299.1
OG0005925	XP_060398431.1	XP_036589300.1
OG0005926	XP_060398432.1	XP_036589301.1
OG0005927	XP_060398433.1	XP_036589302.1
OG0005928	XP_060398435.1	XP_036589303.1
OG0005929	XP_060398439.1	XP_036589305.1
OG0005930	XP_060398442.1	XP_036589308.1
OG0005931	XP_060398444.1	XP_036589309.1
OG0005932	XP_060398445.1	XP_036589310.1
OG0005933	XP_060398446.1	XP_036589311.1
OG0005934	XP_060398447.1	XP_036589312.1
OG0005935	XP_060398448.1	XP_036589313.1
OG0005936	XP_060398449.1	XP_036589314.1
OG0005937	XP_060398450.1	XP_036589315.1
OG0005938	XP_060398451.1	XP_036589317.1
OG0005939	XP_060398452.1	XP_036589318.1
OG0005940	XP_060398454.1	XP_070062250.1
OG0005941	XP_060398458.1	XP_036589322.1
OG0005942	XP_060398462.1	XP_070062251.1
OG0005943	XP_060398466.1	XP_036589326.1
OG0005944	XP_060398467.1	XP_036589327.1
OG0005945	XP_060398472.1	XP_036589329.1
OG0005946	XP_060398475.1	XP_036589331.1
OG0005947	XP_060398477.1	XP_036589332.1
OG0005948	XP_060398478.1	XP_070062253.1
OG0005949	XP_060398481.1	XP_036589336.1
OG0005950	XP_060398482.1	XP_070062252.1
OG0005951	XP_060398483.1	XP_036589334.1
OG0005952	XP_060398484.1	XP_036589333.1
OG0005953	XP_060398487.1	XP_036589339.1
OG0005954	XP_060398489.1	XP_036589340.1
OG0005955	XP_060398490.1	XP_036589341.1
OG0005956	XP_060398491.1	XP_036589342.1
OG0005957	XP_060398492.1	XP_036589343.1
OG0005958	XP_060398493.1	XP_070062254.1
OG0005959	XP_060398496.1	XP_036589346.1
OG0005960	XP_060398497.1	XP_036589347.1
OG0005961	XP_060398499.1	XP_036589348.1
OG0005962	XP_060398500.1	XP_036589349.1
OG0005963	XP_060398501.1	XP_036589368.1
OG0005964	XP_060398502.1	XP_036589367.1
OG0005965	XP_060398503.1	XP_036589366.1
OG0005966	XP_060398504.1	XP_036589365.1
OG0005967	XP_060398505.1	XP_036589364.2
OG0005968	XP_060398506.1	XP_036589363.1
OG0005969	XP_060398528.1	XP_036586064.1
OG0005970	XP_060398534.1	XP_036586074.1
OG0005971	XP_060398535.1	XP_036586073.1
OG0005972	XP_060398536.1	XP_036586058.1
OG0005973	XP_060398537.1	XP_036586057.1
OG0005974	XP_060398538.1	XP_036586053.1
OG0005975	XP_060398540.1	XP_036586054.1
OG0005976	XP_060398549.1	XP_036586052.1
OG0005977	XP_060398550.1	XP_036586088.1
OG0005978	XP_060398551.1	XP_036586087.1
OG0005979	XP_060398553.1	XP_036586086.1
OG0005980	XP_060398554.1	XP_036586085.1
OG0005981	XP_060398555.1	XP_036586084.1
OG0005982	XP_060398556.1	XP_036586083.1
OG0005983	XP_060398557.1	XP_036586082.1
OG0005984	XP_060398558.1	XP_036586081.1
OG0005985	XP_060398561.1	XP_036586079.1
OG0005986	XP_060398564.1	XP_036586108.2
OG0005987	XP_060398565.1	XP_036586106.1
OG0005988	XP_060398567.1	XP_036586105.1
OG0005989	XP_060398570.1	XP_036586102.1
OG0005990	XP_060398572.1	XP_036586100.1
OG0005991	XP_060398573.1	XP_070062045.1
OG0005992	XP_060398574.1	XP_036586098.1
OG0005993	XP_060398576.1	XP_036586097.1
OG0005994	XP_060398579.1	XP_036586113.1
OG0005995	XP_060398580.1	XP_070062048.1
OG0005996	XP_060398581.1	XP_070062047.1
OG0005997	XP_060398583.1	XP_036586090.1
OG0005998	XP_060398591.1	XP_036586121.1, XP_036577379.1
OG0005999	XP_060398594.1	XP_036586123.1
OG0006000	XP_060398596.1	XP_070062051.1
OG0006001	XP_060398600.1	XP_036574581.1
OG0006002	XP_060398602.1	XP_036574582.1
OG0006003	XP_060398606.1	XP_036574586.1
OG0006004	XP_060398607.1	XP_070062060.1
OG0006005	XP_060398614.1	XP_036574591.1
OG0006006	XP_060398615.1	XP_036574592.2
OG0006007	XP_060398616.1	XP_036574593.1
OG0006008	XP_060398621.1	XP_070062061.1
OG0006009	XP_060398623.1	XP_036574601.1
OG0006010	XP_060398624.1	XP_036574602.1
OG0006011	XP_060398627.1	XP_036574606.1
OG0006012	XP_060398629.1	XP_070062063.1
OG0006013	XP_060398631.1	XP_036574610.1
OG0006014	XP_060398632.1	XP_036574611.1
OG0006015	XP_060398634.1	XP_036577250.1
OG0006016	XP_060398637.1	XP_036576374.1
OG0006017	XP_060398638.1	XP_036576375.1
OG0006018	XP_060398640.1	XP_036576378.1
OG0006019	XP_060398641.1	XP_036576377.1
OG0006020	XP_060398642.1	XP_036576379.1
OG0006021	XP_060398644.1	XP_036576381.2
OG0006022	XP_060398645.1	XP_036576382.1
OG0006023	XP_060398646.1	XP_036576383.1
OG0006024	XP_060398647.1	XP_036576384.1
OG0006025	XP_060398650.1	XP_036576389.1
OG0006026	XP_060398657.1	XP_036576387.1
OG0006027	XP_060398658.1	XP_036576390.1
OG0006028	XP_060398660.1	XP_036576391.1
OG0006029	XP_060398661.1	XP_036576392.1
OG0006030	XP_060398662.1	XP_036576393.2
OG0006031	XP_060398663.1	XP_070062066.1
OG0006032	XP_060398664.1	XP_070062067.1
OG0006033	XP_060398667.1	XP_036576396.1
OG0006034	XP_060398669.1	XP_036576398.1
OG0006035	XP_060398672.1	XP_070062069.1
OG0006036	XP_060398673.1	XP_036576400.1
OG0006037	XP_060398674.1	XP_036576401.2
OG0006038	XP_060398676.1	XP_070062070.1
OG0006039	XP_060398678.1	XP_036576403.1
OG0006040	XP_060398679.1	XP_036576404.1
OG0006041	XP_060398680.1	XP_036576405.1
OG0006042	XP_060398682.1	XP_036576407.1
OG0006043	XP_060398683.1	XP_036576408.1
OG0006044	XP_060398684.1	XP_036576409.1
OG0006045	XP_060398685.1	XP_036576410.1
OG0006046	XP_060398687.1	XP_036576411.1
OG0006047	XP_060398688.1	XP_070062071.1
OG0006048	XP_060398691.1	XP_036576414.1
OG0006049	XP_060398692.1	XP_036576415.2
OG0006050	XP_060398693.1	XP_036576416.1
OG0006051	XP_060398694.1	XP_036576417.1
OG0006053	XP_060398698.1	XP_036576424.1
OG0006054	XP_060398699.1	XP_036576425.2
OG0006055	XP_060398701.1	XP_036576427.1
OG0006056	XP_060398702.1	XP_036576428.1
OG0006057	XP_060398703.1	XP_036576429.1
OG0006058	XP_060398704.1	XP_036576430.1
OG0006059	XP_060398706.1	XP_070062072.1
OG0006060	XP_060398707.1	XP_036576432.1
OG0006061	XP_060398708.1	XP_036576433.1
OG0006062	XP_060398713.1	XP_036576420.1
OG0006063	XP_060398714.1	XP_036576419.2
OG0006064	XP_060398715.1	XP_036576435.1
OG0006065	XP_060398716.1	XP_036576436.1
OG0006066	XP_060398718.1	XP_036576437.1
OG0006067	XP_060398719.1	XP_036576448.1
OG0006068	XP_060398720.1	XP_036576449.1
OG0006069	XP_060398725.1	XP_036576452.1
OG0006070	XP_060398728.1	XP_036579899.1
OG0006071	XP_060398729.1	XP_036579900.1
OG0006072	XP_060398731.1	XP_070062091.1
OG0006073	XP_060398744.1	XP_036588228.1
OG0006074	XP_060398747.1	XP_036588226.1
OG0006075	XP_060398750.1	XP_036588223.1
OG0006076	XP_060398752.1	XP_036588210.1
OG0006077	XP_060398763.1	XP_036588206.1
OG0006078	XP_060398764.1	XP_036588207.1
OG0006079	XP_060398765.1	XP_070060878.1
OG0006080	XP_060398768.1	XP_036588195.1
OG0006081	XP_060398769.1	XP_036588196.1
OG0006082	XP_060398773.1	XP_036588198.1
OG0006083	XP_060398776.1	XP_036588156.1
OG0006084	XP_060398777.1	XP_036588157.1
OG0006085	XP_060398778.1	XP_036588158.1
OG0006086	XP_060398779.1	XP_036588159.1
OG0006087	XP_060398783.1	XP_036588165.1
OG0006088	XP_060398786.1	XP_036588168.1
OG0006089	XP_060398787.1	XP_036581110.1
OG0006090	XP_060398799.1	XP_036576577.2, XP_036574238.2, XP_036584314.2, XP_070059852.1
OG0006091	XP_060398801.1	XP_036588175.1
OG0006092	XP_060398804.1	XP_036588176.1
OG0006093	XP_060398805.1	XP_070060869.1
OG0006094	XP_060398813.1	XP_036588184.2
OG0006095	XP_060398814.1	XP_036588185.1
OG0006096	XP_060398816.1	XP_036588188.1
OG0006097	XP_060398817.1	XP_036588187.1
OG0006098	XP_060398827.1	XP_036588142.1
OG0006099	XP_060398828.1	XP_036588143.1
OG0006100	XP_060398829.1	XP_036588146.1
OG0006101	XP_060398832.1	XP_036588148.1
OG0006102	XP_060398833.1	XP_036588149.1
OG0006103	XP_060398835.1	XP_036588150.1
OG0006104	XP_060398838.1	XP_036588152.1
OG0006105	XP_060398841.1	XP_036588154.2
OG0006106	XP_060398851.1	XP_036588131.1
OG0006107	XP_060398854.1	XP_036588130.1
OG0006108	XP_060398855.1	XP_036588127.1
OG0006109	XP_060398856.1	XP_036588126.1
OG0006110	XP_060398861.1	XP_036588124.1
OG0006111	XP_060398862.1	XP_036588123.1
OG0006112	XP_060398863.1	XP_036588121.1
OG0006113	XP_060398864.1	XP_036588120.1
OG0006114	XP_060398866.1	XP_036588112.1
OG0006115	XP_060398875.1	XP_036588110.1
OG0006116	XP_060398876.1	XP_070060399.1
OG0006117	XP_060398877.1	XP_036588113.1
OG0006118	XP_060398879.1	XP_036588114.1
OG0006119	XP_060398882.1	XP_036588117.1
OG0006120	XP_060398883.1	XP_036588118.1
OG0006121	XP_060398888.1	XP_036588103.1
OG0006122	XP_060398889.1	XP_036588104.1
OG0006123	XP_060398890.1	XP_036588105.1
OG0006124	XP_060398891.1	XP_036588106.1
OG0006125	XP_060398893.1	XP_036585441.1
OG0006126	XP_060398894.1	XP_036588093.1
OG0006127	XP_060398897.1	XP_036588081.1
OG0006128	XP_060398901.1	XP_036588064.1
OG0006129	XP_060398905.1	XP_036588065.1
OG0006130	XP_060398912.1	XP_036588057.2
OG0006131	XP_060398915.1	XP_036588058.1
OG0006132	XP_060398917.1	XP_036588060.1
OG0006133	XP_060398919.1	XP_036588096.1
OG0006134	XP_060398921.1	XP_036579353.1
OG0006135	XP_060398926.1	XP_036588009.1
OG0006136	XP_060398928.1	XP_036588010.1
OG0006137	XP_060398937.1	XP_036588005.1
OG0006138	XP_060398946.1	XP_036588025.2
OG0006139	XP_060398949.1	XP_036588039.1
OG0006140	XP_060398955.1	XP_036588027.1
OG0006141	XP_060398966.1	XP_070060841.1
OG0006142	XP_060398967.1	XP_036588029.1
OG0006143	XP_060398973.1	XP_036588031.1
OG0006144	XP_060401149.1, XP_060398990.1	XP_070061784.1
OG0006145	XP_060398992.1	XP_036574889.2
OG0006146	XP_060398993.1	XP_036574890.1
OG0006147	XP_060398994.1	XP_036580154.1
OG0006148	XP_060398996.1	XP_036574895.2
OG0006149	XP_060398997.1	XP_036574901.1
OG0006150	XP_060399000.1	XP_036574907.1
OG0006151	XP_060399001.1	XP_036574908.1
OG0006152	XP_060399002.1	XP_070061501.1
OG0006153	XP_060399003.1	XP_036574485.1
OG0006154	XP_060399004.1	XP_036574703.1
OG0006155	XP_060399005.1	XP_036574702.1
OG0006156	XP_060399010.1	XP_036574478.1
OG0006157	XP_060399014.1	XP_070061511.1
OG0006158	XP_060405492.1, XP_060399016.1	XP_036574465.1
OG0006160	XP_060399039.1	XP_036579327.1
OG0006161	XP_060399050.1	XP_036580504.2, XP_036574870.1
OG0006162	XP_060399054.1	XP_036580722.1
OG0006164	XP_060399061.1	XP_036580728.1
OG0006165	XP_060399064.1	XP_070061496.1
OG0006166	XP_060399068.1	XP_036578070.2
OG0006167	XP_060399071.1	XP_036580739.1
OG0006168	XP_060399077.1	XP_070061489.1
OG0006169	XP_060399081.1	XP_036580747.1
OG0006170	XP_060399082.1	XP_036580746.1
OG0006171	XP_060399085.1	XP_070061493.1
OG0006172	XP_060399086.1	XP_036580743.1
OG0006173	XP_060399087.1	XP_036580742.1
OG0006174	XP_060399089.1	XP_036580764.1
OG0006175	XP_060399092.1	XP_036580763.1
OG0006176	XP_060399093.1	XP_036580762.1
OG0006177	XP_060399096.1	XP_036580753.1
OG0006178	XP_060399098.1	XP_036580754.1
OG0006179	XP_060399099.1	XP_036580755.1
OG0006180	XP_060399101.1	XP_036580757.1
OG0006181	XP_060399103.1	XP_036580767.1
OG0006182	XP_060399104.1	XP_036580768.1
OG0006183	XP_060399107.1	XP_036580770.1
OG0006184	XP_060399108.1	XP_036580771.1
OG0006185	XP_060399109.1	XP_036580772.1
OG0006186	XP_060399110.1	XP_070061487.1
OG0006187	XP_060399113.1	XP_036580774.1
OG0006188	XP_060399115.1	XP_036580779.1
OG0006189	XP_060399118.1	XP_070061482.1
OG0006190	XP_060399119.1	XP_036580783.1
OG0006191	XP_060399120.1	XP_036580784.1
OG0006192	XP_060399123.1	XP_036580786.1
OG0006193	XP_060399126.1	XP_070061484.1
OG0006194	XP_060399129.1	XP_036581711.1
OG0006195	XP_060399133.1	XP_070061479.1
OG0006196	XP_060399135.1	XP_036580794.1
OG0006197	XP_060399139.1	XP_036576224.1
OG0006198	XP_060399142.1	XP_036580801.1
OG0006199	XP_060399143.1	XP_036580802.2
OG0006200	XP_060399151.1	XP_036580808.1
OG0006201	XP_060399152.1	XP_036580809.1
OG0006202	XP_060399153.1	XP_036580810.1
OG0006203	XP_060399155.1	XP_036580811.1
OG0006204	XP_060399163.1	XP_036580820.1
OG0006205	XP_060399164.1	XP_036580821.2
OG0006206	XP_060399165.1	XP_036580822.1
OG0006207	XP_060399166.1	XP_036580823.2
OG0006208	XP_060399167.1	XP_036580824.1
OG0006209	XP_060399168.1	XP_036580825.1
OG0006210	XP_060399173.1	XP_036580829.1
OG0006211	XP_060399174.1	XP_036580830.1
OG0006212	XP_060399175.1	XP_036580831.2
OG0006213	XP_060399177.1	XP_036580832.1
OG0006214	XP_060399178.1	XP_036580835.1
OG0006215	XP_060399179.1	XP_036580836.1
OG0006216	XP_060399180.1	XP_070061472.1
OG0006217	XP_060399183.1	XP_036580865.1
OG0006218	XP_060399191.1	XP_070061466.1
OG0006219	XP_060399194.1	XP_036580857.1
OG0006220	XP_060399200.1	XP_070061469.1
OG0006221	XP_060399202.1	XP_036580850.1
OG0006222	XP_060399203.1	XP_070061470.1
OG0006223	XP_060399204.1	XP_036580848.1
OG0006224	XP_060399205.1	XP_036580847.1
OG0006225	XP_060399206.1	XP_036580846.1
OG0006226	XP_060399207.1	XP_070061471.1
OG0006228	XP_060399209.1	XP_036580844.1
OG0006230	XP_060399211.1	XP_036575099.1, XP_036577599.1
OG0006231	XP_060399215.1	XP_036580895.1
OG0006232	XP_060399217.1	XP_036580894.2
OG0006233	XP_060399218.1	XP_036580892.1
OG0006235	XP_060399235.1	XP_036576503.1
OG0006236	XP_060399236.1	XP_036576502.1
OG0006237	XP_060399237.1	XP_036576501.1
OG0006238	XP_060399238.1	XP_036576500.1
OG0006239	XP_060399239.1	XP_036576499.1
OG0006240	XP_060399241.1	XP_036576497.1
OG0006241	XP_060399243.1	XP_036576494.1
OG0006242	XP_060399244.1	XP_036576493.1
OG0006243	XP_060399246.1	XP_036576487.1
OG0006244	XP_060399247.1	XP_036576486.1
OG0006245	XP_060399248.1	XP_036576485.1
OG0006246	XP_060399250.1	XP_036576483.1
OG0006247	XP_060399252.1	XP_070060013.1
OG0006248	XP_060399253.1	XP_036576477.1
OG0006249	XP_060399254.1	XP_036576478.2
OG0006250	XP_060399259.1	XP_036577803.1
OG0006251	XP_060399260.1	XP_036576466.1
OG0006252	XP_060399262.1	XP_036576469.1
OG0006253	XP_060399265.1	XP_036577805.1
OG0006254	XP_060399267.1	XP_070060017.1
OG0006255	XP_060399272.1	XP_036582150.1
OG0006256	XP_060399274.1	XP_036577817.1
OG0006257	XP_060399275.1	XP_036577816.1
OG0006258	XP_060399277.1	XP_036577815.1
OG0006259	XP_060399278.1	XP_036577814.1
OG0006260	XP_060399280.1	XP_036577812.1
OG0006261	XP_060399299.1	XP_036577833.1
OG0006262	XP_060399300.1	XP_036577832.2
OG0006263	XP_060399302.1	XP_036577830.1
OG0006264	XP_060399303.1	XP_036577829.1
OG0006265	XP_060399304.1	XP_036577828.1
OG0006266	XP_060399305.1	XP_036577827.1
OG0006267	XP_060399306.1	XP_036581691.1, XP_036577826.1
OG0006268	XP_060399309.1	XP_036577822.1
OG0006269	XP_060399311.1	XP_036577820.1
OG0006270	XP_060399315.1	XP_036576517.1
OG0006271	XP_060399322.1	XP_036574207.1
OG0006272	XP_060399324.1	XP_070060656.1
OG0006273	XP_060399325.1	XP_036574203.1
OG0006274	XP_060399335.1	XP_036581167.1
OG0006275	XP_060399337.1	XP_036581165.1
OG0006276	XP_060399338.1	XP_070060655.1
OG0006277	XP_060399343.1	XP_036581169.1
OG0006278	XP_060399344.1	XP_036581171.2
OG0006279	XP_060399345.1	XP_036581172.1
OG0006280	XP_060399346.1	XP_036581173.1
OG0006281	XP_060399347.1	XP_036581174.1
OG0006282	XP_060399348.1	XP_036581175.1
OG0006283	XP_060399349.1	XP_036581176.1
OG0006284	XP_060399351.1	XP_036581179.1
OG0006285	XP_060399367.1	XP_036581184.1
OG0006286	XP_060399369.1	XP_070060650.1
OG0006288	XP_060399372.1	XP_036587373.1
OG0006289	XP_060399373.1	XP_036581190.1
OG0006290	XP_060399374.1	XP_070060648.1
OG0006291	XP_060399375.1	XP_036581194.2
OG0006292	XP_060399376.1	XP_036581195.1
OG0006293	XP_060399380.1	XP_036581198.1
OG0006294	XP_060399381.1	XP_036581207.1
OG0006295	XP_060399383.1	XP_036581208.1
OG0006296	XP_060399384.1	XP_036581209.1
OG0006297	XP_060399385.1	XP_036581210.1
OG0006298	XP_060399386.1	XP_070060644.1
OG0006299	XP_060399387.1	XP_036581212.1
OG0006300	XP_060399388.1	XP_036581213.1
OG0006301	XP_060399389.1	XP_070060643.1
OG0006302	XP_060399395.1	XP_036581218.1
OG0006303	XP_060399400.1	XP_036581203.1
OG0006304	XP_060399408.1	XP_036581224.1
OG0006305	XP_060399409.1	XP_036584048.1
OG0006306	XP_060399410.1	XP_036581232.1
OG0006307	XP_060399413.1	XP_036581234.2
OG0006308	XP_060399418.1	XP_070060637.1
OG0006309	XP_060399419.1	XP_036581247.1
OG0006310	XP_060399422.1	XP_070060633.1
OG0006311	XP_060399428.1	XP_070060629.1
OG0006312	XP_060399431.1	XP_036581261.1
OG0006313	XP_060399432.1	XP_036581260.1
OG0006314	XP_060399433.1	XP_036581259.1
OG0006315	XP_060399434.1	XP_036581258.1
OG0006316	XP_060399435.1	XP_070060630.1
OG0006317	XP_060399437.1	XP_036581255.1
OG0006318	XP_060399444.1	XP_036581268.1
OG0006319	XP_060399445.1	XP_036581267.2
OG0006320	XP_060399451.1	XP_036579501.1
OG0006321	XP_060399454.1	XP_036581284.1
OG0006322	XP_060399455.1	XP_036581283.1
OG0006323	XP_060399456.1	XP_036581282.1
OG0006324	XP_060399457.1	XP_036581281.1
OG0006325	XP_060399460.1	XP_036581279.2
OG0006326	XP_060399461.1	XP_070060624.1
OG0006327	XP_060399464.1	XP_036581276.2
OG0006328	XP_060399465.1	XP_036581287.1
OG0006329	XP_060399466.1	XP_036581288.2
OG0006330	XP_060399486.1	XP_036586962.2
OG0006331	XP_060399488.1	XP_036586961.1
OG0006332	XP_060399493.1	XP_036586960.1
OG0006333	XP_060399494.1	XP_036586959.2
OG0006334	XP_060399495.1	XP_036586958.1
OG0006335	XP_060399496.1	XP_036586955.1
OG0006336	XP_060399497.1	XP_036586954.1
OG0006337	XP_060399498.1	XP_036586953.1
OG0006338	XP_060399499.1	XP_036586952.2
OG0006339	XP_060399500.1	XP_036586951.1
OG0006340	XP_060399503.1	XP_070062150.1
OG0006341	XP_060399507.1	XP_036586946.1
OG0006342	XP_060399510.1	XP_036587050.1
OG0006343	XP_060399511.1	XP_036587051.1
OG0006344	XP_060399512.1	XP_036587052.1
OG0006345	XP_060399513.1	XP_070062162.1
OG0006346	XP_060399515.1	XP_070062163.1
OG0006347	XP_060399516.1	XP_070062164.1
OG0006348	XP_060399517.1	XP_036587056.1
OG0006349	XP_060399518.1	XP_036587057.1
OG0006350	XP_060399519.1	XP_036587058.1
OG0006351	XP_060399521.1	XP_070062166.1
OG0006352	XP_060399524.1	XP_036587062.1
OG0006353	XP_060399525.1	XP_070062167.1
OG0006354	XP_060399526.1	XP_036587064.1
OG0006355	XP_060399527.1	XP_036587065.1
OG0006356	XP_060399528.1	XP_036587066.1
OG0006357	XP_060399530.1	XP_036587067.1
OG0006358	XP_060399537.1	XP_036587069.1
OG0006359	XP_060399538.1	XP_036587070.2
OG0006360	XP_060399543.1	XP_036587071.1
OG0006361	XP_060399545.1	XP_070062168.1
OG0006362	XP_060399546.1	XP_036587073.1
OG0006363	XP_060399547.1	XP_036587074.1
OG0006364	XP_060399548.1	XP_036587075.1
OG0006365	XP_060399549.1	XP_036586944.1
OG0006366	XP_060399551.1	XP_036586942.1
OG0006367	XP_060399552.1	XP_036586941.1
OG0006368	XP_060399557.1	XP_036586928.1
OG0006369	XP_060399559.1	XP_036586929.1
OG0006370	XP_060399561.1	XP_036586930.1
OG0006371	XP_060399563.1	XP_036586931.1
OG0006372	XP_060399565.1	XP_070062146.1
OG0006373	XP_060399568.1	XP_036586923.1
OG0006374	XP_060399569.1	XP_036586922.1
OG0006375	XP_060399581.1	XP_036575660.1
OG0006376	XP_060399583.1	XP_036575656.1
OG0006377	XP_060399584.1	XP_036575652.1
OG0006378	XP_060399601.1	XP_036574334.1
OG0006379	XP_060399603.1	XP_036574512.1
OG0006380	XP_060399604.1	XP_036574511.1
OG0006381	XP_060399605.1	XP_036574510.1
OG0006382	XP_060399612.1	XP_036574513.1
