HOG	OG	Gene Tree Parent Clade	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
N5.HOG0005985	OG0004629	n0			XP_031876540.1	XP_045270646.1			XP_036497459.1	
N5.HOG0005986	OG0004630	n0			XP_031876559.1	XP_045270647.1			XP_036497460.1	
N5.HOG0005987	OG0004631	n0			XP_031876557.1	XP_045270648.1			XP_036498492.1	
N5.HOG0005988	OG0004632	n0			XP_031876550.2	XP_045270651.1			XP_036498485.1	
N5.HOG0005989	OG0004633	n0				XP_045264993.1				
N5.HOG0005990	OG0004634	n0			XP_031889133.1	XP_045262287.1			XP_036490079.1	
N5.HOG0005991	OG0004635	n0			XP_031879553.1	XP_045261869.1			XP_036491381.1	
N5.HOG0005992	OG0004636	n0			XP_031879639.1	XP_045261870.1			XP_036492074.1	
N5.HOG0005993	OG0004637	n0			XP_031879619.1	XP_045261871.1			XP_036492073.1	
N5.HOG0005994	OG0004638	n0			XP_031879557.1	XP_045261872.1			XP_036492076.1	
N5.HOG0005995	OG0004639	n0			XP_031879631.1	XP_045261868.1			XP_036491370.1	
N5.HOG0005996	OG0004640	n0			XP_031879632.1	XP_045261867.1			XP_036491316.1	
N5.HOG0005997	OG0004641	n0			XP_031879570.2	XP_045261866.1			XP_036491315.1	
N5.HOG0005998	OG0004642	n0			XP_031879571.1	XP_045261865.1			XP_036491337.1	
N5.HOG0005999	OG0004643	n0			XP_031879575.1	XP_045261864.1			XP_036491336.1	
N5.HOG0006000	OG0004644	n0			XP_031879569.1	XP_045261863.1			XP_036491346.1	
N5.HOG0006001	OG0004645	n0			XP_031879572.1	XP_045261860.1			XP_036491317.1	
N5.HOG0006002	OG0004646	n0			XP_031879573.1	XP_045261859.1			XP_036492523.1	
N5.HOG0006003	OG0004647	n0			XP_031879563.1	XP_045261857.1			XP_036491953.1	
N5.HOG0006004	OG0004648	n0			XP_031879583.1	XP_045261848.1			XP_036491371.1	
N5.HOG0006005	OG0004649	n0			XP_031879579.1	XP_045261853.1			XP_036491955.1	
N5.HOG0006006	OG0004650	n0			XP_031879636.1	XP_045261855.1			XP_036492520.1	
N5.HOG0006007	OG0004651	n0			XP_031879581.1	XP_045261850.1			XP_036491958.1	
N5.HOG0006008	OG0004652	n0			XP_031879646.2	XP_045261852.1			XP_036491956.1	
N5.HOG0006009	OG0004653	n0			XP_031889786.1	XP_045269605.1			XP_036492247.1	
N5.HOG0006010	OG0004654	n0			XP_031889530.2	XP_045269606.1			XP_036491541.1	
N5.HOG0006011	OG0004655	n0			XP_031889529.2	XP_045269607.1			XP_036491542.1	
N5.HOG0006012	OG0004656	n0			XP_031889785.1	XP_045269608.1			XP_036491533.1	
N5.HOG0006013	OG0004657	n0			XP_031889788.1	XP_045269610.1			XP_036491535.1	
N5.HOG0006014	OG0004658	n0			XP_031889825.1	XP_045269611.1			XP_036491537.1	
N5.HOG0006015	OG0004659	n0			XP_031889784.1	XP_045269612.1			XP_036491538.1	
N5.HOG0006016	OG0004660	n0			XP_031889561.1	XP_045269615.1			XP_036492189.1	
N5.HOG0006017	OG0004661	n0			XP_066007969.1	XP_045269621.1			XP_036492187.1	
N5.HOG0006018	OG0004662	n0			XP_031889591.1	XP_045269622.1			XP_036492186.1	
N5.HOG0006019	OG0004663	n0			XP_031879558.2	XP_045261836.1			XP_036491475.1	
N5.HOG0006020	OG0004664	n0			XP_066008052.1	XP_045261834.1			XP_036491473.1	
N5.HOG0006021	OG0004665	n0			XP_066007939.1	XP_045261835.1			XP_036491476.1	
N5.HOG0006022	OG0004666	n0			XP_031889563.2	XP_045269617.1			XP_036492184.1	
N5.HOG0006023	OG0004667	n0			XP_031889556.1	XP_045269618.1			XP_036492183.1	
N5.HOG0006024	OG0004668	n0			XP_066007885.1	XP_045269619.1			XP_036492182.1	
N5.HOG0006025	OG0004669	n0			XP_031889558.1	XP_045269620.1			XP_036492181.1	
N5.HOG0006026	OG0004670	n0			XP_031879586.1	XP_045261844.1			XP_036491376.1	
N5.HOG0006027	OG0004671	n0			XP_031879516.2	XP_045261842.1			XP_036491377.1	
N5.HOG0006028	OG0004672	n0			XP_031879634.1	XP_045261840.1			XP_036492002.1	
N5.HOG0006029	OG0004673	n0			XP_031879628.1	XP_045261839.1			XP_036492003.1	
N5.HOG0006030	OG0004674	n0			XP_066007937.1	XP_045261838.1			XP_036491561.1	
N5.HOG0006031	OG0004675	n0			XP_066007938.1	XP_045261837.1			XP_036491924.1	
N5.HOG0006032	OG0004676	n0			XP_031889562.1	XP_045269616.1			XP_036492188.1	
N5.HOG0006033	OG0004677	n0			XP_031889553.1	XP_045269603.1			XP_036491699.1	
N5.HOG0006034	OG0004678	n0			XP_031889905.1	XP_045269602.1			XP_036491701.1	
N5.HOG0006035	OG0004679	n0			XP_066007873.1	XP_045269601.1			XP_036492245.1	
N5.HOG0006036	OG0004680	n0			XP_066007872.1	XP_045269599.1			XP_036492246.1	
N5.HOG0006037	OG0004681	n0			XP_031889611.1	XP_045269597.1			XP_036492244.1	
N5.HOG0006038	OG0004682	n0			XP_066008042.1	XP_045261851.1			XP_036491957.1	
N5.HOG0006039	OG0004683	n0			XP_031883051.1	XP_045259879.1			XP_036496189.1	
N5.HOG0006040	OG0004684	n0			XP_031889612.2	XP_045269595.1			XP_036491577.1	
N5.HOG0006041	OG0004685	n0			XP_031889837.1	XP_045269592.1			XP_036491578.1	
N5.HOG0006042	OG0004686	n0			XP_031889774.1	XP_045269591.1			XP_036491581.1	
N5.HOG0006043	OG0004687	n0			XP_031889857.1	XP_045269589.1			XP_036491583.1	
N5.HOG0006044	OG0004688	n0			XP_031889839.1	XP_045269587.1			XP_036491582.1	
N5.HOG0006045	OG0004689	n0			XP_031889775.1	XP_045269585.1			XP_036491584.1	
N5.HOG0006046	OG0004690	n0			XP_066007970.1	XP_045269624.1			XP_036492100.1	
N5.HOG0006047	OG0004691	n0			XP_031889752.1	XP_045269625.1			XP_036492101.1	
N5.HOG0006048	OG0004692	n0			XP_031889755.1	XP_045269626.1			XP_036491657.1	
N5.HOG0006049	OG0004693	n0			XP_031889546.1	XP_045269633.1			XP_036492089.1	
N5.HOG0006050	OG0004694	n0			XP_031889547.1	XP_045269634.1			XP_036492090.1	
N5.HOG0006051	OG0004695	n0			XP_031889542.1	XP_045269640.1			XP_036492238.1	
N5.HOG0006052	OG0004696	n0			XP_031889549.1	XP_045269639.1			XP_036492332.1	
N5.HOG0006053	OG0004697	n0			XP_031889548.1	XP_045269638.1			XP_036492333.1	
N5.HOG0006054	OG0004698	n0			XP_031889551.1	XP_045269637.1			XP_036492330.1	
N5.HOG0006055	OG0004699	n0			XP_031889550.1	XP_045269636.1			XP_036492331.1	
N5.HOG0006056	OG0004700	n0			XP_031889738.1	XP_045269651.1			XP_036491865.1	
N5.HOG0006057	OG0004701	n0			XP_031884702.1	XP_045271381.1			XP_036493886.1	
N5.HOG0006058	OG0004702	n0			XP_031884832.1	XP_045271380.1			XP_036493885.1	
N5.HOG0006059	OG0004703	n0			XP_031884839.1	XP_045271371.1			XP_036493268.1	
N5.HOG0006060	OG0004704	n0			XP_031884717.1	XP_045271370.1			XP_036493269.1	
N5.HOG0006061	OG0004705	n0			XP_066007590.1	XP_045271369.1			XP_036493270.1	
N5.HOG0006062	OG0004706	n0			XP_031884740.1	XP_045271366.1			XP_036493274.1	
N5.HOG0006063	OG0004707	n0			XP_031884715.1	XP_045271365.1			XP_036492723.1	
N5.HOG0006064	OG0004708	n0			XP_031884714.1	XP_045271364.1			XP_036492722.1	
N5.HOG0006065	OG0004709	n0			XP_031884920.1	XP_045271363.1			XP_036492725.1	
N5.HOG0006066	OG0004710	n0			XP_031884921.1	XP_045271362.1			XP_036492724.1	
N5.HOG0006067	OG0004711	n0			XP_031884992.1	XP_045271361.1			XP_036492719.1	
N5.HOG0006068	OG0004712	n0			XP_031884994.1	XP_045271360.1			XP_036492718.1	
N5.HOG0006069	OG0004713	n0			XP_031884911.1	XP_045271358.1			XP_036492720.1	
N5.HOG0006070	OG0004714	n0			XP_031884995.1	XP_045271357.1			XP_036492627.1	
N5.HOG0006071	OG0004715	n0			XP_031884952.1	XP_045271351.1			XP_036493305.1	
N5.HOG0006072	OG0004716	n0			XP_031884946.1	XP_045271353.1			XP_036493302.1	
N5.HOG0006073	OG0004717	n0			XP_031884928.1	XP_045271340.1			XP_036492703.1	
N5.HOG0006074	OG0004718	n0			XP_031884846.1	XP_045271318.1			XP_036493686.1	
N5.HOG0006075	OG0004719	n0			XP_031884874.1	XP_045271331.1			XP_036493361.1	
N5.HOG0006076	OG0004720	n0			XP_031884873.1	XP_045271330.1			XP_036493362.1	
N5.HOG0006077	OG0004721	n0			XP_031884870.1	XP_045271335.1			XP_036492982.1	
N5.HOG0006078	OG0004722	n0			XP_031884857.1	XP_045271333.1			XP_036493359.1	
N5.HOG0006079	OG0004723	n0			XP_031884851.2	XP_045271327.1			XP_036493357.1	
N5.HOG0006080	OG0004724	n0			XP_031884871.1	XP_045271328.1			XP_036493356.1	
N5.HOG0006081	OG0004725	n0			XP_031884944.1	XP_045271326.1			XP_036493358.1	
N5.HOG0006082	OG0004726	n0			XP_031884817.1	XP_045271312.1			XP_036493019.1	
N5.HOG0006083	OG0004727	n0			XP_031884816.1	XP_045271311.1			XP_036493018.1	
N5.HOG0006084	OG0004728	n0			XP_031884962.1	XP_045271308.1			XP_036492987.1	
N5.HOG0006085	OG0004729	n0			XP_031884973.1	XP_045271309.1			XP_036493020.1	
N5.HOG0006086	OG0004730	n0			XP_031877259.1	XP_045265998.1			XP_036488328.1	
N5.HOG0006087	OG0004731	n0			XP_031884737.2	XP_045271300.1			XP_036493460.1	
N5.HOG0006088	OG0004732	n0			XP_031884738.1	XP_045271299.1			XP_036493407.1	
N5.HOG0006089	OG0004733	n0			XP_031884855.1	XP_045271294.1			XP_036493403.1	
N5.HOG0006090	OG0004734	n0			XP_031884895.1	XP_045271291.1			XP_036493399.1	
N5.HOG0006091	OG0004735	n0			XP_031884899.1	XP_045271288.1			XP_036492933.1	
N5.HOG0006092	OG0004736	n0			XP_031884898.1	XP_045271287.1			XP_036492934.1	
N5.HOG0006093	OG0004737	n0			XP_031884896.1	XP_045271285.1			XP_036493532.1	
N5.HOG0006094	OG0004738	n0			XP_031884931.1	XP_045271283.1			XP_036493542.1	
N5.HOG0006095	OG0004739	n0			XP_031884983.1	XP_045271273.1			XP_036492828.1	
N5.HOG0006096	OG0004740	n0			XP_031884978.1	XP_045271272.1			XP_036492868.1	
N5.HOG0006097	OG0004741	n0			XP_031876692.1	XP_045261084.1			XP_036488512.1	
N5.HOG0006098	OG0004742	n0			XP_031884763.1	XP_045271265.1			XP_036492820.1	
N5.HOG0006099	OG0004743	n0			XP_031884901.1	XP_045271264.1			XP_036492668.1	
N5.HOG0006100	OG0004744	n0			XP_031884765.1	XP_045271261.1			XP_036492822.1	
N5.HOG0006101	OG0004745	n0			XP_031884766.1	XP_045271260.1			XP_036492670.1	
N5.HOG0006102	OG0004746	n0			XP_031884985.1	XP_045260175.1			XP_036493859.1	
N5.HOG0006103	OG0004747	n0			XP_031884858.1	XP_045260176.1			XP_036493860.1	
N5.HOG0006104	OG0004748	n0			XP_031876444.1	XP_045261111.1			XP_036488483.1, XP_036488482.1	
N5.HOG0006105	OG0004749	n0			XP_031884708.2	XP_045260178.1			XP_036493292.1	
N5.HOG0006106	OG0004750	n0			XP_031884711.1	XP_045260181.1			XP_036493296.1	
N5.HOG0006107	OG0004751	n0			XP_031884712.1	XP_045260182.1			XP_036493299.1	
N5.HOG0006108	OG0004752	n0			XP_031884705.1	XP_045260183.1			XP_036493301.1	
N5.HOG0006109	OG0004753	n0			XP_031884939.1	XP_045260184.1			XP_036493300.1	
N5.HOG0006110	OG0004754	n0			XP_031884942.1	XP_045260185.1			XP_036492615.1	
N5.HOG0006111	OG0004755	n0			XP_066007662.1	XP_045260186.1			XP_036493069.1	
N5.HOG0006112	OG0004756	n0			XP_031884934.1	XP_045260187.1			XP_036492613.1	
N5.HOG0006113	OG0004757	n0			XP_031884935.1	XP_045260188.1			XP_036492614.1	
N5.HOG0006114	OG0004758	n2			XP_031878731.1	XP_045256733.1			XP_036494544.1	
N5.HOG0006115	OG0004758	n4				XP_045261368.1			XP_036491290.1	
N5.HOG0006116	OG0004759	n0			XP_031884936.1	XP_045260189.1			XP_036492611.1	
N5.HOG0006117	OG0004760	n0			XP_031884863.1	XP_045260196.1			XP_036493607.1	
N5.HOG0006118	OG0004761	n0			XP_031884860.1	XP_045260194.1			XP_036492608.1	
N5.HOG0006119	OG0004762	n0			XP_031884720.1	XP_045260199.1			XP_036492783.1	
N5.HOG0006120	OG0004763	n0			XP_031884830.1	XP_045260200.1			XP_036493369.1	
N5.HOG0006121	OG0004764	n0			XP_031884825.2	XP_045260208.1			XP_036492983.1	
N5.HOG0006122	OG0004765	n0			XP_031884807.1	XP_045260215.1			XP_036493546.1	
N5.HOG0006123	OG0004766	n0			XP_031884802.1	XP_045260216.1			XP_036493545.1	
N5.HOG0006124	OG0004767	n0			XP_031884804.1	XP_045260217.1			XP_036493507.1	
N5.HOG0006125	OG0004768	n0			XP_031884760.1	XP_045260218.1			XP_036493503.1	
N5.HOG0006126	OG0004769	n0			XP_031884989.1	XP_045260169.1			XP_036493699.1	
N5.HOG0006127	OG0004770	n0			XP_031880955.1	XP_045259609.1			XP_036497118.1	
N5.HOG0006128	OG0004771	n0			XP_066007632.1	XP_045271254.1			XP_036493506.1	
N5.HOG0006129	OG0004772	n0			XP_031884752.1	XP_045260165.1			XP_036493251.1	
N5.HOG0006130	OG0004773	n0			XP_031884891.2	XP_045260152.1			XP_036493231.1	
N5.HOG0006131	OG0004774	n0			XP_031884885.1	XP_045260153.1			XP_036493232.1	
N5.HOG0006132	OG0004775	n0			XP_066007827.1	XP_045260154.1			XP_036493240.1	
N5.HOG0006133	OG0004776	n0			XP_031884884.1	XP_045260155.1			XP_036492913.1	
N5.HOG0006134	OG0004777	n0			XP_031884889.1	XP_045260156.1			XP_036493234.1	
N5.HOG0006135	OG0004778	n0			XP_031884890.1	XP_045260157.1			XP_036492911.1	
N5.HOG0006136	OG0004779	n0			XP_031884793.1	XP_045260146.1			XP_036492920.1	
N5.HOG0006137	OG0004780	n0			XP_031884923.1	XP_045260147.1			XP_036492919.1	
N5.HOG0006138	OG0004781	n0			XP_031884924.1	XP_045260148.1			XP_036493566.1	
N5.HOG0006139	OG0004782	n0			XP_031884888.1	XP_045260149.1			XP_036493372.1	
N5.HOG0006140	OG0004783	n0			XP_031884713.1	XP_045260135.1			XP_036492949.1	
N5.HOG0006141	OG0004784	n0			XP_031884773.1	XP_045260125.1			XP_036492659.1	
N5.HOG0006142	OG0004785	n0			XP_031884774.1	XP_045260124.1			XP_036493347.1	
N5.HOG0006143	OG0004786	n0			XP_031884770.1	XP_045260126.1			XP_036492660.1	
N5.HOG0006144	OG0004787	n0			XP_031884777.1	XP_045260127.1			XP_036492664.1	
N5.HOG0006145	OG0004788	n0			XP_031884778.1	XP_045260128.1			XP_036492665.1	
N5.HOG0006146	OG0004789	n0			XP_031884925.1	XP_045260123.1			XP_036493348.1	
N5.HOG0006147	OG0004790	n0			XP_031884969.1	XP_045260118.1			XP_036493352.1	
N5.HOG0006148	OG0004791	n0			XP_031884791.1	XP_045260113.1			XP_036493281.1	
N5.HOG0006149	OG0004792	n0			XP_031884967.1	XP_045260116.1			XP_036493354.1	
N5.HOG0006150	OG0004793	n0			XP_031884932.1	XP_045260117.1			XP_036493353.1	
N5.HOG0006151	OG0004794	n0			XP_031889917.1	XP_045265104.1			XP_036491357.1	
N5.HOG0006152	OG0004795	n0			XP_031881454.1	XP_045260105.1			XP_036493732.1	
N5.HOG0006153	OG0004796	n0			XP_031881444.1	XP_045260103.1			XP_036492877.1	
N5.HOG0006154	OG0004797	n0			XP_031881443.1	XP_045260104.1			XP_036492876.1	
N5.HOG0006155	OG0004798	n0			XP_066007588.1	XP_045260100.1			XP_036493891.1	
N5.HOG0006156	OG0004799	n0			XP_031881449.1	XP_045260097.1			XP_036493881.1	
N5.HOG0006157	OG0004800	n0			XP_031881450.1	XP_045260096.1			XP_036493070.1	
N5.HOG0006158	OG0004801	n0			XP_031881338.1	XP_045260094.1			XP_036493880.1	
N5.HOG0006159	OG0004802	n0			XP_031881329.1	XP_045260092.1			XP_036493893.1	
N5.HOG0006160	OG0004803	n2			XP_066007752.1					
N5.HOG0006161	OG0004803	n5			XP_066007580.1				XP_036493291.1	
N5.HOG0006162	OG0004804	n0			XP_031881366.1	XP_045264986.1			XP_036493484.1	
N5.HOG0006163	OG0004805	n0			XP_031881354.1	XP_045260076.1			XP_036493054.1	
N5.HOG0006164	OG0004806	n0			XP_031881438.1	XP_045260078.1			XP_036493056.1	
N5.HOG0006165	OG0004807	n0			XP_031881429.1	XP_045260081.1			XP_036493243.1	
N5.HOG0006166	OG0004808	n0			XP_031888331.1	XP_045262886.1			XP_036501267.1	
N5.HOG0006167	OG0004809	n0			XP_031888329.1	XP_045262888.1			XP_036502314.1	
N5.HOG0006168	OG0004810	n0			XP_031888330.1	XP_045262889.1			XP_036502308.1	
N5.HOG0006169	OG0004811	n0			XP_031888518.1	XP_045262891.1			XP_036502306.1	
N5.HOG0006170	OG0004812	n0			XP_031888517.1	XP_045262892.1			XP_036502307.1	
N5.HOG0006171	OG0004813	n0			XP_031888520.1	XP_045262893.1			XP_036502311.1	
N5.HOG0006172	OG0004814	n0			XP_031888539.1	XP_045262912.1			XP_036501291.1	
N5.HOG0006173	OG0004815	n0			XP_031888531.1	XP_045262914.1			XP_036501285.1	
N5.HOG0006174	OG0004816	n0			XP_066009769.1	XP_045262913.1			XP_036501286.1	
N5.HOG0006175	OG0004817	n0			XP_031888351.2	XP_045262899.1			XP_036501372.1	
N5.HOG0006176	OG0004818	n0			XP_031888585.2	XP_045262900.1			XP_036501371.1	
N5.HOG0006177	OG0004819	n0			XP_031888353.1	XP_045262901.1			XP_036501374.1	
N5.HOG0006178	OG0004820	n0			XP_031888348.2	XP_045262902.1			XP_036501373.1	
N5.HOG0006179	OG0004821	n0			XP_031888350.1	XP_045262905.1			XP_036501370.1	
N5.HOG0006180	OG0004822	n0			XP_031888536.1	XP_045262907.1			XP_036501294.1	
N5.HOG0006181	OG0004823	n0			XP_031888535.1	XP_045262908.1			XP_036501293.1	
N5.HOG0006182	OG0004824	n0			XP_031888534.1	XP_045262909.1			XP_036501290.1	
N5.HOG0006183	OG0004825	n0			XP_031888533.1	XP_045262910.1			XP_036501289.1	
N5.HOG0006184	OG0004826	n0			XP_031884179.1	XP_045262917.1			XP_036502245.1	
N5.HOG0006185	OG0004827	n0			XP_031888368.1	XP_045262915.1			XP_036501288.1	
N5.HOG0006186	OG0004828	n0			XP_031884175.1	XP_045262919.1			XP_036502240.1	
N5.HOG0006187	OG0004829	n0			XP_066009972.1	XP_045262921.1			XP_036502238.1	
N5.HOG0006188	OG0004830	n0			XP_031884172.1	XP_045262922.1			XP_036502239.1	
N5.HOG0006189	OG0004831	n0			XP_031884318.1	XP_045262923.1			XP_036502243.1	
N5.HOG0006190	OG0004832	n0			XP_066009973.1	XP_045262924.1			XP_036502244.1	
N5.HOG0006191	OG0004833	n0			XP_031884184.1	XP_045262926.1			XP_036502242.1	
N5.HOG0006192	OG0004834	n0			XP_031884186.1	XP_045262930.1			XP_036502816.1	
N5.HOG0006193	OG0004835	n0			XP_031884187.1	XP_045262931.1			XP_036502821.1	
N5.HOG0006194	OG0004836	n0			XP_031884239.2	XP_045270219.1			XP_036502426.1	
N5.HOG0006195	OG0004837	n0			XP_066009879.1	XP_045270218.1			XP_036502427.1	
N5.HOG0006196	OG0004838	n0			XP_031884237.1				XP_036502428.1	
N5.HOG0006197	OG0004839	n0			XP_031884222.1	XP_045270210.1			XP_036501404.1	
N5.HOG0006198	OG0004840	n0			XP_031884083.1	XP_045270209.1			XP_036501406.1	
N5.HOG0006199	OG0004841	n0			XP_031884082.1	XP_045270208.1			XP_036501407.1	
N5.HOG0006200	OG0004842	n0			XP_031884087.1	XP_045270207.1			XP_036501408.1	
N5.HOG0006201	OG0004843	n0			XP_031884231.1	XP_045270212.1			XP_036502422.1	
N5.HOG0006202	OG0004844	n0			XP_031892138.1	XP_045260508.1			XP_036495610.1	
N5.HOG0006203	OG0004845	n0			XP_031884264.1	XP_045262952.1			XP_036502894.1	
N5.HOG0006204	OG0004846	n0			XP_031884133.1	XP_045262951.1			XP_036501774.1	
N5.HOG0006205	OG0004847	n0			XP_031884232.1	XP_045270220.1			XP_036502425.1	
N5.HOG0006206	OG0004848	n0			XP_031884164.1	XP_045270226.1			XP_036502346.1	
N5.HOG0006207	OG0004849	n0			XP_031884234.1	XP_045270222.1			XP_036502353.1	
N5.HOG0006208	OG0004850	n0			XP_031884100.1	XP_045270228.1			XP_036502352.1	
N5.HOG0006209	OG0004851	n0			XP_031884098.1	XP_045270232.1			XP_036502349.1	
N5.HOG0006210	OG0004852	n0			XP_031884165.1	XP_045270233.1			XP_036501340.1	
N5.HOG0006211	OG0004853	n0			XP_031884099.1	XP_045270234.1			XP_036501341.1	
N5.HOG0006212	OG0004854	n0			XP_031877026.2	XP_045270237.1			XP_036501334.1	
N5.HOG0006213	OG0004855	n0			XP_031877025.1	XP_045270244.1			XP_036502275.1	
N5.HOG0006214	OG0004856	n0			XP_031877035.1	XP_045270243.1			XP_036502268.1	
N5.HOG0006215	OG0004857	n0			XP_031877024.1	XP_045270242.1			XP_036502269.1	
N5.HOG0006216	OG0004858	n0			XP_031877056.1	XP_045270241.1			XP_036501339.1	
N5.HOG0006217	OG0004859	n0			XP_031884493.1	XP_045258246.1			XP_036492546.1	
N5.HOG0006218	OG0004860	n0			XP_031884269.1	XP_045259114.1			XP_036500947.1	
N5.HOG0006219	OG0004861	n0			XP_031884313.1	XP_045259094.1			XP_036501833.1	
N5.HOG0006220	OG0004862	n0			XP_031884354.1	XP_045259102.1			XP_036500953.1	
N5.HOG0006221	OG0004863	n0			XP_031884226.2	XP_045259098.1			XP_036500956.1	
N5.HOG0006222	OG0004864	n0			XP_031884316.2	XP_045259097.1			XP_036501832.1	
N5.HOG0006223	OG0004865	n0			XP_031884315.1	XP_045259096.1			XP_036501831.1	
N5.HOG0006224	OG0004866	n0			XP_066009682.1	XP_045259095.1			XP_036501834.1	
N5.HOG0006225	OG0004867	n0			XP_031884349.2	XP_045259110.1			XP_036500951.1	
N5.HOG0006226	OG0004868	n0			XP_031884348.1	XP_045259111.1			XP_036500950.1	
N5.HOG0006227	OG0004869	n0			XP_031884153.1	XP_045259090.1			XP_036501838.1	
N5.HOG0006228	OG0004870	n0			XP_031884151.1	XP_045259088.1			XP_036501830.1	
N5.HOG0006229	OG0004871	n0			XP_031884149.1	XP_045259087.1			XP_036502891.1	
N5.HOG0006230	OG0004872	n0			XP_031884148.1	XP_045262960.1			XP_036502892.1	
N5.HOG0006231	OG0004873	n0			XP_031884363.1	XP_045270197.1			XP_036502506.1	
N5.HOG0006232	OG0004874	n0			XP_031884200.1	XP_045259166.1			XP_036501633.1	
N5.HOG0006233	OG0004875	n0			XP_031884145.1	XP_045259165.1			XP_036501632.1	
N5.HOG0006234	OG0004876	n0			XP_031884257.1	XP_045259153.1			XP_036502088.1	
N5.HOG0006235	OG0004877	n0			XP_031884103.1	XP_045259154.1			XP_036502083.1	
N5.HOG0006236	OG0004878	n0			XP_066009733.1	XP_045259163.1			XP_036501639.1	
N5.HOG0006237	OG0004879	n0			XP_066010004.1	XP_045270170.1			XP_036501567.1	
N5.HOG0006238	OG0004880	n0			XP_031884110.1	XP_045270167.1			XP_036501571.1	
N5.HOG0006239	OG0004881	n0			XP_031884109.1	XP_045270166.1			XP_036501570.1	
N5.HOG0006240	OG0004882	n0			XP_031881466.1	XP_045264905.1			XP_036493335.1	
N5.HOG0006241	OG0004883	n0			XP_031884141.1	XP_045259182.1			XP_036501565.1	
N5.HOG0006242	OG0004884	n0			XP_031884142.1	XP_045259181.1			XP_036501564.1	
N5.HOG0006243	OG0004885	n0			XP_031884143.1	XP_045259175.1			XP_036502686.1	
N5.HOG0006244	OG0004886	n0			XP_031884144.1	XP_045259174.1			XP_036502683.1	
N5.HOG0006245	OG0004887	n0			XP_031884213.1	XP_045270178.1			XP_036502597.1	
N5.HOG0006246	OG0004888	n0			XP_031884204.1	XP_045270177.1			XP_036502598.1	
N5.HOG0006247	OG0004889	n0			XP_031884207.1	XP_045270174.1			XP_036502591.1	
N5.HOG0006248	OG0004890	n0			XP_031884196.1	XP_045270182.1			XP_036501470.1	
N5.HOG0006249	OG0004891	n0			XP_031884362.1	XP_045270196.1			XP_036502507.1	
N5.HOG0006250	OG0004892	n0			XP_031884119.1	XP_045270194.1			XP_036502595.1	
N5.HOG0006251	OG0004893	n0			XP_031877061.1	XP_045270252.1			XP_036501225.1	
N5.HOG0006252	OG0004894	n0			XP_031884295.1	XP_045259129.1			XP_036501972.1	
N5.HOG0006253	OG0004895	n0			XP_031877066.1	XP_045270246.1			XP_036502274.1	
N5.HOG0006254	OG0004896	n0			XP_031877058.1	XP_045270249.1			XP_036502270.1	
N5.HOG0006255	OG0004897	n0			XP_031876075.1	XP_045261147.1			XP_036488700.1	
N5.HOG0006256	OG0004898	n0			XP_031876072.1	XP_045261146.1			XP_036487928.1	
N5.HOG0006257	OG0004899	n0			XP_031884121.1	XP_045259133.1			XP_036501971.1	
N5.HOG0006258	OG0004900	n0			XP_031884286.1	XP_045259141.1			XP_036501071.1	
N5.HOG0006259	OG0004901	n0			XP_031884284.1	XP_045259142.1			XP_036501072.1	
N5.HOG0006260	OG0004902	n0			XP_031884278.1	XP_045259143.1			XP_036501073.1	
N5.HOG0006261	OG0004903	n0			XP_031884291.1	XP_045259132.1			XP_036501970.1	
N5.HOG0006262	OG0004904	n0			XP_066009897.1	XP_045270184.1			XP_036501472.1	
N5.HOG0006263	OG0004905	n0			XP_066008892.1	XP_045267293.1			XP_036494019.1	
N5.HOG0006264	OG0004906	n0			XP_031878807.1	XP_045261798.1			XP_036497532.1	
N5.HOG0006265	OG0004907	n0			XP_031879282.1	XP_045267820.1			XP_036502705.1	
N5.HOG0006266	OG0004908	n0			XP_031877032.1	XP_045270256.1			XP_036501226.1	
N5.HOG0006267	OG0004909	n0			XP_031877031.1	XP_045270257.1			XP_036501227.1	
N5.HOG0006268	OG0004910	n0			XP_031877067.1	XP_045270262.1			XP_036502193.1	
