HOG	OG	Gene Tree Parent Clade	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
N3.HOG0005516	OG0004619	n0	XP_060395470.1	XP_060369098.1						
N3.HOG0005517	OG0004620	n0	XP_060395471.1	XP_060369099.1						
N3.HOG0005518	OG0004621	n0	XP_060395472.1	XP_060369100.1						
N3.HOG0005519	OG0004622	n0	XP_060395473.1	XP_060369102.1						
N3.HOG0005520	OG0004623	n0	XP_060395474.1	XP_060369103.1						
N3.HOG0005521	OG0004624	n0	XP_060395475.1	XP_060369104.1						
N3.HOG0005522	OG0004625	n0	XP_060395476.1	XP_060369105.1						
N3.HOG0005523	OG0004626	n0	XP_060395477.1	XP_060369106.1						
N3.HOG0005524	OG0004627	n0	XP_060395478.1	XP_060369107.1						
N3.HOG0005525	OG0004628	n0	XP_060395479.1	XP_060369108.1						
N3.HOG0005526	OG0004629	n0	XP_060395480.1	XP_060369109.1						
N3.HOG0005527	OG0004630	n0	XP_060395481.1	XP_060369110.1						
N3.HOG0005528	OG0004631	n0	XP_060395482.1	XP_060369111.1						
N3.HOG0005529	OG0004632	n0	XP_060395486.1	XP_060369115.1						
N3.HOG0005530	OG0004633	n2	XP_060404011.1	XP_060359057.1						
N3.HOG0005531	OG0004633	n4	XP_060395491.1, XP_060403610.1	XP_060359064.1						
N3.HOG0005532	OG0004634	n0	XP_060395509.1	XP_060359372.1						
N3.HOG0005533	OG0004635	n0	XP_060395515.1	XP_060359377.1						
N3.HOG0005534	OG0004636	n0	XP_060395517.1	XP_060365572.1						
N3.HOG0005535	OG0004637	n0	XP_060395519.1	XP_060365571.1						
N3.HOG0005536	OG0004638	n0	XP_060395520.1	XP_060365570.1						
N3.HOG0005537	OG0004639	n0	XP_060395521.1	XP_060365569.1						
N3.HOG0005538	OG0004640	n0	XP_060395522.1	XP_060365568.1						
N3.HOG0005539	OG0004641	n0	XP_060395523.1	XP_060365567.1						
N3.HOG0005540	OG0004642	n0	XP_060395524.1	XP_060365566.1						
N3.HOG0005541	OG0004643	n0	XP_060395525.1	XP_060365565.1						
N3.HOG0005542	OG0004644	n0	XP_060395526.1	XP_060365564.1						
N3.HOG0005543	OG0004645	n0	XP_060395528.1	XP_060365562.1						
N3.HOG0005544	OG0004646	n0	XP_060395529.1	XP_060365561.1						
N3.HOG0005545	OG0004647	n0	XP_060395531.1	XP_060365559.1						
N3.HOG0005546	OG0004648	n0	XP_060395532.1	XP_060365558.1						
N3.HOG0005547	OG0004649	n0	XP_060395533.1	XP_060365557.1						
N3.HOG0005548	OG0004650	n0	XP_060395534.1	XP_060365555.1						
N3.HOG0005549	OG0004651	n0	XP_060395537.1	XP_060365551.1						
N3.HOG0005550	OG0004652	n0	XP_060395538.1	XP_060365550.1						
N3.HOG0005551	OG0004653	n0	XP_060395540.1	XP_060365547.1						
N3.HOG0005552	OG0004654	n0	XP_060395541.1	XP_060365546.1						
N3.HOG0005553	OG0004655	n0	XP_060395542.1	XP_060365545.1						
N3.HOG0005554	OG0004656	n0	XP_060395543.1	XP_060365544.1						
N3.HOG0005555	OG0004657	n0	XP_060395546.1	XP_060365542.1						
N3.HOG0005556	OG0004658	n0	XP_060395548.1	XP_060365540.1						
N3.HOG0005557	OG0004659	n0	XP_060395549.1	XP_060365539.1						
N3.HOG0005558	OG0004660	n0	XP_060395551.1	XP_060365536.1						
N3.HOG0005559	OG0004661	n0	XP_060395552.1	XP_060365535.1						
N3.HOG0005560	OG0004662	n0	XP_060395553.1	XP_060365532.1						
N3.HOG0005561	OG0004663	n0	XP_060395554.1	XP_060365531.1						
N3.HOG0005562	OG0004664	n0	XP_060395555.1	XP_060365530.1						
N3.HOG0005563	OG0004665	n0	XP_060395556.1	XP_060365529.1						
N3.HOG0005564	OG0004666	n0	XP_060395557.1	XP_060365528.1						
N3.HOG0005565	OG0004667	n0	XP_060395558.1	XP_060365527.1						
N3.HOG0005566	OG0004668	n0	XP_060395559.1	XP_060365526.1						
N3.HOG0005567	OG0004669	n0	XP_060395560.1	XP_060365525.1						
N3.HOG0005568	OG0004670	n0	XP_060395562.1	XP_060365523.1						
N3.HOG0005569	OG0004671	n0	XP_060395565.1	XP_060365522.1						
N3.HOG0005570	OG0004672	n0	XP_060395570.1	XP_060365519.1						
N3.HOG0005571	OG0004673	n0	XP_060395572.1	XP_060365517.1						
N3.HOG0005572	OG0004674	n0	XP_060395573.1	XP_060365516.1						
N3.HOG0005573	OG0004675	n0	XP_060395574.1	XP_060365515.1						
N3.HOG0005574	OG0004676	n0	XP_060395576.1	XP_060365513.1						
N3.HOG0005575	OG0004677	n0	XP_060395577.1	XP_060365512.1						
N3.HOG0005576	OG0004678	n0	XP_060395579.1	XP_060365510.1						
N3.HOG0005577	OG0004679	n0	XP_060395581.1	XP_060365509.1						
N3.HOG0005578	OG0004680	n0	XP_060395583.1	XP_060365508.1						
N3.HOG0005579	OG0004681	n0	XP_060395585.1	XP_060365506.1						
N3.HOG0005580	OG0004682	n0	XP_060395587.1	XP_060365505.1						
N3.HOG0005581	OG0004683	n0	XP_060395588.1	XP_060365504.1						
N3.HOG0005582	OG0004684	n0	XP_060395590.1	XP_060365502.1						
N3.HOG0005583	OG0004685	n0	XP_060395592.1	XP_060365500.1						
N3.HOG0005584	OG0004686	n0	XP_060395593.1	XP_060365499.1						
N3.HOG0005585	OG0004687	n0	XP_060395596.1	XP_060365496.1						
N3.HOG0005586	OG0004688	n0	XP_060395599.1	XP_060365494.1						
N3.HOG0005587	OG0004689	n0	XP_060395602.1	XP_060365491.1						
N3.HOG0005588	OG0004690	n0	XP_060395603.1	XP_060365489.1						
N3.HOG0005589	OG0004691	n0	XP_060395604.1	XP_060365488.1						
N3.HOG0005590	OG0004692	n0	XP_060395605.1	XP_060365487.1						
N3.HOG0005591	OG0004693	n0	XP_060395611.1	XP_060365480.1						
N3.HOG0005592	OG0004694	n0	XP_060395612.1	XP_060365479.1						
N3.HOG0005593	OG0004695	n0	XP_060395614.1	XP_060365477.1						
N3.HOG0005594	OG0004696	n0	XP_060395616.1	XP_060365475.1						
N3.HOG0005595	OG0004697	n0	XP_060395617.1	XP_060365474.1						
N3.HOG0005596	OG0004698	n0	XP_060395618.1	XP_060365473.1						
N3.HOG0005597	OG0004699	n0	XP_060395620.1	XP_060365472.1						
N3.HOG0005598	OG0004700	n0	XP_060395621.1	XP_060365471.1						
N3.HOG0005599	OG0004701	n0	XP_060395628.1	XP_060365755.1						
N3.HOG0005600	OG0004702	n0	XP_060395629.1	XP_060365756.1						
N3.HOG0005601	OG0004703	n0	XP_060395632.1	XP_060365759.1						
N3.HOG0005602	OG0004704	n0	XP_060395633.1	XP_060365760.1						
N3.HOG0005603	OG0004705	n0	XP_060395634.1	XP_060365761.1						
N3.HOG0005604	OG0004706	n0	XP_060395637.1	XP_060365763.1						
N3.HOG0005605	OG0004707	n0	XP_060395639.1	XP_060365764.1						
N3.HOG0005606	OG0004708	n0	XP_060395640.1	XP_060365765.1						
N3.HOG0005607	OG0004709	n0	XP_060395641.1	XP_060365766.1						
N3.HOG0005608	OG0004710	n0	XP_060395642.1	XP_060365767.1						
N3.HOG0005609	OG0004711	n0	XP_060395643.1	XP_060365768.1						
N3.HOG0005610	OG0004712	n0	XP_060395644.1	XP_060365771.1						
N3.HOG0005611	OG0004713	n0	XP_060395646.1	XP_060365774.1						
N3.HOG0005612	OG0004714	n0	XP_060395647.1	XP_060365775.1						
N3.HOG0005613	OG0004715	n0	XP_060395652.1	XP_060365780.1						
N3.HOG0005614	OG0004716	n0	XP_060395655.1	XP_060365783.1						
N3.HOG0005615	OG0004717	n0	XP_060395658.1	XP_060365786.1						
N3.HOG0005616	OG0004718	n0	XP_060395660.1	XP_060365789.1						
N3.HOG0005617	OG0004719	n0	XP_060395674.1	XP_060357899.1						
N3.HOG0005618	OG0004720	n0	XP_060395675.1	XP_060357900.1						
N3.HOG0005619	OG0004721	n0	XP_060395676.1	XP_060357901.1						
N3.HOG0005620	OG0004722	n0	XP_060395677.1	XP_060357902.1						
N3.HOG0005621	OG0004723	n0	XP_060395679.1	XP_060357904.1						
N3.HOG0005622	OG0004724	n0	XP_060395680.1	XP_060357905.1						
N3.HOG0005623	OG0004725	n0	XP_060395681.1	XP_060357906.1						
N3.HOG0005624	OG0004726	n0	XP_060395686.1	XP_060357913.1						
N3.HOG0005625	OG0004727	n0	XP_060395688.1	XP_060357915.1						
N3.HOG0005626	OG0004728	n0	XP_060395690.1	XP_060357917.1						
N3.HOG0005627	OG0004729	n0	XP_060395691.1	XP_060364193.1						
N3.HOG0005628	OG0004730	n0	XP_060395693.1	XP_060364191.1						
N3.HOG0005629	OG0004731	n0	XP_060395697.1	XP_060364187.1						
N3.HOG0005630	OG0004732	n0	XP_060395698.1	XP_060364186.1						
N3.HOG0005631	OG0004733	n0	XP_060395701.1	XP_060364183.1						
N3.HOG0005632	OG0004734	n0	XP_060395704.1	XP_060364180.1						
N3.HOG0005633	OG0004735	n0	XP_060395705.1	XP_060364179.1						
N3.HOG0005634	OG0004736	n0	XP_060395706.1	XP_060364178.1						
N3.HOG0005635	OG0004737	n0	XP_060395708.1	XP_060364176.1						
N3.HOG0005636	OG0004738	n0	XP_060395710.1	XP_060364174.1						
N3.HOG0005637	OG0004739	n0	XP_060395711.1	XP_060364173.1						
N3.HOG0005638	OG0004740	n0	XP_060395714.1	XP_060364170.1						
N3.HOG0005639	OG0004741	n0	XP_060395716.1	XP_060364168.1						
N3.HOG0005640	OG0004742	n0	XP_060395722.1	XP_060364162.1						
N3.HOG0005641	OG0004743	n0	XP_060395723.1	XP_060364163.1						
N3.HOG0005642	OG0004744	n0	XP_060395726.1	XP_060364165.1						
N3.HOG0005643	OG0004745	n0	XP_060395727.1	XP_060364166.1						
N3.HOG0005644	OG0004746	n0	XP_060395733.1	XP_060364149.1						
N3.HOG0005645	OG0004747	n0	XP_060395734.1	XP_060364148.1						
N3.HOG0005646	OG0004748	n0	XP_060395735.1	XP_060364147.1						
N3.HOG0005647	OG0004749	n0	XP_060395739.1	XP_060364142.1						
N3.HOG0005648	OG0004750	n0	XP_060395740.1	XP_060364141.1						
N3.HOG0005649	OG0004751	n0	XP_060395741.1	XP_060364140.1						
N3.HOG0005650	OG0004752	n0	XP_060395745.1	XP_060364137.1						
N3.HOG0005651	OG0004753	n0	XP_060395746.1	XP_060364136.1						
N3.HOG0005652	OG0004754	n0	XP_060395747.1	XP_060364135.1						
N3.HOG0005653	OG0004755	n0	XP_060395748.1	XP_060364134.1						
N3.HOG0005654	OG0004756	n0	XP_060395756.1	XP_060364128.1						
N3.HOG0005655	OG0004757	n0	XP_060395757.1	XP_060364127.1						
N3.HOG0005656	OG0004758	n0	XP_060395758.1	XP_060364125.1						
N3.HOG0005657	OG0004759	n0	XP_060395761.1	XP_060364121.1						
N3.HOG0005658	OG0004760	n0	XP_060395770.1	XP_060364113.1						
N3.HOG0005659	OG0004761	n0	XP_060395777.1	XP_060364107.1						
N3.HOG0005660	OG0004762	n0	XP_060395780.1	XP_060364104.1						
N3.HOG0005661	OG0004763	n0	XP_060395781.1	XP_060364103.1						
N3.HOG0005662	OG0004764	n0	XP_060395787.1	XP_060357158.1						
N3.HOG0005663	OG0004765	n0	XP_060395793.1	XP_060357592.1						
N3.HOG0005664	OG0004766	n0	XP_060395794.1	XP_060357591.1						
N3.HOG0005665	OG0004767	n0	XP_060395795.1	XP_060357590.1						
N3.HOG0005666	OG0004768	n0	XP_060395804.1	XP_060357587.1						
N3.HOG0005667	OG0004769	n0	XP_060395814.1	XP_060357308.1						
N3.HOG0005668	OG0004770	n0	XP_060395815.1	XP_060357309.1						
N3.HOG0005669	OG0004771	n0	XP_060395821.1	XP_060360640.1						
N3.HOG0005670	OG0004772	n0	XP_060395828.1	XP_060360648.1						
N3.HOG0005671	OG0004773	n0	XP_060395829.1	XP_060360650.1						
N3.HOG0005672	OG0004774	n0	XP_060395831.1	XP_060360653.1						
N3.HOG0005673	OG0004775	n0	XP_060395835.1	XP_060360657.1						
N3.HOG0005674	OG0004776	n0	XP_060395836.1	XP_060360658.1						
N3.HOG0005675	OG0004777	n0	XP_060395838.1	XP_060360659.1						
N3.HOG0005676	OG0004778	n0	XP_060395839.1	XP_060360660.1						
N3.HOG0005677	OG0004779	n0	XP_060395844.1	XP_060360665.1						
N3.HOG0005678	OG0004780	n0	XP_060395845.1	XP_060360666.1						
N3.HOG0005679	OG0004781	n0	XP_060395846.1	XP_060360667.1						
N3.HOG0005680	OG0004782	n0	XP_060395847.1	XP_060360668.1						
N3.HOG0005681	OG0004783	n0	XP_060395850.1	XP_060360673.1						
N3.HOG0005682	OG0004784	n0	XP_060395852.1	XP_060360675.1						
N3.HOG0005683	OG0004785	n0	XP_060395853.1	XP_060360678.1						
N3.HOG0005684	OG0004786	n0	XP_060395854.1	XP_060360679.1						
N3.HOG0005685	OG0004787	n0	XP_060395855.1	XP_060360680.1						
N3.HOG0005686	OG0004788	n0	XP_060395856.1	XP_060360681.1						
N3.HOG0005687	OG0004789	n0	XP_060395857.1	XP_060365170.1						
N3.HOG0005688	OG0004790	n0	XP_060395863.1	XP_060365166.1						
N3.HOG0005689	OG0004791	n0	XP_060395864.1	XP_060365165.1						
N3.HOG0005690	OG0004792	n0	XP_060395866.1	XP_060365163.1						
N3.HOG0005691	OG0004793	n0	XP_060395867.1	XP_060365162.1						
N3.HOG0005692	OG0004794	n0	XP_060395868.1	XP_060365160.1						
N3.HOG0005693	OG0004795	n0	XP_060395874.1	XP_060365154.1						
N3.HOG0005694	OG0004796	n0	XP_060395875.1	XP_060365153.1						
N3.HOG0005695	OG0004797	n0	XP_060395877.1	XP_060365152.1						
N3.HOG0005696	OG0004798	n0	XP_060395879.1	XP_060365151.1						
N3.HOG0005697	OG0004799	n0	XP_060395880.1	XP_060365150.1						
N3.HOG0005698	OG0004800	n0	XP_060395881.1	XP_060365149.1						
N3.HOG0005699	OG0004801	n0	XP_060395882.1	XP_060365148.1						
N3.HOG0005700	OG0004802	n0	XP_060395884.1	XP_060365146.1						
N3.HOG0005701	OG0004803	n2	XP_060395887.1	XP_060365143.1						
N3.HOG0005702	OG0004804	n0	XP_060395889.1	XP_060365141.1						
N3.HOG0005703	OG0004805	n0	XP_060395890.1	XP_060365140.1						
N3.HOG0005704	OG0004806	n0	XP_060395892.1	XP_060365138.1						
N3.HOG0005705	OG0004807	n0	XP_060395895.1	XP_060365135.1						
N3.HOG0005706	OG0004808	n0	XP_060395903.1	XP_060365127.1						
N3.HOG0005707	OG0004809	n0	XP_060395906.1	XP_060365124.1						
N3.HOG0005708	OG0004810	n0	XP_060395911.1	XP_060365121.1						
N3.HOG0005709	OG0004811	n0	XP_060395917.1	XP_060365115.1						
N3.HOG0005710	OG0004812	n0	XP_060395918.1	XP_060365114.1						
N3.HOG0005711	OG0004813	n0	XP_060395919.1	XP_060365113.1						
N3.HOG0005712	OG0004814	n0	XP_060395920.1	XP_060365112.1						
N3.HOG0005713	OG0004815	n0	XP_060395921.1	XP_060365111.1						
N3.HOG0005714	OG0004816	n0	XP_060395925.1	XP_060365108.1						
N3.HOG0005715	OG0004817	n0	XP_060395926.1	XP_060365107.1						
N3.HOG0005716	OG0004818	n0	XP_060395927.1	XP_060365106.1						
N3.HOG0005717	OG0004819	n0	XP_060395928.1	XP_060365105.1						
N3.HOG0005718	OG0004820	n0	XP_060395929.1	XP_060365104.1						
N3.HOG0005719	OG0004821	n0	XP_060395935.1	XP_060365099.1						
N3.HOG0005720	OG0004822	n0	XP_060395940.1	XP_060365096.1						
N3.HOG0005721	OG0004823	n0	XP_060395943.1	XP_060365093.1						
N3.HOG0005722	OG0004824	n0	XP_060395944.1	XP_060365092.1						
N3.HOG0005723	OG0004825	n0	XP_060395945.1	XP_060365091.1						
N3.HOG0005724	OG0004826	n0	XP_060395947.1	XP_060365089.1						
N3.HOG0005725	OG0004827	n0	XP_060395949.1	XP_060365086.1						
N3.HOG0005726	OG0004828	n0	XP_060395950.1	XP_060365083.1						
N3.HOG0005727	OG0004829	n0	XP_060395952.1	XP_060365085.1						
N3.HOG0005728	OG0004830	n0	XP_060395953.1	XP_060365082.1						
N3.HOG0005729	OG0004831	n0	XP_060395954.1	XP_060365081.1						
N3.HOG0005730	OG0004832	n0	XP_060395955.1	XP_060365080.1						
N3.HOG0005731	OG0004833	n0	XP_060395958.1	XP_060365077.1						
N3.HOG0005732	OG0004834	n0	XP_060395962.1	XP_060365074.1						
N3.HOG0005733	OG0004835	n0	XP_060395963.1	XP_060365073.1						
N3.HOG0005734	OG0004836	n0	XP_060395965.1	XP_060365071.1						
N3.HOG0005735	OG0004837	n0	XP_060395966.1	XP_060365070.1						
N3.HOG0005736	OG0004838	n0	XP_060395967.1	XP_060365069.1						
N3.HOG0005737	OG0004839	n0	XP_060395971.1	XP_060357846.1						
N3.HOG0005738	OG0004840	n0	XP_060395973.1	XP_060357844.1						
N3.HOG0005739	OG0004841	n0	XP_060395975.1	XP_060357843.1						
N3.HOG0005740	OG0004842	n0	XP_060395978.1	XP_060357840.1						
N3.HOG0005741	OG0004843	n0	XP_060395983.1	XP_060357835.1						
N3.HOG0005742	OG0004844	n0	XP_060395985.1	XP_060357833.1						
N3.HOG0005743	OG0004845	n0	XP_060395988.1	XP_060358075.1						
N3.HOG0005744	OG0004846	n0	XP_060395989.1	XP_060358074.1						
N3.HOG0005745	OG0004847	n0	XP_060395991.1	XP_060358073.1						
N3.HOG0005746	OG0004848	n0	XP_060396003.1	XP_060358068.1						
N3.HOG0005747	OG0004849	n0	XP_060396004.1	XP_060358067.1						
N3.HOG0005748	OG0004850	n0	XP_060396008.1	XP_060360760.1						
N3.HOG0005749	OG0004851	n0	XP_060396010.1	XP_060360759.1						
N3.HOG0005750	OG0004852	n0	XP_060396011.1	XP_060360758.1						
N3.HOG0005751	OG0004853	n0	XP_060396013.1	XP_060360757.1						
N3.HOG0005752	OG0004854	n0	XP_060396018.1	XP_060360752.1						
N3.HOG0005753	OG0004855	n0	XP_060396022.1	XP_060360748.1						
N3.HOG0005754	OG0004856	n0	XP_060396023.1	XP_060360747.1						
N3.HOG0005755	OG0004857	n0	XP_060396024.1	XP_060360746.1						
N3.HOG0005756	OG0004858	n0	XP_060396025.1	XP_060360745.1						
N3.HOG0005757	OG0004859	n0	XP_060396027.1	XP_060360742.1						
N3.HOG0005758	OG0004860	n0	XP_060396029.1	XP_060360740.1						
N3.HOG0005759	OG0004861	n0	XP_060396030.1	XP_060360739.1						
N3.HOG0005760	OG0004862	n0	XP_060396031.1	XP_060360738.1						
N3.HOG0005761	OG0004863	n0	XP_060396034.1	XP_060360736.1						
N3.HOG0005762	OG0004864	n0	XP_060396035.1	XP_060360735.1						
N3.HOG0005763	OG0004865	n0	XP_060396036.1	XP_060360734.1						
N3.HOG0005764	OG0004866	n0	XP_060396037.1	XP_060360733.1						
N3.HOG0005765	OG0004867	n0	XP_060396038.1	XP_060360731.1						
N3.HOG0005766	OG0004868	n0	XP_060396039.1	XP_060360730.1						
N3.HOG0005767	OG0004869	n0	XP_060396041.1	XP_060360729.1						
N3.HOG0005768	OG0004870	n0	XP_060396043.1	XP_060360727.1						
N3.HOG0005769	OG0004871	n0	XP_060396045.1	XP_060360726.1						
N3.HOG0005770	OG0004872	n0	XP_060396047.1	XP_060360724.1						
N3.HOG0005771	OG0004873	n0	XP_060396048.1	XP_060360723.1						
N3.HOG0005772	OG0004874	n0	XP_060396060.1							
N3.HOG0005773	OG0004875	n0	XP_060396062.1	XP_060360235.1						
N3.HOG0005774	OG0004876	n0	XP_060396065.1	XP_060360237.1						
N3.HOG0005775	OG0004877	n0	XP_060396066.1	XP_060360238.1						
N3.HOG0005776	OG0004878	n0	XP_060396067.1	XP_060360239.1						
N3.HOG0005777	OG0004879	n0	XP_060396069.1	XP_060360242.1						
N3.HOG0005778	OG0004880	n0	XP_060396072.1							
N3.HOG0005779	OG0004881	n0	XP_060396074.1	XP_060360246.1						
N3.HOG0005780	OG0004882	n0	XP_060396078.1	XP_060360251.1						
N3.HOG0005781	OG0004883	n0	XP_060396080.1	XP_060360253.1						
N3.HOG0005782	OG0004884	n0	XP_060396081.1	XP_060360254.1						
N3.HOG0005783	OG0004885	n0	XP_060396083.1	XP_060360255.1						
N3.HOG0005784	OG0004886	n0	XP_060396084.1	XP_060360256.1						
N3.HOG0005785	OG0004887	n0	XP_060396085.1	XP_060360257.1						
N3.HOG0005786	OG0004888	n0	XP_060396086.1	XP_060360258.1						
N3.HOG0005787	OG0004889	n0	XP_060396088.1	XP_060360260.1						
N3.HOG0005788	OG0004890	n0	XP_060396090.1	XP_060360261.1						
N3.HOG0005789	OG0004891	n0	XP_060396091.1	XP_060360262.1						
N3.HOG0005790	OG0004892	n0	XP_060396092.1	XP_060360263.1						
N3.HOG0005791	OG0004893	n0	XP_060396097.1	XP_060360267.1						
N3.HOG0005792	OG0004894	n0	XP_060396098.1	XP_060360268.1						
N3.HOG0005793	OG0004895	n0	XP_060396099.1	XP_060360269.1						
N3.HOG0005794	OG0004896	n0	XP_060396102.1	XP_060360274.1						
N3.HOG0005795	OG0004897	n0	XP_060396105.1	XP_060358015.1						
N3.HOG0005796	OG0004898	n0	XP_060396106.1	XP_060358016.1						
N3.HOG0005797	OG0004899	n0	XP_060396107.1	XP_060358017.1						
N3.HOG0005798	OG0004900	n0	XP_060396111.1	XP_060358019.1						
N3.HOG0005799	OG0004901	n0	XP_060396112.1	XP_060358021.1						
N3.HOG0005800	OG0004902	n0	XP_060396114.1	XP_060358022.1						
N3.HOG0005801	OG0004903	n0	XP_060396118.1	XP_060358024.1						
N3.HOG0005802	OG0004904	n0	XP_060396122.1	XP_060368420.1						
N3.HOG0005803	OG0004905	n0	XP_060396125.1	XP_060368417.1						
N3.HOG0005804	OG0004906	n0	XP_060396136.1	XP_060368412.1						
N3.HOG0005805	OG0004907	n0	XP_060396137.1	XP_060368411.1						
N3.HOG0005806	OG0004908	n0	XP_060396138.1	XP_060368410.1						
N3.HOG0005807	OG0004909	n0	XP_060396139.1	XP_060368409.1						
N3.HOG0005808	OG0004910	n0	XP_060396144.1	XP_060368404.1						
N3.HOG0005809	OG0004911	n0	XP_060396145.1	XP_060368402.1						
N3.HOG0005810	OG0004912	n0	XP_060396147.1	XP_060368400.1						
N3.HOG0005811	OG0004913	n0	XP_060396148.1	XP_060368399.1						
N3.HOG0005812	OG0004914	n0	XP_060396149.1	XP_060368397.1						
N3.HOG0005813	OG0004915	n0	XP_060396154.1	XP_060368393.1						
N3.HOG0005814	OG0004916	n0	XP_060396156.1	XP_060368391.1						
N3.HOG0005815	OG0004917	n0	XP_060396157.1	XP_060368390.1						
N3.HOG0005816	OG0004918	n0	XP_060396164.1	XP_060368384.1						
N3.HOG0005817	OG0004919	n0	XP_060396165.1	XP_060368383.1						
N3.HOG0005818	OG0004920	n0	XP_060396166.1	XP_060368382.1						
N3.HOG0005819	OG0004921	n0	XP_060396169.1	XP_060368379.1						
N3.HOG0005820	OG0004922	n0	XP_060396170.1	XP_060368377.1						
N3.HOG0005821	OG0004923	n0	XP_060396171.1	XP_060368376.1						
N3.HOG0005822	OG0004924	n0	XP_060396173.1	XP_060368374.1						
N3.HOG0005823	OG0004925	n0	XP_060396175.1	XP_060368372.1						
N3.HOG0005824	OG0004926	n0	XP_060396176.1	XP_060368371.1						
N3.HOG0005825	OG0004927	n0	XP_060396179.1	XP_060368368.1						
N3.HOG0005826	OG0004928	n0	XP_060396196.1	XP_060368462.1						
N3.HOG0005827	OG0004929	n0	XP_060396197.1	XP_060368463.1						
N3.HOG0005828	OG0004930	n0	XP_060396198.1	XP_060368464.1						
N3.HOG0005829	OG0004931	n0	XP_060396199.1	XP_060368465.1						
N3.HOG0005830	OG0004932	n0	XP_060396200.1	XP_060368466.1						
N3.HOG0005831	OG0004933	n0	XP_060396201.1	XP_060368467.1						
N3.HOG0005832	OG0004934	n0	XP_060396202.1	XP_060368468.1						
N3.HOG0005833	OG0004935	n0	XP_060396203.1	XP_060368469.1						
N3.HOG0005834	OG0004936	n0	XP_060396207.1	XP_060368473.1						
N3.HOG0005835	OG0004937	n0	XP_060396209.1	XP_060368475.1						
N3.HOG0005836	OG0004938	n0	XP_060396210.1	XP_060368476.1						
N3.HOG0005837	OG0004939	n0	XP_060396211.1	XP_060368478.1						
N3.HOG0005838	OG0004940	n0	XP_060396212.1	XP_060368480.1						
N3.HOG0005839	OG0004941	n0	XP_060396214.1	XP_060368485.1						
N3.HOG0005840	OG0004942	n0	XP_060396215.1	XP_060368487.1						
N3.HOG0005841	OG0004943	n0	XP_060396217.1	XP_060368488.1						
N3.HOG0005842	OG0004944	n0	XP_060396218.1	XP_060368490.1						
N3.HOG0005843	OG0004945	n0	XP_060396219.1	XP_060368491.1						
N3.HOG0005844	OG0004946	n0	XP_060396220.1	XP_060368492.1						
N3.HOG0005845	OG0004947	n0	XP_060396221.1	XP_060368493.1						
N3.HOG0005846	OG0004948	n0	XP_060396224.1	XP_060368495.1						
N3.HOG0005847	OG0004949	n0	XP_060396225.1	XP_060368496.1						
N3.HOG0005848	OG0004950	n0	XP_060396226.1	XP_060368497.1						
N3.HOG0005849	OG0004951	n0	XP_060396228.1	XP_060368498.1						
N3.HOG0005850	OG0004952	n0	XP_060396230.1	XP_060368501.1						
N3.HOG0005851	OG0004953	n0	XP_060396232.1	XP_060368503.1						
N3.HOG0005852	OG0004954	n0	XP_060396234.1	XP_060368504.1						
N3.HOG0005853	OG0004955	n0	XP_060396237.1	XP_060368507.1						
N3.HOG0005854	OG0004956	n0	XP_060396239.1	XP_060368508.1						
